"EFF_DATE","FACILITY","FAC_NAME","FACILITY_TYPE","ARTCC_OR_FSS_ID","CPDLC","TOWER_HRS","SERVICED_FACILITY","SERVICED_FAC_NAME","SERVICED_SITE_TYPE","LAT_DECIMAL","LONG_DECIMAL","SERVICED_CITY","SERVICED_STATE","SERVICED_COUNTRY","TOWER_OR_COMM_CALL","PRIMARY_APPROACH_RADIO_CALL","FREQ","SECTORIZATION","FREQ_USE","REMARK","File","Action","Mods"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","306.975","","BLUBELL STAR","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","306.975","","BLUBELL STAR","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","306.975","","SNDAY RNAV STAR","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","306.975","","SNDAY RNAV STAR","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","377.1","","CESAN STAR","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","377.1","","CESAN STAR","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","379.1","","HUDZY STAR","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","379.1","","HUDZY STAR","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","379.1","","OHIIO STAR","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","379.1","","OHIIO STAR","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76189444","-94.84793888","BAYTOWN","TX","US","","HOUSTON","379.1","","WAPPL STAR","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","I90","HOUSTON TRACON","TRACON","","","","54T","RWJ AIRPARK","AIRPORT","29.76182361","-94.84842638","BAYTOWN","TX","US","","HOUSTON","379.1","","WAPPL STAR","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ILE","","ASOS_AWOS","","","","ILE","","AWOS-3PT","31.08583333","-97.68638888","KILLEEN","TX","US","","","128.575","","ILE AWOS-3PT","","1","Modified","LONG_DECIMAL"
"2026/05/14","ILE","","ASOS_AWOS","","","","ILE","","AWOS-3PT","31.08583333","-97.6865","KILLEEN","TX","US","","","128.575","","ILE AWOS-3PT","","2","Modified","LONG_DECIMAL"
"2026/04/16","IND","INDIANAPOLIS INTL","ATCT-TRACON","","","","EYE","EAGLE CREEK AIRPARK","AIRPORT","39.83071722","-86.29438555","INDIANAPOLIS","IN","US","","INDIANAPOLIS","128.175","","CLANG STAR","","2","Deleted",""
"2026/04/16","IND","INDIANAPOLIS INTL","ATCT-TRACON","","","","EYE","EAGLE CREEK AIRPARK","AIRPORT","39.83071722","-86.29438555","INDIANAPOLIS","IN","US","","INDIANAPOLIS","317.8","","CLANG STAR","","2","Deleted",""
"2026/04/16","IND","INDIANAPOLIS INTL","ATCT-TRACON","","CPDLC (LOGON KUSA)","24","IND","INDIANAPOLIS INTL","AIRPORT","39.71730555","-86.29463888","INDIANAPOLIS","IN","US","INDY","INDIANAPOLIS","128.175","","CLANG STAR","","2","Deleted",""
"2026/04/16","IND","INDIANAPOLIS INTL","ATCT-TRACON","","CPDLC (LOGON KUSA)","24","IND","INDIANAPOLIS INTL","AIRPORT","39.71730555","-86.29463888","INDIANAPOLIS","IN","US","INDY","INDIANAPOLIS","317.8","","CLANG STAR","","2","Deleted",""
"2026/04/16","IND","INDIANAPOLIS INTL","ATCT-TRACON","","","","MQJ","INDIANAPOLIS RGNL","AIRPORT","39.84313777","-85.89773555","INDIANAPOLIS","IN","US","","INDIANAPOLIS","128.175","","CLANG STAR","","2","Deleted",""
"2026/04/16","IND","INDIANAPOLIS INTL","ATCT-TRACON","","","","MQJ","INDIANAPOLIS RGNL","AIRPORT","39.84313777","-85.89773555","INDIANAPOLIS","IN","US","","INDIANAPOLIS","317.8","","CLANG STAR","","2","Deleted",""
"2026/04/16","JVY","","ASOS_AWOS","","","","JVY","","AWOS-3","38.37322416","-85.73642016","JEFFERSONVILLE","IN","US","","","118.575","","JVY AWOS-3","","2","Deleted",""
"2026/04/16","LGA","LAGUARDIA","ATCT","","CPDLC (LOGON KUSA)","24","LGA","LAGUARDIA","AIRPORT","40.77724222","-73.87260555","NEW YORK","NY","US","LAGUARDIA","NEW YORK","263.0","FREQS WITHIN 6 NM ARE TWR CNTRLD FREQS","CLASS B","","2","Deleted",""
"2026/04/16","LGA","LAGUARDIA","ATCT","","CPDLC (LOGON KUSA)","24","LGA","LAGUARDIA","AIRPORT","40.77724222","-73.87260555","NEW YORK","NY","US","LAGUARDIA","NEW YORK","263.0","","GND/P","","2","Deleted",""
"2026/04/16","LGA","LAGUARDIA","ATCT","","CPDLC (LOGON KUSA)","24","LGA","LAGUARDIA","AIRPORT","40.77724222","-73.87260555","NEW YORK","NY","US","LAGUARDIA","NEW YORK","263.0","","LCL/P","","2","Deleted",""
"2026/04/16","M98","MINNEAPOLIS TRACON","TRACON","","","","STP","ST PAUL DOWNTOWN HOLMAN FLD","AIRPORT","44.93461527","-93.06035388","ST PAUL","MN","US","SAINT PAUL","MINNEAPOLIS","121.675","","CD/P","","2","Deleted",""
"2026/04/16","MIE","","ASOS_AWOS","","","","MIE","","ASOS","40.24247222","-85.39575","MUNCIE","IN","US","","","114.4","","MIE ASOS","","2","Deleted",""
"2026/04/16","MIE","MUNCIE","NAVAID","","","","MIE","MUNCIE","VOR/DME","40.23729258","-85.39403652","MUNCIE","IN","US","","","114.4/91X","","MIE VOR/DME","","2","Deleted",""
"2026/04/16","MQI","MANTEO","NAVAID","","","","MQI","MANTEO","NDB","35.91531936","-75.69505233","MANTEO","NC","US","","","370.0","","MQI NDB","","2","Deleted",""
"2026/04/16","MTC","SELFRIDGE ANGB","ATCT-RAPCON","","","1230-0400Z++, CLSD HOL.  OT UNCONTROLLED FOR DHS, ARNG, USCG OR EMERGENCY OPS.","MTC","SELFRIDGE ANGB","AIRPORT","42.61251111","-82.83695833","MOUNT CLEMENS","MI","US","SELFRIDGE","SELFRIDGE","318.2","","APCH/P","","2","Deleted",""
"2026/04/16","MTC","SELFRIDGE ANGB","ATCT-RAPCON","","","1230-0400Z++, CLSD HOL.  OT UNCONTROLLED FOR DHS, ARNG, USCG OR EMERGENCY OPS.","MTC","SELFRIDGE ANGB","AIRPORT","42.61251111","-82.83695833","MOUNT CLEMENS","MI","US","SELFRIDGE","SELFRIDGE","391.9","","DEP/P","","2","Deleted",""
"2026/04/16","MTC","SELFRIDGE ANGB","ATCT-RAPCON","","","1230-0400Z++, CLSD HOL.  OT UNCONTROLLED FOR DHS, ARNG, USCG OR EMERGENCY OPS.","MTC","SELFRIDGE ANGB","AIRPORT","42.61251111","-82.83695833","MOUNT CLEMENS","MI","US","SELFRIDGE","SELFRIDGE","391.9","","SFA","","2","Deleted",""
"2026/04/16","MTV","BLUE RIDGE","NON-ATCT","","","","MTV","BLUE RIDGE","AIRPORT","36.6307525","-80.01833833","MARTINSVILLE","VA","US","","","122.7","","CTAF","ACTVT REIL RWY 13 & 31; ODALS RWY 31; PAPI RWY 13 & 31; MIRL RWY 13/31 - CTAF.","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","MTV","BLUE RIDGE","NON-ATCT","","","","MTV","BLUE RIDGE","AIRPORT","36.63145","-80.01995222","MARTINSVILLE","VA","US","","","122.7","","CTAF","ACTVT REIL RWY 13 & 31; ODALS RWY 31; PAPI RWY 13 & 31; MIRL RWY 13/31 - CTAF.","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","MTV","BLUE RIDGE","NON-ATCT","","","","MTV","BLUE RIDGE","AIRPORT","36.6307525","-80.01833833","MARTINSVILLE","VA","US","","","122.7","","UNICOM","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","MTV","BLUE RIDGE","NON-ATCT","","","","MTV","BLUE RIDGE","AIRPORT","36.63145","-80.01995222","MARTINSVILLE","VA","US","","","122.7","","UNICOM","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","MYR","MYRTLE BEACH INTL","ATCT-TRACON","","","","MYR","MYRTLE BEACH INTL","AIRPORT","33.67974111","-78.92832138","MYRTLE BEACH","SC","US","","","128.45","","CTAF","WHEN ATCT CLSD ACTVT MALSR RWY 18, MALSF RWY 36; HIRL RWY 18/36 - CTAF.; CONTACT MYR OPS ON CTAF 128.45 PRIOR TO LANDING 2300-0600.  ","1","Modified","REMARK"
"2026/05/14","MYR","MYRTLE BEACH INTL","ATCT-TRACON","","","","MYR","MYRTLE BEACH INTL","AIRPORT","33.67974111","-78.92832138","MYRTLE BEACH","SC","US","","","128.45","","CTAF","WHEN ATCT CLSD ACTVT MALSR RWY 18, MALSF RWY 36; HIRL RWY 18/36 - CTAF.; CTC MYR OPS ON CTAF 128.45 PRIOR TO LNDG 2300-0600.  ","2","Modified","REMARK"
"2026/04/16","N90","NEW YORK TRACON","TRACON","","","","6N5","EAST 34TH STREET","HELIPORT","40.74244722","-73.97212222","NEW YORK","NY","US","","","263.0","","APCH/P DEP/P","","2","Deleted",""
"2026/04/16","N90","NEW YORK TRACON","TRACON","","","","DXR","DANBURY MUNI","AIRPORT","41.37153444","-73.48218944","DANBURY","CT","US","DANBURY","NEW YORK","263.0","","NOBBI STAR","","2","Deleted",""
"2026/04/16","N90","NEW YORK TRACON","TRACON","","","","HPN","WESTCHESTER COUNTY","AIRPORT","41.06695305","-73.70756611","WHITE PLAINS","NY","US","WESTCHESTER","NEW YORK","120.8","","RICED STAR","","2","Deleted",""
"2026/04/16","N90","NEW YORK TRACON","TRACON","","","","HPN","WESTCHESTER COUNTY","AIRPORT","41.06695305","-73.70756611","WHITE PLAINS","NY","US","WESTCHESTER","NEW YORK","124.075","","RICED STAR","","2","Deleted",""
"2026/04/16","N90","NEW YORK TRACON","TRACON","","","","HPN","WESTCHESTER COUNTY","AIRPORT","41.06695305","-73.70756611","WHITE PLAINS","NY","US","WESTCHESTER","NEW YORK","125.975","","RICED STAR","","2","Deleted",""
"2026/04/16","N90","NEW YORK TRACON","TRACON","","","","HPN","WESTCHESTER COUNTY","AIRPORT","41.06695305","-73.70756611","WHITE PLAINS","NY","US","WESTCHESTER","NEW YORK","126.4","","RICED STAR","","2","Deleted",""
"2026/04/16","N90","NEW YORK TRACON","TRACON","","","","HPN","WESTCHESTER COUNTY","AIRPORT","41.06695305","-73.70756611","WHITE PLAINS","NY","US","WESTCHESTER","NEW YORK","257.65","","RICED STAR","","2","Deleted",""
"2026/04/16","N90","NEW YORK TRACON","TRACON","","","","HPN","WESTCHESTER COUNTY","AIRPORT","41.06695305","-73.70756611","WHITE PLAINS","NY","US","WESTCHESTER","NEW YORK","263.0","","NOBBI STAR","","2","Deleted",""
"2026/04/16","N90","NEW YORK TRACON","TRACON","","","","JRB","DOWNTOWN MANHATTAN/WALL ST","HELIPORT","40.70121361","-74.00902833","NEW YORK","NY","US","","","263.0","","APCH/P DEP/P","","2","Deleted",""
"2026/04/16","N90","NEW YORK TRACON","TRACON","","","","LGA","LAGUARDIA","AIRPORT","40.77724222","-73.87260555","NEW YORK","NY","US","LAGUARDIA","NEW YORK","127.3","","KORRY STAR","","2","Deleted",""
"2026/04/16","N90","NEW YORK TRACON","TRACON","","","","LGA","LAGUARDIA","AIRPORT","40.77724222","-73.87260555","NEW YORK","NY","US","LAGUARDIA","NEW YORK","263.0","","APCH/P DEP/P","","2","Deleted",""
"2026/04/16","N90","NEW YORK TRACON","TRACON","","","","LGA","LAGUARDIA","AIRPORT","40.77724222","-73.87260555","NEW YORK","NY","US","LAGUARDIA","NEW YORK","263.0","","APPLE STAR","","2","Deleted",""
"2026/04/16","N90","NEW YORK TRACON","TRACON","","","","LGA","LAGUARDIA","AIRPORT","40.77724222","-73.87260555","NEW YORK","NY","US","LAGUARDIA","NEW YORK","263.0","","NOBBI STAR","","2","Deleted",""
"2026/04/16","N90","NEW YORK TRACON","TRACON","","","","LGA","LAGUARDIA","AIRPORT","40.77724222","-73.87260555","NEW YORK","NY","US","LAGUARDIA","NEW YORK","263.0","","PROUD STAR","","2","Deleted",""
"2026/04/16","NANTUCKET","NANTUCKET","RCAG","ZNY","","","NANTUCKET","NANTUCKET","RCAG","41.28166666","-70.02722222","","RI","","","","121.125","HIGH","NANTUCKET RCAG","","2","Deleted",""
"2026/04/16","NCT","NORTHERN CALIFORNIA TRACON","TRACON","","","","O88","RIO VISTA MUNI","AIRPORT","38.19338888","-121.70363888","RIO VISTA","CA","US","","TRAVIS","257.9","","APCH/P DEP/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","NCT","NORTHERN CALIFORNIA TRACON","TRACON","","","","O88","RIO VISTA MUNI","AIRPORT","38.19338305","-121.70363416","RIO VISTA","CA","US","","TRAVIS","257.9","","APCH/P DEP/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","NCT","NORTHERN CALIFORNIA TRACON","TRACON","","","","SMF","SACRAMENTO INTL","AIRPORT","38.69544444","-121.59077777","SACRAMENTO","CA","US","CAPITOL","NORCAL","125.25","","CONCORD STAR","","2","Deleted",""
"2026/04/16","NCT","NORTHERN CALIFORNIA TRACON","TRACON","","","","SMF","SACRAMENTO INTL","AIRPORT","38.69544444","-121.59077777","SACRAMENTO","CA","US","CAPITOL","NORCAL","257.9","","CONCORD STAR","","2","Deleted",""
"2026/04/16","NGP","CORPUS CHRISTI NAS (TRUAX FLD)","ATCT","","","","NGP","CORPUS CHRISTI NAS (TRUAX FLD)","AIRPORT","27.69270111","-97.29037877","CORPUS CHRISTI","TX","US","","","134.85","","CTAF","UHF CTAF - 340.2.; DUSK-DAWN. WHEN TWR CLSD ACTVT SALSF RWY 13R; PAPI RWY 04, 22, 13L, 31R, 13R, 31L, 18 & 36; HIRL RWYS 04/22, 13L/31R, 13R/31L, 18/36 - CTAF.","1","Modified","REMARK"
"2026/05/14","NGP","CORPUS CHRISTI NAS (TRUAX FLD)","ATCT","","","","NGP","CORPUS CHRISTI NAS (TRUAX FLD)","AIRPORT","27.69270111","-97.29037877","CORPUS CHRISTI","TX","US","","","134.85","","CTAF","UHF CTAF - 340.2.; DUSK-DAWN. WHEN TWR CLSD ACTVT PCL - CTAF.","2","Modified","REMARK"
"2026/04/16","NKT","CHERRY POINT MCAS (CUNNINGHAM FLD)","ATCT-RATCF","","","","OCW","WASHINGTON-WARREN","AIRPORT","35.57047222","-77.04980555","WASHINGTON","NC","US","","CHERRY POINT","119.35","","APCH/P DEP/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","NKT","CHERRY POINT MCAS (CUNNINGHAM FLD)","ATCT-RATCF","","","","OCW","WASHINGTON-WARREN","AIRPORT","35.57193833","-77.04976416","WASHINGTON","NC","US","","CHERRY POINT","119.35","","APCH/P DEP/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","NKT","CHERRY POINT MCAS (CUNNINGHAM FLD)","ATCT-RATCF","","","","OCW","WASHINGTON-WARREN","AIRPORT","35.57047222","-77.04980555","WASHINGTON","NC","US","","CHERRY POINT","377.175","","APCH/P DEP/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","NKT","CHERRY POINT MCAS (CUNNINGHAM FLD)","ATCT-RATCF","","","","OCW","WASHINGTON-WARREN","AIRPORT","35.57193833","-77.04976416","WASHINGTON","NC","US","","CHERRY POINT","377.175","","APCH/P DEP/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","O88","RIO VISTA MUNI","NON-ATCT","","","","O88","RIO VISTA MUNI","AIRPORT","38.19338888","-121.70363888","RIO VISTA","CA","US","","","122.725","","CTAF","ACTVT REIL RWY 07, 15, 25, & 33; PAPI RWY 07, 15, 25, & 33; MIRL RWY 07/25 & 15/33; PERIMETER H1 - CTAF.","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","O88","RIO VISTA MUNI","NON-ATCT","","","","O88","RIO VISTA MUNI","AIRPORT","38.19338305","-121.70363416","RIO VISTA","CA","US","","","122.725","","CTAF","ACTVT REIL RWY 07, 15, 25, & 33; PAPI RWY 07, 15, 25, & 33; MIRL RWY 07/25 & 15/33; PERIMETER H1 - CTAF.","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","O88","RIO VISTA MUNI","NON-ATCT","","","","O88","RIO VISTA MUNI","AIRPORT","38.19338888","-121.70363888","RIO VISTA","CA","US","","","122.725","","UNICOM","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","O88","RIO VISTA MUNI","NON-ATCT","","","","O88","RIO VISTA MUNI","AIRPORT","38.19338305","-121.70363416","RIO VISTA","CA","US","","","122.725","","UNICOM","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","O88","","ASOS_AWOS","","","","O88","","AWOS-AV","38.19491666","-121.7055","RIO VISTA","CA","US","","","127.075","","O88 AWOS-AV","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","O88","","ASOS_AWOS","","","","O88","","AWOS-AV","38.19491333","-121.70561561","RIO VISTA","CA","US","","","127.075","","O88 AWOS-AV","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","OCW","WASHINGTON-WARREN","NON-ATCT","","","","OCW","WASHINGTON-WARREN","AIRPORT","35.57047222","-77.04980555","WASHINGTON","NC","US","","","122.7","","CTAF","MIRL RWY 05/23 PRESET ON LOW INTST; TO INCR INTST & ACTVT PAPIS RWY 05 & 23, AND REILS RWY 05 & 23 - CTAF.","1","Modified","LAT_DECIMAL LONG_DECIMAL REMARK"
"2026/05/14","OCW","WASHINGTON-WARREN","NON-ATCT","","","","OCW","WASHINGTON-WARREN","AIRPORT","35.57193833","-77.04976416","WASHINGTON","NC","US","","","122.7","","CTAF","MIRL RWY 05/23 PRESET ON LOW INTST; TO INCR INTST & ACTVT PAPIS RWY 05 & 23, AND REILS RWY 05 & 23 - CTAF. REILS RWY 35 OTS.","2","Modified","LAT_DECIMAL LONG_DECIMAL REMARK"
"2026/04/16","OCW","WASHINGTON-WARREN","NON-ATCT","","","","OCW","WASHINGTON-WARREN","AIRPORT","35.57047222","-77.04980555","WASHINGTON","NC","US","","","122.7","","UNICOM","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","OCW","WASHINGTON-WARREN","NON-ATCT","","","","OCW","WASHINGTON-WARREN","AIRPORT","35.57193833","-77.04976416","WASHINGTON","NC","US","","","122.7","","UNICOM","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","OCW","","ASOS_AWOS","","","","OCW","","AWOS-3","35.57047222","-77.04980555","WASHINGTON","NC","US","","","120.175","","OCW AWOS-3","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","OCW","","ASOS_AWOS","","","","OCW","","AWOS-3","35.57029188","-77.05002252","WASHINGTON","NC","US","","","120.175","","OCW AWOS-3","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","OIC","LT WARREN EATON","NON-ATCT","","","","OIC","LT WARREN EATON","AIRPORT","42.56655555","-75.52411111","NORWICH","NY","US","","","122.8","","CTAF","ACTVT REIL RWY 19; PAPI RWY 01 & 19; HIRL RWY 01/19 - CTAF.","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","OIC","LT WARREN EATON","NON-ATCT","","","","OIC","LT WARREN EATON","AIRPORT","42.56655861","-75.52411222","NORWICH","NY","US","","","122.8","","CTAF","ACTVT REIL RWY 19; PAPI RWY 01 & 19; HIRL RWY 01/19 - CTAF.","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","OIC","LT WARREN EATON","NON-ATCT","","","","OIC","LT WARREN EATON","AIRPORT","42.56655555","-75.52411111","NORWICH","NY","US","","","122.8","","UNICOM","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","OIC","LT WARREN EATON","NON-ATCT","","","","OIC","LT WARREN EATON","AIRPORT","42.56655861","-75.52411222","NORWICH","NY","US","","","122.8","","UNICOM","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","OIC","","ASOS_AWOS","","","","OIC","","AWOS-3","42.56655416","-75.52411166","NORWICH","NY","US","","","119.025","","OIC AWOS-3","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","OIC","","ASOS_AWOS","","","","OIC","","AWOS-3","42.56421936","-75.52694477","NORWICH","NY","US","","","119.025","","OIC AWOS-3","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","OKK","KOKOMO MUNI","NON-ATCT","","","","OKK","KOKOMO MUNI","AIRPORT","40.52765583","-86.05973722","KOKOMO","IN","US","","","123.0","","CTAF","ACTVT MALSR RWY 23; REIL RWY 05 & 14/32; PAPI RWY 05, 14, 32; HIRL RWY 05/23; MIRL RWY 14/32 - CTAF.","1","Modified","REMARK"
"2026/05/14","OKK","KOKOMO MUNI","NON-ATCT","","","","OKK","KOKOMO MUNI","AIRPORT","40.52765583","-86.05973722","KOKOMO","IN","US","","","123.0","","CTAF","ACTVT MALSR RWY 23; REIL RWY 05, 14, & 32; PAPI RWY 05, 14, & 32; HIRL RWY 05/23; MIRL RWY 14/32 - CTAF.","2","Modified","REMARK"
"2026/04/16","ONP","","ASOS_AWOS","","","","ONP","","AWOS-3","44.58027777","-124.05805555","NEWPORT","OR","US","","","133.9","","ONP AWOS-3","","2","Deleted",""
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","118.5","","CD PRE TAXI CLNC","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","118.5","","CD PRE TAXI CLNC","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","118.9","010-080, 180-310","APCH/P IC","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","118.9","010-080, 180-310","APCH/P IC","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","118.9","010-080, 180-310","CLASS C","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","118.9","010-080, 180-310","CLASS C","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","120.8","","LCL/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","120.8","","LCL/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","121.5","","EMERG","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","121.5","","EMERG","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","121.9","","GND/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","121.9","","GND/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","125.2","","DEP/P","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","125.2","","DEP/P","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/04/16","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89460416","-76.20122916","NORFOLK","VA","US","NORFOLK","NORFOLK","125.2","","HOLND DP","","1","Modified","LAT_DECIMAL LONG_DECIMAL"
"2026/05/14","ORF","NORFOLK INTL","ATCT-TRACON","","","24","ORF","NORFOLK INTL","AIRPORT","36.89563111","-76.19886583","NORFOLK","VA","US","NORFOLK","NORFOLK","125.2","","HOLND DP","","2","Modified","LAT_DECIMAL LONG_DECIMAL"
