"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","RWY_ID","RWY_END_ID","TRUE_ALIGNMENT","ILS_TYPE","RIGHT_HAND_TRAFFIC_PAT_FLAG","RWY_MARKING_TYPE_CODE","RWY_MARKING_COND","RWY_END_LAT_DEG","RWY_END_LAT_MIN","RWY_END_LAT_SEC","RWY_END_LAT_HEMIS","LAT_DECIMAL","RWY_END_LONG_DEG","RWY_END_LONG_MIN","RWY_END_LONG_SEC","RWY_END_LONG_HEMIS","LONG_DECIMAL","RWY_END_ELEV","THR_CROSSING_HGT","VISUAL_GLIDE_PATH_ANGLE","DISPLACED_THR_LAT_DEG","DISPLACED_THR_LAT_MIN","DISPLACED_THR_LAT_SEC","DISPLACED_THR_LAT_HEMIS","LAT_DISPLACED_THR_DECIMAL","DISPLACED_THR_LONG_DEG","DISPLACED_THR_LONG_MIN","DISPLACED_THR_LONG_SEC","DISPLACED_THR_LONG_HEMIS","LONG_DISPLACED_THR_DECIMAL","DISPLACED_THR_ELEV","DISPLACED_THR_LEN","TDZ_ELEV","VGSI_CODE","RWY_VISUAL_RANGE_EQUIP_CODE","RWY_VSBY_VALUE_EQUIP_FLAG","APCH_LGT_SYSTEM_CODE","RWY_END_LGTS_FLAG","CNTRLN_LGTS_AVBL_FLAG","TDZ_LGT_AVBL_FLAG","OBSTN_TYPE","OBSTN_MRKD_CODE","FAR_PART_77_CODE","OBSTN_CLNC_SLOPE","OBSTN_HGT","DIST_FROM_THR","CNTRLN_OFFSET","CNTRLN_DIR_CODE","RWY_GRAD","RWY_GRAD_DIRECTION","RWY_END_PSN_SOURCE","RWY_END_PSN_DATE","RWY_END_ELEV_SOURCE","RWY_END_ELEV_DATE","DSPL_THR_PSN_SOURCE","RWY_END_DSPL_THR_PSN_DATE","DSPL_THR_ELEV_SOURCE","RWY_END_DSPL_THR_ELEV_DATE","TDZ_ELEV_SOURCE","RWY_END_TDZ_ELEV_DATE","TKOF_RUN_AVBL","TKOF_DIST_AVBL","ACLT_STOP_DIST_AVBL","LNDG_DIST_AVBL","LAHSO_ALD","RWY_END_INTERSECT_LAHSO","LAHSO_DESC","LAHSO_LAT","LAT_LAHSO_DECIMAL","LAHSO_LONG","LONG_LAHSO_DECIMAL","LAHSO_PSN_SOURCE","RWY_END_LAHSO_PSN_DATE","File","Action","Mods"
"2026/05/14","17486.","A","ND","5C8","WASHBURN","US","17/35","17","180","","N","NSTD","","47","21","21.4193","N","47.3559498","101","1","31.0922","W","-101.02530338","1903.9","","","","","","","","","","","","","","","1907.7","","","N","","N","N","N","","","A(V)","20","","","","","","","3RD PARTY SURVEY","2017/09/08","3RD PARTY SURVEY","2017/09/08","","","","","3RD PARTY SURVEY","2017/09/08","","","","","","","","","","","","","","2","Modified","RWY_MARKING_TYPE_CODE RWY_MARKING_COND"
"2026/04/16","17486.","A","ND","5C8","WASHBURN","US","17/35","35","0","","N","","GOOD","47","20","59.6705","N","47.34990847","101","1","31.1674","W","-101.02532427","1906.4","","","","","","","","","","","","","","","1907.7","","","N","","N","N","N","","","A(V)","20","","","","","","","3RD PARTY SURVEY","2017/09/08","3RD PARTY SURVEY","2017/09/08","","","","","3RD PARTY SURVEY","2017/09/08","","","","","","","","","","","","","","1","Modified","RWY_MARKING_TYPE_CODE RWY_MARKING_COND"
"2026/05/14","17486.","A","ND","5C8","WASHBURN","US","17/35","35","0","","N","NSTD","","47","20","59.6705","N","47.34990847","101","1","31.1674","W","-101.02532427","1906.4","","","","","","","","","","","","","","","1907.7","","","N","","N","N","N","","","A(V)","20","","","","","","","3RD PARTY SURVEY","2017/09/08","3RD PARTY SURVEY","2017/09/08","","","","","3RD PARTY SURVEY","2017/09/08","","","","","","","","","","","","","","2","Modified","RWY_MARKING_TYPE_CODE RWY_MARKING_COND"
"2026/04/16","17656.","A","OH","17G","BUCYRUS","US","04/22","22","216","","N","NPI","FAIR","40","47","8.7348","N","40.78575966","82","58","14.1534","W","-82.97059816","999.4","26","3","","","","","","","","","","","","","1002.6","P4L","","N","","Y","N","N","ROAD","","A(NP)","11","15","375","270","L","","","3RD PARTY SURVEY","2012/06/30","3RD PARTY SURVEY","2012/06/30","","","","","3RD PARTY SURVEY","2012/06/30","","","","","","","","","","","","","","1","Modified","THR_CROSSING_HGT"
"2026/05/14","17656.","A","OH","17G","BUCYRUS","US","04/22","22","216","","N","NPI","FAIR","40","47","8.7348","N","40.78575966","82","58","14.1534","W","-82.97059816","999.4","43","3","","","","","","","","","","","","","1002.6","P4L","","N","","Y","N","N","ROAD","","A(NP)","11","15","375","270","L","","","3RD PARTY SURVEY","2012/06/30","3RD PARTY SURVEY","2012/06/30","","","","","3RD PARTY SURVEY","2012/06/30","","","","","","","","","","","","","","2","Modified","THR_CROSSING_HGT"
"2026/04/16","18651.01","A","OH","43OA","WAYNESVILLE","US","09/27","09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","","","","","","","","","PLINE","","A(V)","","20","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","Modified","OBSTN_HGT"
"2026/05/14","18651.01","A","OH","43OA","WAYNESVILLE","US","09/27","09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","","","","","","","","","PLINE","","A(V)","","40","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","Modified","OBSTN_HGT"
"2026/04/16","18651.01","A","OH","43OA","WAYNESVILLE","US","09/27","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","","","","","","","","","TREES","","A(V)","","20","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","Modified","OBSTN_HGT"
"2026/05/14","18651.01","A","OH","43OA","WAYNESVILLE","US","09/27","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","","","","","","","","","TREES","","A(V)","","40","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","Modified","OBSTN_HGT"
"2026/04/16","19072.01","A","OK","O44","LEXINGTON","US","17/35","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FENCE","","A(V)","0","4","0","0","B","","","","","","","","","","","","","","","","","","","","","","","","","","1","Modified","RWY_MARKING_TYPE_CODE"
"2026/05/14","19072.01","A","OK","O44","LEXINGTON","US","17/35","17","","","","NONE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FENCE","","A(V)","0","4","0","0","B","","","","","","","","","","","","","","","","","","","","","","","","","","2","Modified","RWY_MARKING_TYPE_CODE"
"2026/04/16","19072.01","A","OK","O44","LEXINGTON","US","17/35","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BLDG","","A(V)","0","25","20","100","L","","","","","","","","","","","","","","","","","","","","","","","","","","1","Modified","RWY_MARKING_TYPE_CODE DIST_FROM_THR CNTRLN_OFFSET"
"2026/05/14","19072.01","A","OK","O44","LEXINGTON","US","17/35","35","","","","NONE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BLDG","","A(V)","0","25","0","125","L","","","","","","","","","","","","","","","","","","","","","","","","","","2","Modified","RWY_MARKING_TYPE_CODE DIST_FROM_THR CNTRLN_OFFSET"
"2026/04/16","19366.23","H","OR","53OR","BEAVERTON","US","H1","H1","","","","","","45","30","39.35","N","45.51093055","122","46","26.35","W","-122.77398611","478","","","","","","","","","","","","","","","","","","","","","","","TREE","","","","","","","","","","FAA-EST IMAGERY","2015/04/17","","","","","","","","","","","","","","","","","","","","","","1","Modified","RWY_MARKING_TYPE_CODE RWY_MARKING_COND RWY_END_LAT_SEC LAT_DECIMAL RWY_END_LONG_SEC LONG_DECIMAL RWY_END_ELEV RWY_END_PSN_SOURCE RWY_END_PSN_DATE RWY_END_ELEV_SOURCE RWY_END_ELEV_DATE"
"2026/05/14","19366.23","H","OR","53OR","BEAVERTON","US","H1","H1","","","","BSC","GOOD","45","30","39.3265","N","45.51092402","122","46","26.641","W","-122.77406694","469","","","","","","","","","","","","","","","","","","","","","","","TREE","","","","","","","","","","ADO","2026/03/16","ADO","2026/03/16","","","","","","","","","","","","","","","","","","","","2","Modified","RWY_MARKING_TYPE_CODE RWY_MARKING_COND RWY_END_LAT_SEC LAT_DECIMAL RWY_END_LONG_SEC LONG_DECIMAL RWY_END_ELEV RWY_END_PSN_SOURCE RWY_END_PSN_DATE RWY_END_ELEV_SOURCE RWY_END_ELEV_DATE"
"2026/04/16","19377.1","A","OR","81OR","BURNS","US","04/22","04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FENCE","M","A(V)","","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","Deleted",""
"2026/04/16","19377.1","A","OR","81OR","BURNS","US","04/22","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FENCE","M","A(V)","","4","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","Deleted",""
"2026/04/16","19575.21","A","OR","OR85","PRINEVILLE","US","09/27","09","","","Y","","","44","16","34.51","N","44.27625277","120","44","17.4","W","-120.73816666","3625","","","","","","","","","","","","","","","","","","","","","","","","","A(V)","","","","","","","","OWNER","2020/11/04","OWNER","2020/11/04","","","","","","","","","","","","","","","","","","","","1","Modified","RWY_MARKING_TYPE_CODE RWY_MARKING_COND"
"2026/05/14","19575.21","A","OR","OR85","PRINEVILLE","US","09/27","09","","","Y","NONE","POOR","44","16","34.51","N","44.27625277","120","44","17.4","W","-120.73816666","3625","","","","","","","","","","","","","","","","","","","","","","","","","A(V)","","","","","","","","OWNER","2020/11/04","OWNER","2020/11/04","","","","","","","","","","","","","","","","","","","","2","Modified","RWY_MARKING_TYPE_CODE RWY_MARKING_COND"
"2026/04/16","19575.21","A","OR","OR85","PRINEVILLE","US","09/27","27","","","Y","","","44","16","26.22","N","44.27395","120","43","57.06","W","-120.73251666","3675","","","","","","","","","","","","","","","","","","","","","","","","","A(V)","","","","","","","","OWNER","2020/11/04","OWNER","2020/11/04","","","","","","","","","","","","","","","","","","","","1","Modified","RWY_MARKING_TYPE_CODE RWY_MARKING_COND"
"2026/05/14","19575.21","A","OR","OR85","PRINEVILLE","US","09/27","27","","","Y","NONE","POOR","44","16","26.22","N","44.27395","120","43","57.06","W","-120.73251666","3675","","","","","","","","","","","","","","","","","","","","","","","","","A(V)","","","","","","","","OWNER","2020/11/04","OWNER","2020/11/04","","","","","","","","","","","","","","","","","","","","2","Modified","RWY_MARKING_TYPE_CODE RWY_MARKING_COND"
"2026/04/16","20502.","A","PA","CXY","HARRISBURG","US","08/26","08","71","ILS","N","PIR","GOOD","40","12","56.1298","N","40.21559161","76","51","30.7425","W","-76.85853958","334.7","55","3","","","","","","","","","","","","","342","P4R","T","Y","MALSR","","","","TREES","","PIR","22","75","1883","611","L","","","3RD PARTY SURVEY","2017/06/21","3RD PARTY SURVEY","2017/06/21","","","","","3RD PARTY SURVEY","2017/06/21","","","","","","","","","","","","","","1","Modified","OBSTN_HGT"
"2026/05/14","20502.","A","PA","CXY","HARRISBURG","US","08/26","08","71","ILS","N","PIR","GOOD","40","12","56.1298","N","40.21559161","76","51","30.7425","W","-76.85853958","334.7","55","3","","","","","","","","","","","","","342","P4R","T","Y","MALSR","","","","TREES","","PIR","22","76","1883","611","L","","","3RD PARTY SURVEY","2017/06/21","3RD PARTY SURVEY","2017/06/21","","","","","3RD PARTY SURVEY","2017/06/21","","","","","","","","","","","","","","2","Modified","OBSTN_HGT"
"2026/04/16","20502.","A","PA","CXY","HARRISBURG","US","12/30","30","297","","N","NPI","GOOD","40","12","50.0999","N","40.21391663","76","50","49.1902","W","-76.84699727","343.6","56","4","","","","","","","","","","","","","343.6","V4L","","","","N","","","TREES","","B(V)","19","81","1754","153","R","","","3RD PARTY SURVEY","2017/06/21","3RD PARTY SURVEY","2017/06/21","","","","","3RD PARTY SURVEY","2017/06/21","","","","","","","","","","","","","","1","Modified","OBSTN_TYPE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/05/14","20502.","A","PA","CXY","HARRISBURG","US","12/30","30","297","","N","NPI","GOOD","40","12","50.0999","N","40.21391663","76","50","49.1902","W","-76.84699727","343.6","56","4","","","","","","","","","","","","","343.6","V4L","","","","N","","","","","B(V)","20","","","","","","","3RD PARTY SURVEY","2017/06/21","3RD PARTY SURVEY","2017/06/21","","","","","3RD PARTY SURVEY","2017/06/21","","","","","","","","","","","","","","2","Modified","OBSTN_TYPE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/04/16","21248.15","H","PA","5PS3","PITTSBURGH","US","H1","H1","","","","","","40","27","59.65","N","40.46656944","79","57","9.71","W","-79.95269722","947","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FAA-EST IMAGERY","2016/04/17","","","","","","","","","","","","","","","","","","","","","","2","Deleted",""
"2026/04/16","21293.","A","PA","PTW","POTTSTOWN","US","10/28","10","84","","N","NPI","GOOD","40","14","20.7183","N","40.23908841","75","33","45.8165","W","-75.5627268","307","45","3","","","","","","","","","","","","","308.2","P2L","","","","Y","","","TREES","","A(NP)","16","61","1223","351","L","","","3RD PARTY SURVEY","2009/11/18","3RD PARTY SURVEY","2009/11/18","","","","","3RD PARTY SURVEY","2009/11/18","","","","","","","","","","","","","","1","Modified","OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET"
"2026/05/14","21293.","A","PA","PTW","POTTSTOWN","US","10/28","10","84","","N","NPI","GOOD","40","14","20.7183","N","40.23908841","75","33","45.8165","W","-75.5627268","307","45","3","","","","","","","","","","","","","308.2","P2L","","","","Y","","","TREES","","A(NP)","12","14","381","13","L","","","3RD PARTY SURVEY","2009/11/18","3RD PARTY SURVEY","2009/11/18","","","","","3RD PARTY SURVEY","2009/11/18","","","","","","","","","","","","","","2","Modified","OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET"
"2026/04/16","21293.","A","PA","PTW","POTTSTOWN","US","10/28","28","264","LOCALIZER","Y","NPI","GOOD","40","14","24.1368","N","40.240038","75","33","2.576","W","-75.55071555","302.6","45","3","40","14","23.9452","N","40.23998477","75","33","5.0145","W","-75.55139291","304.5","190","308.2","P2L","","","","Y","","","TREES","","A(NP)","10","37","576","269","R","","","3RD PARTY SURVEY","2009/11/18","3RD PARTY SURVEY","2009/11/18","3RD PARTY SURVEY","2009/11/18","3RD PARTY SURVEY","2009/11/18","3RD PARTY SURVEY","2009/11/18","","","","","","","","","","","","","","1","Modified","OBSTN_CLNC_SLOPE OBSTN_HGT"
"2026/05/14","21293.","A","PA","PTW","POTTSTOWN","US","10/28","28","264","LOCALIZER","Y","NPI","GOOD","40","14","24.1368","N","40.240038","75","33","2.576","W","-75.55071555","302.6","45","3","40","14","23.9452","N","40.23998477","75","33","5.0145","W","-75.55139291","304.5","190","308.2","P2L","","","","Y","","","TREES","","A(NP)","9","40","576","269","R","","","3RD PARTY SURVEY","2009/11/18","3RD PARTY SURVEY","2009/11/18","3RD PARTY SURVEY","2009/11/18","3RD PARTY SURVEY","2009/11/18","3RD PARTY SURVEY","2009/11/18","","","","","","","","","","","","","","2","Modified","OBSTN_CLNC_SLOPE OBSTN_HGT"
"2026/04/16","21329.","A","PA","RDG","READING","US","18/36","18","172","","N","PIR","GOOD","40","23","5.3619","N","40.38482275","75","57","45.6015","W","-75.96266708","290.4","56","3","","","","","","","","","","","","","318.4","P4L","","","","","","","TREES","","C","11","59","893","580","R","","","3RD PARTY SURVEY","2018/12/07","3RD PARTY SURVEY","2018/12/07","","","","","3RD PARTY SURVEY","2018/12/07","5151","5151","5151","5151","3050","13/31","","40-22-35.5036N","40.37652877","075-57-40.2317W","-75.96117547","FAA-EST","2007/07/16","1","Modified","OBSTN_HGT"
"2026/05/14","21329.","A","PA","RDG","READING","US","18/36","18","172","","N","PIR","GOOD","40","23","5.3619","N","40.38482275","75","57","45.6015","W","-75.96266708","290.4","56","3","","","","","","","","","","","","","318.4","P4L","","","","","","","TREES","","C","11","60","893","580","R","","","3RD PARTY SURVEY","2018/12/07","3RD PARTY SURVEY","2018/12/07","","","","","3RD PARTY SURVEY","2018/12/07","5151","5151","5151","5151","3050","13/31","","40-22-35.5036N","40.37652877","075-57-40.2317W","-75.96117547","FAA-EST","2007/07/16","2","Modified","OBSTN_HGT"
"2026/04/16","21607.","A","PA","N57","TOUGHKENAMON","US","06/24","06","46","","N","NPI","GOOD","39","49","37.1076","N","39.82697433","75","46","28.0598","W","-75.77446105","433.4","","","","","","","","","","","","","","","435.2","","","","","","","","TREES","","A(NP)","0","62","248","239","L","","","3RD PARTY SURVEY","2017/11/09","3RD PARTY SURVEY","2017/11/09","","","","","3RD PARTY SURVEY","2017/11/09","","","","","","","","","","","","","","1","Modified","OBSTN_HGT"
"2026/05/14","21607.","A","PA","N57","TOUGHKENAMON","US","06/24","06","46","","N","NPI","GOOD","39","49","37.1076","N","39.82697433","75","46","28.0598","W","-75.77446105","433.4","","","","","","","","","","","","","","","435.2","","","","","","","","TREES","","A(NP)","0","63","248","239","L","","","3RD PARTY SURVEY","2017/11/09","3RD PARTY SURVEY","2017/11/09","","","","","3RD PARTY SURVEY","2017/11/09","","","","","","","","","","","","","","2","Modified","OBSTN_HGT"
"2026/04/16","21607.","A","PA","N57","TOUGHKENAMON","US","06/24","24","226","","N","NPI","GOOD","39","50","2.5826","N","39.83405072","75","45","54.1643","W","-75.76504563","429.5","","","","","","","","","","","","","","","435.2","","","","","","","","TREES","","A(NP)","7","15","307","177","L","","","3RD PARTY SURVEY","2017/11/09","3RD PARTY SURVEY","2017/11/09","","","","","3RD PARTY SURVEY","2017/11/09","","","","","","","","","","","","","","1","Modified","OBSTN_CLNC_SLOPE OBSTN_HGT"
"2026/05/14","21607.","A","PA","N57","TOUGHKENAMON","US","06/24","24","226","","N","NPI","GOOD","39","50","2.5826","N","39.83405072","75","45","54.1643","W","-75.76504563","429.5","","","","","","","","","","","","","","","435.2","","","","","","","","TREES","","A(NP)","6","17","307","177","L","","","3RD PARTY SURVEY","2017/11/09","3RD PARTY SURVEY","2017/11/09","","","","","3RD PARTY SURVEY","2017/11/09","","","","","","","","","","","","","","2","Modified","OBSTN_CLNC_SLOPE OBSTN_HGT"
"2026/04/16","22123.1","A","SC","ARW","BEAUFORT","US","07/25","07","60","","Y","NPI","GOOD","32","24","35.3701","N","32.40982502","80","38","21.1317","W","-80.63920325","9","30","3.05","","","","","","","","","","","","","9","P2L","","N","","N","N","N","POLE","","C","23","64","1677","226","L","","","NGS","2009/03/25","NGS","2009/03/25","","","","","NGS","2009/03/25","","","","","","","","","","","","","","1","Modified","OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/05/14","22123.1","A","SC","ARW","BEAUFORT","US","07/25","07","60","","Y","NPI","GOOD","32","24","35.3701","N","32.40982502","80","38","21.1317","W","-80.63920325","9","30","3.05","","","","","","","","","","","","","9","P2L","","N","","N","N","N","POLE","","C","15","65","1181","347","R","","","NGS","2009/03/25","NGS","2009/03/25","","","","","NGS","2009/03/25","","","","","","","","","","","","","","2","Modified","OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/04/16","22183.","A","SC","CQW","CHERAW","US","08/26","08","70","","N","NPI","FAIR","34","42","37.9207","N","34.71053352","79","57","53.3653","W","-79.96482369","238.7","","","","","","","","","","","","","","","238.7","","","","","Y","","","TREE","","C","10","81","1055","357","R","","","3RD PARTY SURVEY","2011/12/02","3RD PARTY SURVEY","2011/12/02","","","","","3RD PARTY SURVEY","2011/12/02","","","","","","","","","","","","","","1","Modified","RWY_MARKING_COND OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/05/14","22183.","A","SC","CQW","CHERAW","US","08/26","08","70","","N","NPI","GOOD","34","42","37.9207","N","34.71053352","79","57","53.3653","W","-79.96482369","238.7","","","","","","","","","","","","","","","238.7","","","","","Y","","","TREE","","C","15","46","906","157","L","","","3RD PARTY SURVEY","2011/12/02","3RD PARTY SURVEY","2011/12/02","","","","","3RD PARTY SURVEY","2011/12/02","","","","","","","","","","","","","","2","Modified","RWY_MARKING_COND OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/04/16","22183.","A","SC","CQW","CHERAW","US","08/26","26","250","","N","NPI","FAIR","34","42","54.7672","N","34.71521311","79","56","57.058","W","-79.94918277","187.9","","","","","","","","","","","","","","","208.7","","","","","Y","","","POLE","","C","20","47","1182","299","R","","","3RD PARTY SURVEY","2011/12/02","3RD PARTY SURVEY","2011/12/02","","","","","3RD PARTY SURVEY","2011/12/02","","","","","","","","","","","","","","1","Modified","RWY_MARKING_COND OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/05/14","22183.","A","SC","CQW","CHERAW","US","08/26","26","250","","N","NPI","GOOD","34","42","54.7672","N","34.71521311","79","56","57.058","W","-79.94918277","187.9","","","","","","","","","","","","","","","208.7","","","","","Y","","","POLE","","C","13","22","493","187","L","","","3RD PARTY SURVEY","2011/12/02","3RD PARTY SURVEY","2011/12/02","","","","","3RD PARTY SURVEY","2011/12/02","","","","","","","","","","","","","","2","Modified","RWY_MARKING_COND OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/04/16","22688.","A","SD","9D1","GREGORY","US","13/31","13","135","","N","NPI","GOOD","43","13","29.808","N","43.22494666","99","24","29.2576","W","-99.40812711","2169.7","31","3","","","","","","","","","","","","","2169.9","P2L","","N","","N","N","N","","","A(NP)","20","","","","","","","3RD PARTY SURVEY","2009/09/10","3RD PARTY SURVEY","2009/09/10","","","","","AVN","2011/04/11","","","","","","","","","","","","","","1","Modified","OBSTN_TYPE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/05/14","22688.","A","SD","9D1","GREGORY","US","13/31","13","135","","N","NPI","GOOD","43","13","29.808","N","43.22494666","99","24","29.2576","W","-99.40812711","2169.7","31","3","","","","","","","","","","","","","2169.9","P2L","","N","","N","N","N","TREE","","A(NP)","16","46","960","180","L","","","3RD PARTY SURVEY","2009/09/10","3RD PARTY SURVEY","2009/09/10","","","","","AVN","2011/04/11","","","","","","","","","","","","","","2","Modified","OBSTN_TYPE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/04/16","22693.8","A","SD","5T4","HERREID","US","12/30","30","308","","N","","","45","50","46.96","N","45.84637777","100","4","14.03","W","-100.07056388","1719","","","","","","","","","","","","","","","","","","N","","N","","N","ROAD","","A(V)","16","19","314","0","B","","","FAA OE/AAA","2014/12/19","FAA OE/AAA","2001/07/17","","","","","","","","","","","","","","","","","","","","1","Modified","OBSTN_CLNC_SLOPE OBSTN_HGT"
"2026/05/14","22693.8","A","SD","5T4","HERREID","US","12/30","30","308","","N","","","45","50","46.96","N","45.84637777","100","4","14.03","W","-100.07056388","1719","","","","","","","","","","","","","","","","","","N","","N","","N","ROAD","","A(V)","20","15","314","0","B","","","FAA OE/AAA","2014/12/19","FAA OE/AAA","2001/07/17","","","","","","","","","","","","","","","","","","","","2","Modified","OBSTN_CLNC_SLOPE OBSTN_HGT"
"2026/04/16","22813.1","A","SD","VMR","VERMILLION","US","12/30","30","306","","N","NPI","FAIR","42","45","43.1138","N","42.76197605","96","55","41.0748","W","-96.92807633","1145.2","38","3","","","","","","","","","","","","","1146.7","P2L","","N","","N","N","N","TREES","","A(NP)","24","70","1900","0","B","","","3RD PARTY SURVEY","2011/08/20","3RD PARTY SURVEY","2011/08/20","","","","","3RD PARTY SURVEY","2011/08/20","","","","","","","","","","","","","","1","Modified","OBSTN_TYPE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/05/14","22813.1","A","SD","VMR","VERMILLION","US","12/30","30","306","","N","NPI","FAIR","42","45","43.1138","N","42.76197605","96","55","41.0748","W","-96.92807633","1145.2","38","3","","","","","","","","","","","","","1146.7","P2L","","N","","N","N","N","","","A(NP)","20","","","","","","","3RD PARTY SURVEY","2011/08/20","3RD PARTY SURVEY","2011/08/20","","","","","3RD PARTY SURVEY","2011/08/20","","","","","","","","","","","","","","2","Modified","OBSTN_TYPE OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET CNTRLN_DIR_CODE"
"2026/04/16","22925.01","H","TN","23TN","COPPERHILL","US","H1","H1","","","","","","35","1","37.46","N","35.02707222","84","23","6.1","W","-84.38502777","1691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","Deleted",""
"2026/04/16","22930.01","A","TN","8TN9","COVINGTON","US","06/24","06","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A(V)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","Deleted",""
"2026/04/16","22930.01","A","TN","8TN9","COVINGTON","US","06/24","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PLINE","","A(V)","","40","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","Deleted",""
"2026/04/16","22970.1","A","TN","FYM","FAYETTEVILLE","US","02/20","02","14","","N","NPI","GOOD","35","3","6.5922","N","35.05183116","86","33","58.9299","W","-86.56636941","959.6","22","3","35","3","10.43","N","35.05289722","86","33","57.78","W","-86.56605","959.7","400","977.7","P4L","","","","Y","","","TREES","","C","21","82","1965","485","R","","","OWNER","2006/05/03","3RD PARTY SURVEY","2008/03/26","3RD PARTY SURVEY","2008/03/26","3RD PARTY SURVEY","2008/03/26","AVN","2011/04/11","5900","5900","5900","5500","","","","","","","","","","1","Modified","CNTRLN_OFFSET"
"2026/05/14","22970.1","A","TN","FYM","FAYETTEVILLE","US","02/20","02","14","","N","NPI","GOOD","35","3","6.5922","N","35.05183116","86","33","58.9299","W","-86.56636941","959.6","22","3","35","3","10.43","N","35.05289722","86","33","57.78","W","-86.56605","959.7","400","977.7","P4L","","","","Y","","","TREES","","C","21","82","1965","488","R","","","OWNER","2006/05/03","3RD PARTY SURVEY","2008/03/26","3RD PARTY SURVEY","2008/03/26","3RD PARTY SURVEY","2008/03/26","AVN","2011/04/11","5900","5900","5900","5500","","","","","","","","","","2","Modified","CNTRLN_OFFSET"
"2026/04/16","22970.1","A","TN","FYM","FAYETTEVILLE","US","02/20","20","194","","N","NPI","GOOD","35","4","3.248","N","35.06756888","86","33","41.9434","W","-86.56165094","983.3","20","3","","","","","","","","","","","","","983.9","P4L","","","ODALS","Y","","","TREES","","C","24","78","2106","195","L","","","OWNER","2006/05/03","3RD PARTY SURVEY","2008/03/26","","","","","AVN","2011/04/11","5900","","5900","5900","","","","","","","","","","1","Modified","OBSTN_CLNC_SLOPE OBSTN_HGT DIST_FROM_THR CNTRLN_OFFSET"
