"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","REGION_CODE","ADO_CODE","STATE_NAME","COUNTY_NAME","COUNTY_ASSOC_STATE","ARPT_NAME","OWNERSHIP_TYPE_CODE","FACILITY_USE_CODE","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","SURVEY_METHOD_CODE","ELEV","ELEV_METHOD_CODE","MAG_VARN","MAG_HEMIS","MAG_VARN_YEAR","TPA","CHART_NAME","DIST_CITY_TO_AIRPORT","DIRECTION_CODE","ACREAGE","RESP_ARTCC_ID","COMPUTER_ID","ARTCC_NAME","FSS_ON_ARPT_FLAG","FSS_ID","FSS_NAME","PHONE_NO","TOLL_FREE_NO","ALT_FSS_ID","ALT_FSS_NAME","ALT_TOLL_FREE_NO","NOTAM_ID","NOTAM_FLAG","ACTIVATION_DATE","ARPT_STATUS","FAR_139_TYPE_CODE","FAR_139_CARRIER_SER_CODE","ARFF_CERT_TYPE_DATE","NASP_CODE","ASP_ANLYS_DTRM_CODE","CUST_FLAG","LNDG_RIGHTS_FLAG","JOINT_USE_FLAG","MIL_LNDG_FLAG","INSPECT_METHOD_CODE","INSPECTOR_CODE","LAST_INSPECTION","LAST_INFO_RESPONSE","FUEL_TYPES","AIRFRAME_REPAIR_SER_CODE","PWR_PLANT_REPAIR_SER","BOTTLED_OXY_TYPE","BULK_OXY_TYPE","LGT_SKED","BCN_LGT_SKED","TWR_TYPE_CODE","SEG_CIRCLE_MKR_FLAG","BCN_LENS_COLOR","LNDG_FEE_FLAG","MEDICAL_USE_FLAG","ARPT_PSN_SOURCE","POSITION_SRC_DATE","ARPT_ELEV_SOURCE","ELEVATION_SRC_DATE","CONTR_FUEL_AVBL","TRNS_STRG_BUOY_FLAG","TRNS_STRG_HGR_FLAG","TRNS_STRG_TIE_FLAG","OTHER_SERVICES","WIND_INDCR_FLAG","ICAO_ID","MIN_OP_NETWORK","USER_FEE_FLAG","CTA","File","Action","Mods"
"2026/05/14","17158.12","A","NC","NC58","TAYLORSVILLE","US","ASO","MEM","NORTH CAROLINA","ALEXANDER","NC","GRYDER-TEAGUE","PR","PR","35","55","6.649","N","35.91851361","81","7","10.4942","W","-81.11958172","E","1180","E","5","W","1985","","ATLANTA","3","E","","ZTL","ZCT","ATLANTA","N","RDU","RALEIGH","","1-800-WX-BRIEF","","","","","N","1976/10","O","","","","","CONDL","","","","","2","N","","2026/01/24","","","","","","","","NON-ATCT","N","","N","","ADO","2026/03/25","ADO","2026/03/25","","","","","","N","","N","","","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL ELEV ARPT_PSN_SOURCE POSITION_SRC_DATE ARPT_ELEV_SOURCE ELEVATION_SRC_DATE"
"2026/04/16","17163.6","A","NC","NR37","TRENTON","US","ASO","MEM","NORTH CAROLINA","ALAMANCE","NC","SUTER FLD","PR","PR","35","3","26","N","35.05722222","77","27","43","W","-77.46194444","E","35","E","","","","","CHARLOTTE","5","WSW","","ZDC","ZCW","WASHINGTON","","RDU","RALEIGH","","1-800-WX-BRIEF","","","","","","2019/11","O","","","","","NO OBJECTION","","","","","","N","","","","","","","","","","NON-ATCT","","","","","OWNER","","OWNER","","","","","","","","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","17163.6","A","NC","NR37","TRENTON","US","ASO","MEM","NORTH CAROLINA","ALAMANCE","NC","SUTER FLD","PR","PR","35","3","26","N","35.05722222","77","27","43","W","-77.46194444","E","35","E","","","","","CHARLOTTE","5","WSW","","ZDC","ZCW","WASHINGTON","","RDU","RALEIGH","","1-800-WX-BRIEF","","","","","","2019/11","O","","","","","NO OBJECTION","","","","","","N","","2026/03/23","","","","","","","","NON-ATCT","","","","","OWNER","","OWNER","","","","","","","","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","17190.","A","NC","OCW","WASHINGTON","US","ASO","MEM","NORTH CAROLINA","BEAUFORT","NC","WASHINGTON-WARREN","PU","PU","35","34","13.7","N","35.57047222","77","2","59.3","W","-77.04980555","E","37.4","S","8","W","1985","","CHARLOTTE","0","NE","479","ZDC","ZCW","WASHINGTON","N","RDU","RALEIGH","","1-800-WX-BRIEF","","","","OCW","Y","1942/07","O","","","","N3","NO OBJECTION","N","N","N","Y","S","S","2023/06/07","","100LL,A1+","MINOR","MINOR","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","N","WG","N","","3RD PARTY SURVEY","2007/09/06","3RD PARTY SURVEY","2007/09/06","","","Y","Y","AMB,INSTR,RNTL","Y-L","KOCW","N","","","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL ELEV POSITION_SRC_DATE ELEVATION_SRC_DATE"
"2026/05/14","17190.","A","NC","OCW","WASHINGTON","US","ASO","MEM","NORTH CAROLINA","BEAUFORT","NC","WASHINGTON-WARREN","PU","PU","35","34","18.978","N","35.57193833","77","2","59.151","W","-77.04976416","E","37.7","S","8","W","1985","","CHARLOTTE","0","NE","479","ZDC","ZCW","WASHINGTON","N","RDU","RALEIGH","","1-800-WX-BRIEF","","","","OCW","Y","1942/07","O","","","","N3","NO OBJECTION","N","N","N","Y","S","S","2023/06/07","","100LL,A1+","MINOR","MINOR","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","N","WG","N","","3RD PARTY SURVEY","2024/12/11","3RD PARTY SURVEY","2024/12/11","","","Y","Y","AMB,INSTR,RNTL","Y-L","KOCW","N","","","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL ELEV POSITION_SRC_DATE ELEVATION_SRC_DATE"
"2026/04/16","17209.","A","NC","MCZ","WILLIAMSTON","US","ASO","MEM","NORTH CAROLINA","MARTIN","NC","MARTIN COUNTY","PU","PU","35","51","43.894","N","35.86219277","77","10","41.522","W","-77.17820055","E","74.9","S","9","W","1990","","CHARLOTTE","6","W","110","ZDC","ZCW","WASHINGTON","N","RDU","RALEIGH","","1-800-WX-BRIEF","","","","RDU","Y","","O","","","","NGY","NO OBJECTION","","","N","Y","S","S","2024/07/21","","100LL,A1","NONE","NONE","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","3RD PARTY SURVEY","2023/01/03","3RD PARTY SURVEY","2020/04/13","","","Y","Y","INSTR","Y-L","KMCZ","N","","","1","Modified","POSITION_SRC_DATE ELEVATION_SRC_DATE"
"2026/05/14","17209.","A","NC","MCZ","WILLIAMSTON","US","ASO","MEM","NORTH CAROLINA","MARTIN","NC","MARTIN COUNTY","PU","PU","35","51","43.894","N","35.86219277","77","10","41.522","W","-77.17820055","E","74.9","S","9","W","1990","","CHARLOTTE","6","W","110","ZDC","ZCW","WASHINGTON","N","RDU","RALEIGH","","1-800-WX-BRIEF","","","","RDU","Y","","O","","","","NGY","NO OBJECTION","","","N","Y","S","S","2024/07/21","","100LL,A1","NONE","NONE","NONE","NONE","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","3RD PARTY SURVEY","2025/07/21","3RD PARTY SURVEY","2025/07/21","","","Y","Y","INSTR","Y-L","KMCZ","N","","","2","Modified","POSITION_SRC_DATE ELEVATION_SRC_DATE"
"2026/04/16","17220.05","H","NC","85NR","WINSTON-SALEM","US","ASO","MEM","NORTH CAROLINA","FORSYTH","NC","FORSYTH MEDICAL CENTER","PR","PR","36","4","30.03","N","36.07500833","80","17","52.8553","W","-80.29801536","E","911","E","","","","","CINCINNATI","4","SSW","","ZTL","ZCT","ATLANTA","","RDU","RALEIGH","","1-800-WX-BRIEF","","","","","","2024/05","O","","","","","CONDL","","","","","","N","","","","","","","","SS-SR","","NON-ATCT","","","","Y","ADO","2024/05/01","ADO","2024/05/01","","","","","","","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","17220.05","H","NC","85NR","WINSTON-SALEM","US","ASO","MEM","NORTH CAROLINA","FORSYTH","NC","FORSYTH MEDICAL CENTER","PR","PR","36","4","30.03","N","36.07500833","80","17","52.8553","W","-80.29801536","E","911","E","","","","","CINCINNATI","4","SSW","","ZTL","ZCT","ATLANTA","","RDU","RALEIGH","","1-800-WX-BRIEF","","","","","","2024/05","O","","","","","CONDL","","","","","","N","","2026/03/26","","","","","","SS-SR","","NON-ATCT","","","","Y","ADO","2024/05/01","ADO","2024/05/01","","","","","","","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","17285.994","A","ND","ND90","COGSWELL/BRAMPTON/","US","AGL","DMA","NORTH DAKOTA","SARGENT","ND","DAHL PVT","PR","PR","45","57","59.871","N","45.96663083","97","44","1.364","W","-97.73371222","E","1285","E","7","E","1985","","TWIN CITIES","3","SE","","ZMP","ZCP","MINNEAPOLIS","N","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","N","1963/07","O","","","","","NO OBJECTION","","","","","2","N","","2022/02/08","","NONE","NONE","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","17285.994","A","ND","ND90","COGSWELL/BRAMPTON/","US","AGL","DMA","NORTH DAKOTA","SARGENT","ND","DAHL PVT","PR","PR","45","57","59.871","N","45.96663083","97","44","1.364","W","-97.73371222","E","1285","E","7","E","1985","","TWIN CITIES","3","SE","","ZMP","ZCP","MINNEAPOLIS","N","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","N","1963/07","O","","","","","NO OBJECTION","","","","","2","N","","2026/04/02","","NONE","NONE","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","17292.01","A","ND","80ND","CROSBY","US","AGL","DMA","NORTH DAKOTA","DIVIDE","ND","TROY FLD","PR","PR","48","52","43.118","N","48.87864388","103","22","13.68","W","-103.37046666","E","2080","E","12","E","1985","","BILLINGS","4","SW","","ZLC","ZCU","SALT LAKE CITY","N","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","N","1981/05","O","","","","","NO OBJECTION","","","","","2","N","","2021/05/06","","","","","","","","NON-ATCT","N","","N","","","","","","","","","","","N","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","17292.01","A","ND","80ND","CROSBY","US","AGL","DMA","NORTH DAKOTA","DIVIDE","ND","TROY FLD","PR","PR","48","52","43.118","N","48.87864388","103","22","13.68","W","-103.37046666","E","2080","E","12","E","1985","","BILLINGS","4","SW","","ZLC","ZCU","SALT LAKE CITY","N","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","N","1981/05","O","","","","","NO OBJECTION","","","","","2","N","","2026/03/25","","","","","","","","NON-ATCT","N","","N","","","","","","","","","","","N","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","17338.3","A","ND","ND22","GARRISON","US","AGL","DMA","NORTH DAKOTA","MC LEAN","ND","FISCHER","PR","PR","47","41","0.005","N","47.68333472","101","36","1.592","W","-101.60044222","E","2065","E","10","E","1985","","BILLINGS","8","NW","","ZMP","ZCP","MINNEAPOLIS","N","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","N","1949/04","O","","","","","NO OBJECTION","","","N","N","2","N","","2022/03/22","","NONE","NONE","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","17338.3","A","ND","ND22","GARRISON","US","AGL","DMA","NORTH DAKOTA","MC LEAN","ND","FISCHER","PR","PR","47","41","0.005","N","47.68333472","101","36","1.592","W","-101.60044222","E","2065","E","10","E","1985","","BILLINGS","8","NW","","ZMP","ZCP","MINNEAPOLIS","N","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","N","1949/04","O","","","","","NO OBJECTION","","","N","N","2","N","","2026/03/30","","NONE","NONE","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","17354.9","A","ND","10ND","HALLIDAY","US","AGL","DMA","NORTH DAKOTA","DUNN","ND","SMITH STRIP","PR","PR","47","11","15.036","N","47.18751","102","21","41.645","W","-102.36156805","E","2200","E","11","E","1985","","BILLINGS","11","S","","ZMP","ZCP","MINNEAPOLIS","N","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","N","1980/11","O","","","","","NOT ANALYZED","","","","","2","N","","2022/01/24","","","","","","","","NON-ATCT","N","","N","","","","","","","","","","","N","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","17354.9","A","ND","10ND","HALLIDAY","US","AGL","DMA","NORTH DAKOTA","DUNN","ND","SMITH STRIP","PR","PR","47","11","15.036","N","47.18751","102","21","41.645","W","-102.36156805","E","2200","E","11","E","1985","","BILLINGS","11","S","","ZMP","ZCP","MINNEAPOLIS","N","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","N","1980/11","O","","","","","NOT ANALYZED","","","","","2","N","","2026/03/18","","","","","","","","NON-ATCT","N","","N","","","","","","","","","","","N","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","17355.01","H","ND","ND27","HARVEY","US","AGL","DMA","NORTH DAKOTA","WELLS","ND","ST ALOISIUS MEDICAL CENTER","PR","PR","47","45","58.5","N","47.76625","99","55","55.38","W","-99.93205","E","1595","E","8","E","2000","","TWIN CITIES","0","S","","ZMP","ZCP","MINNEAPOLIS","","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","","1946/01","O","","","","","NO OBJECTION","","","","","2","N","","2021/08/09","","","","","","","","NON-ATCT","N","","","Y","FAA-EST IMAGERY","2016/04/30","OWNER","2002/04/17","","","","","","","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","17355.01","H","ND","ND27","HARVEY","US","AGL","DMA","NORTH DAKOTA","WELLS","ND","ST ALOISIUS MEDICAL CENTER","PR","PR","47","45","58.5","N","47.76625","99","55","55.38","W","-99.93205","E","1595","E","8","E","2000","","TWIN CITIES","0","S","","ZMP","ZCP","MINNEAPOLIS","","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","","1946/01","O","","","","","NO OBJECTION","","","","","2","N","","2026/03/12","","","","","","","","NON-ATCT","N","","","Y","FAA-EST IMAGERY","2016/04/30","OWNER","2002/04/17","","","","","","","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","17386.14","A","ND","62ND","LARIMORE","US","AGL","DMA","NORTH DAKOTA","GRAND FORKS","ND","MORTEN","PR","PR","47","46","44.966","N","47.77915722","97","45","34.315","W","-97.75953194","E","1340","E","7","E","1985","","TWIN CITIES","10","SW","","ZMP","ZCP","MINNEAPOLIS","N","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","N","1981/04","O","","","","","NOT ANALYZED","","","","","2","N","","2018/02/06","","","","","","","","NON-ATCT","N","","N","","","","","","","","","","","N","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","17386.14","A","ND","62ND","LARIMORE","US","AGL","DMA","NORTH DAKOTA","GRAND FORKS","ND","MORTEN","PR","PR","47","46","44.966","N","47.77915722","97","45","34.315","W","-97.75953194","E","1340","E","7","E","1985","","TWIN CITIES","10","SW","","ZMP","ZCP","MINNEAPOLIS","N","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","N","1981/04","O","","","","","NOT ANALYZED","","","","","2","N","","2026/03/26","","","","","","","","NON-ATCT","N","","N","","","","","","","","","","","N","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","17415.","A","ND","88ND","MILTON","US","AGL","DMA","NORTH DAKOTA","CAVALIER","ND","GOODMAN STRIP","PR","PR","48","42","31.977","N","48.7088825","97","59","38.363","W","-97.99398972","E","1560","E","7","E","1985","","TWIN CITIES","7","NE","","ZMP","ZCP","MINNEAPOLIS","N","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","N","1980/10","O","","","","","NOT ANALYZED","","","","","2","N","","2025/09/22","","","","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","17415.","A","ND","88ND","MILTON","US","AGL","DMA","NORTH DAKOTA","CAVALIER","ND","GOODMAN STRIP","PR","PR","48","42","31.977","N","48.7088825","97","59","38.363","W","-97.99398972","E","1560","E","7","E","1985","","TWIN CITIES","7","NE","","ZMP","ZCP","MINNEAPOLIS","N","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","N","1980/10","O","","","","","NOT ANALYZED","","","","","2","N","","2026/04/01","","","","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","17433.","A","ND","8J7","NEW ROCKFORD","US","AGL","DMA","NORTH DAKOTA","EDDY","ND","TOMLINSON FLD","PU","PU","47","41","46.994","N","47.69638722","99","7","52.423","W","-99.13122861","E","1533","E","8","E","1985","","TWIN CITIES","1","N","185","ZMP","ZCP","MINNEAPOLIS","N","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","GFK","Y","1948/03","O","","","","1","NOT ANALYZED","N","N","N","N","S","S","2023/06/29","","","NONE","NONE","NONE","NONE","","","NON-ATCT","Y","","N","","","","","","","N","","N","AGRI","Y","","N","","","1","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL ELEV ARPT_PSN_SOURCE POSITION_SRC_DATE ARPT_ELEV_SOURCE ELEVATION_SRC_DATE"
"2026/05/14","17433.","A","ND","8J7","NEW ROCKFORD","US","AGL","DMA","NORTH DAKOTA","EDDY","ND","TOMLINSON FLD","PU","PU","47","41","46.1958","N","47.6961655","99","7","53.3496","W","-99.131486","E","1535","E","8","E","1985","","TWIN CITIES","1","N","185","ZMP","ZCP","MINNEAPOLIS","N","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","GFK","Y","1948/03","O","","","","1","NOT ANALYZED","N","N","N","N","S","S","2023/06/29","","","NONE","NONE","NONE","NONE","","","NON-ATCT","Y","","N","","FAA OE/AAA","2026/03/12","FAA OE/AAA","2026/03/12","","N","","N","AGRI","Y","","N","","","2","Modified","LAT_SEC LAT_DECIMAL LONG_SEC LONG_DECIMAL ELEV ARPT_PSN_SOURCE POSITION_SRC_DATE ARPT_ELEV_SOURCE ELEVATION_SRC_DATE"
"2026/04/16","17451.605","A","ND","ND82","RAY","US","AGL","DMA","NORTH DAKOTA","WILLIAMS","ND","Y-ROCK","PR","PR","48","18","40.69","N","48.31130277","103","8","52.89","W","-103.148025","E","2229","E","","","","","BILLINGS","2","SE","","ZMP","ZCP","MINNEAPOLIS","","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","","2019/08","O","","","","","NO OBJECTION","","","","","","N","","","","","","","","","","NON-ATCT","","","","","OWNER","2019/07/24","OWNER","2019/07/24","","","","","","","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","17451.605","A","ND","ND82","RAY","US","AGL","DMA","NORTH DAKOTA","WILLIAMS","ND","Y-ROCK","PR","PR","48","18","40.69","N","48.31130277","103","8","52.89","W","-103.148025","E","2229","E","","","","","BILLINGS","2","SE","","ZMP","ZCP","MINNEAPOLIS","","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","","2019/08","O","","","","","NO OBJECTION","","","","","","N","","2026/03/12","","","","","","","","NON-ATCT","","","","","OWNER","2019/07/24","OWNER","2019/07/24","","","","","","","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","17473.811","A","ND","NA73","UPHAM","US","AGL","DMA","NORTH DAKOTA","MC HENRY","ND","WELSTAD FARMS AIRSTRIP","PR","PR","48","33","50.071","N","48.56390861","101","0","1.55","W","-101.00043055","E","1480","E","10","E","1985","","TWIN CITIES","10","W","","ZMP","ZCP","MINNEAPOLIS","N","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","N","1982/07","O","","","","","NOT ANALYZED","","","","","2","N","","2018/01/31","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","17473.811","A","ND","NA73","UPHAM","US","AGL","DMA","NORTH DAKOTA","MC HENRY","ND","WELSTAD FARMS AIRSTRIP","PR","PR","48","33","50.071","N","48.56390861","101","0","1.55","W","-101.00043055","E","1480","E","10","E","1985","","TWIN CITIES","10","W","","ZMP","ZCP","MINNEAPOLIS","N","GFK","GRAND FORKS","","1-800-WX-BRIEF","","","","","N","1982/07","O","","","","","NOT ANALYZED","","","","","2","N","","2026/03/18","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","17551.14","H","OH","19OH","ASHLAND","US","AGL","DET","OHIO","ASHLAND","OH","OHIOHEALTH ASHLAND HEALTH CENTER","PR","PR","40","51","37.7","N","40.86047222","82","16","39.09","W","-82.277525","E","1000","E","","","","","DETROIT","2","ESE","","ZOB","ZCC","CLEVELAND","","CLE","CLEVELAND","","1-800-WX-BRIEF","","","","","","2021/07","O","","","","","CONDL","","","","","","N","","","","","","","","","","NON-ATCT","","","","Y","FAA OE/AAA","2021/07/08","OWNER","2021/07/08","","","","","","","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","17551.14","H","OH","19OH","ASHLAND","US","AGL","DET","OHIO","ASHLAND","OH","OHIOHEALTH ASHLAND HEALTH CENTER","PR","PR","40","51","37.7","N","40.86047222","82","16","39.09","W","-82.277525","E","1000","E","","","","","DETROIT","2","ESE","","ZOB","ZCC","CLEVELAND","","CLE","CLEVELAND","","1-800-WX-BRIEF","","","","","","2021/07","O","","","","","CONDL","","","","","","N","","2026/03/26","","","","","","","","NON-ATCT","","","","Y","FAA OE/AAA","2021/07/08","OWNER","2021/07/08","","","","","","","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","17554.11","H","OH","8OH0","ASHTABULA","US","AGL","DET","OHIO","ASHTABULA","OH","ASHTABULA RGNL MEDICAL CENTER","PR","PR","41","52","51.186","N","41.880885","80","47","37.5756","W","-80.793771","E","635","S","9","W","2015","","DETROIT","0","N","","ZOB","ZCC","CLEVELAND","N","CLE","CLEVELAND","","1-800-WX-BRIEF","","","","FDC","N","1992/10","O","","","","","CONDL","","","","","2","N","","2022/01/14","","","","","","SS-SR","","NON-ATCT","N","WY","","Y","FAA","2024/11/18","OWNER","2008/04/01","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","17554.11","H","OH","8OH0","ASHTABULA","US","AGL","DET","OHIO","ASHTABULA","OH","ASHTABULA RGNL MEDICAL CENTER","PR","PR","41","52","51.186","N","41.880885","80","47","37.5756","W","-80.793771","E","635","S","9","W","2015","","DETROIT","0","N","","ZOB","ZCC","CLEVELAND","N","CLE","CLEVELAND","","1-800-WX-BRIEF","","","","FDC","N","1992/10","O","","","","","CONDL","","","","","2","N","","2026/03/19","","","","","","SS-SR","","NON-ATCT","N","WY","","Y","FAA","2024/11/18","OWNER","2008/04/01","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","17620.","A","OH","1G0","BOWLING GREEN","US","AGL","DET","OHIO","WOOD","OH","WOOD COUNTY","PU","PU","41","23","27.6","N","41.391","83","37","48.5","W","-83.63013888","E","673","S","5","W","1985","1027","DETROIT","1","NE","240","ZOB","ZCC","CLEVELAND","N","CLE","CLEVELAND","","1-800-WX-BRIEF","","","","CLE","Y","1944/06","O","","","","NGY","NO OBJECTION","N","N","N","Y","S","S","2024/10/03","1979/11/21","100LL,A+","","","","","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","3RD PARTY SURVEY","2017/02/03","3RD PARTY SURVEY","2017/02/03","","","Y","Y","INSTR","Y-L","","N","","","1","Modified","ARPT_NAME"
"2026/05/14","17620.","A","OH","1G0","BOWLING GREEN","US","AGL","DET","OHIO","WOOD","OH","WOOD COUNTY RGNL","PU","PU","41","23","27.6","N","41.391","83","37","48.5","W","-83.63013888","E","673","S","5","W","1985","1027","DETROIT","1","NE","240","ZOB","ZCC","CLEVELAND","N","CLE","CLEVELAND","","1-800-WX-BRIEF","","","","CLE","Y","1944/06","O","","","","NGY","NO OBJECTION","N","N","N","Y","S","S","2024/10/03","1979/11/21","100LL,A+","","","","","SEE RMK","SS-SR","NON-ATCT","Y","WG","N","","3RD PARTY SURVEY","2017/02/03","3RD PARTY SURVEY","2017/02/03","","","Y","Y","INSTR","Y-L","","N","","","2","Modified","ARPT_NAME"
"2026/04/16","17710.1","A","OH","7OH8","CHARDON","US","AGL","DET","OHIO","GEAUGA","OH","CURTIS","PR","PR","41","38","16","N","41.63777777","81","6","5","W","-81.10138888","E","1250","E","7","W","1985","","DETROIT","6","NE","","ZOB","ZCC","CLEVELAND","N","CLE","CLEVELAND","","1-800-WX-BRIEF","","","","","N","1970/12","O","","","","","CONDL","","","","","2","N","","2022/01/22","","NONE","NONE","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","","","1","Modified","LAST_INFO_RESPONSE"
"2026/05/14","17710.1","A","OH","7OH8","CHARDON","US","AGL","DET","OHIO","GEAUGA","OH","CURTIS","PR","PR","41","38","16","N","41.63777777","81","6","5","W","-81.10138888","E","1250","E","7","W","1985","","DETROIT","6","NE","","ZOB","ZCC","CLEVELAND","N","CLE","CLEVELAND","","1-800-WX-BRIEF","","","","","N","1970/12","O","","","","","CONDL","","","","","2","N","","2026/03/31","","NONE","NONE","","","","","NON-ATCT","N","","N","","","","","","","","","","","Y","","N","","","2","Modified","LAST_INFO_RESPONSE"
"2026/04/16","17817.5","A","OH","38OI","DARBYVILLE","US","AGL","DET","OHIO","PICKAWAY","OH","RONSHAUSEN","PR","PR","39","41","6.224","N","39.68506222","83","4","18.667","W","-83.07185194","E","750","E","5","W","1985","","CINCINNATI","4","SE","8","ZID","ZCI","INDIANAPOLIS","N","DAY","DAYTON","","1-800-WX-BRIEF","","","","","N","1985/08","O","","","","","NO OBJECTION","","","","","2","N","","2018/05/10","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","Y","","N","","","1","Modified","DIST_CITY_TO_AIRPORT DIRECTION_CODE LAST_INFO_RESPONSE WIND_INDCR_FLAG"
"2026/05/14","17817.5","A","OH","38OI","DARBYVILLE","US","AGL","DET","OHIO","PICKAWAY","OH","RONSHAUSEN","PR","PR","39","41","6.224","N","39.68506222","83","4","18.667","W","-83.07185194","E","750","E","5","W","1985","","CINCINNATI","2","ESE","8","ZID","ZCI","INDIANAPOLIS","N","DAY","DAYTON","","1-800-WX-BRIEF","","","","","N","1985/08","O","","","","","NO OBJECTION","","","","","2","N","","2026/03/23","","","","","","","","NON-ATCT","N","","","","","","","","","","","","","N","","N","","","2","Modified","DIST_CITY_TO_AIRPORT DIRECTION_CODE LAST_INFO_RESPONSE WIND_INDCR_FLAG"
"2026/04/16","17834.01","H","OH","12OA","DEFIANCE","US","AGL","DET","OHIO","DEFIANCE","OH","DEFIANCE RGNL MEDICAL CENTER","PR","PR","41","17","53.53","N","41.29820277","84","22","38.45","W","-84.37734722","E","709","E","6","W","2015","","DETROIT","1","NW","1","ZOB","ZCC","CLEVELAND","","CLE","CLEVELAND","","1-800-WX-BRIEF","","","","FDC","","2009/10","O","","","","","CONDL","","","","","2","N","","2021/08/29","","","","","","","","NON-ATCT","","","","Y","FAA-EST IMAGERY","2017/09/09","OWNER","2009/09/14","","","","","","Y-L","","N","","","1","Modified","LAST_INFO_RESPONSE"
