"EFF_DATE","ORIGIN_ID","DSTN_ID","PFR_TYPE_CODE","ROUTE_NO","SEGMENT_SEQ","SEG_VALUE","SEG_TYPE","STATE_CODE","COUNTRY_CODE","ICAO_REGION_CODE","NAV_TYPE","NEXT_SEG","File","Action","Mods"
"2026/03/19","MIA","BWI","H","3","40","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","MIA","BWI","H","4","50","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","MIA","BWI","H","4","55","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","MIA","CLT","H","1","25","CHECR","FIX","SC","US","K7","","STOCR4","2","Deleted",""
"2026/03/19","MIA","CLT","H","1","30","STOCR4","STAR","","","","","","2","Deleted",""
"2026/03/19","MIA","DXR","H","1","45","KALDA","FIX","VA","US","K6","","Q439","2","Deleted",""
"2026/03/19","MIA","DXR","H","1","50","Q439","AIRWAY","","","","","SARDI","2","Deleted",""
"2026/03/19","MIA","DXR","H","1","55","SARDI","FIX","NY","US","K6","","RICED","2","Deleted",""
"2026/03/19","MIA","DXR","H","1","60","RICED","FIX","NY","US","K6","","RICED4","2","Deleted",""
"2026/03/19","MIA","DXR","H","1","65","RICED4","STAR","","","","","","2","Deleted",""
"2026/03/19","MIA","MCO","L","2","5","MIA2","DP","","","","","MATLK","2","Deleted",""
"2026/03/19","MIA","MSY","H","1","40","SJI","NAVAID","AL","US","","VORTAC","MNSTR1","2","Deleted",""
"2026/03/19","MIA","MSY","H","1","45","MNSTR1","STAR","","","","","","2","Deleted",""
"2026/03/19","MIILS","CLT","NAR","1","30","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","MIILS","CLT","NAR","1","35","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","MIILS","MSY","NAR","1","50","MERDN","FIX","MS","US","K7","","TRSSH1","2","Deleted",""
"2026/03/19","MIILS","MSY","NAR","1","55","TRSSH1","STAR","","","","","","2","Deleted",""
"2026/03/19","MKE","BTV","H","1","35","LAGGS","FIX","NY","US","K6","","BTV","2","Deleted",""
"2026/03/19","MKE","BTV","H","1","40","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","MMU","BTV","L","1","45","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","MMU","BTV","L","1","50","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","MSY","BWI","H","2","30","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","MSY","BWI","H","2","35","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","MSY","CLT","H","1","10","BESTT","FIX","GA","US","K7","","JONZE5","2","Deleted",""
"2026/03/19","MSY","CLT","H","1","15","JONZE5","STAR","","","","","","2","Deleted",""
"2026/03/19","MT","CLT","NAR","1","35","LNDIZ","FIX","VA","US","K6","","PARQR4","2","Deleted",""
"2026/03/19","MT","CLT","NAR","1","40","PARQR4","STAR","","","","","","2","Deleted",""
"2026/03/19","OAJ","CLT","H","1","10","OKNEE","FIX","SC","US","K7","","MLLET3","2","Deleted",""
"2026/03/19","OAJ","CLT","H","1","15","MLLET3","STAR","","","","","","2","Deleted",""
"2026/03/19","OKC","HOU","H","1","10","ELLVR","FIX","TX","US","K4","","NNEAL","2","Deleted",""
"2026/03/19","OKC","HOU","H","1","15","NNEAL","FIX","TX","US","K4","","KIDDZ5","2","Deleted",""
"2026/03/19","OKC","HOU","H","1","20","KIDDZ5","STAR","","","","","","1","Modified","SEGMENT_SEQ"
"2026/05/14","OKC","HOU","H","1","15","KIDDZ5","STAR","","","","","","2","Modified","SEGMENT_SEQ"
"2026/03/19","ONT","AVX","TEC","1","5","PDZ","NAVAID","CA","US","","VORTAC","PDZ270013","2","Deleted",""
"2026/03/19","ONT","AVX","TEC","1","10","PDZ270013","FRD","CA","US","","VORTAC","RNDAL","2","Deleted",""
"2026/03/19","ONT","LAX","TEC","1","15","DOWDD","FIX","CA","US","K2","","","2","Deleted",""
"2026/03/19","ORD","BTV","H","1","40","LAGGS","FIX","NY","US","K6","","BTV","2","Deleted",""
"2026/03/19","ORD","BTV","H","1","45","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","ORD","CLT","H","1","30","SKYWA","FIX","TN","US","K7","","FILPZ4","2","Deleted",""
"2026/03/19","ORD","CLT","H","1","35","FILPZ4","STAR","","","","","","2","Deleted",""
"2026/03/19","ORD","MSY","H","1","40","MCB","NAVAID","MS","US","","VORTAC","TRSSH1","2","Deleted",""
"2026/03/19","ORD","MSY","H","1","45","TRSSH1","STAR","","","","","","2","Deleted",""
"2026/03/19","ORF","BWI","H","1","10","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","ORF","BWI","H","1","15","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","ORF","CLT","H","1","15","COUPN","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","ORF","CLT","H","1","20","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","ORL","BWI","H","1","65","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","ORL","BWI","H","1","70","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","ORL","BWI","H","2","55","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","ORL","BWI","H","2","60","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","ORL","BWI","H","3","65","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","ORL","BWI","H","3","70","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","ORL","BWI","H","4","55","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","ORL","BWI","H","4","60","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","ORL","CLT","H","1","35","CHECR","FIX","SC","US","K7","","STOCR4","2","Deleted",""
"2026/03/19","ORL","CLT","H","1","40","STOCR4","STAR","","","","","","2","Deleted",""
"2026/03/19","OXR","BUR","TEC","3","5","VTU054","RADIAL","CA","US","","VOR/DME","TOAKS","2","Deleted",""
"2026/03/19","OXR","BUR","TEC","3","10","TOAKS","FIX","CA","US","K2","","","2","Deleted",""
"2026/03/19","OXR","F70","TEC","2","5","VTU","NAVAID","CA","US","","VOR/DME","VTU044013","2","Deleted",""
"2026/03/19","OXR","F70","TEC","2","10","VTU044013","FRD","CA","US","","VOR/DME","GINNA","2","Deleted",""
"2026/03/19","OXR","F70","TEC","2","15","GINNA","FIX","CA","US","K2","","V326","1","Modified","SEGMENT_SEQ"
"2026/05/14","OXR","F70","TEC","2","10","GINNA","FIX","CA","US","K2","","V326","2","Modified","SEGMENT_SEQ"
"2026/03/19","OXR","F70","TEC","2","20","V326","AIRWAY","","","","","VNY","1","Modified","SEGMENT_SEQ"
"2026/05/14","OXR","F70","TEC","2","15","V326","AIRWAY","","","","","VNY","2","Modified","SEGMENT_SEQ"
"2026/03/19","OXR","F70","TEC","2","25","VNY","NAVAID","CA","US","","VOR/DME","V186","1","Modified","SEGMENT_SEQ"
"2026/05/14","OXR","F70","TEC","2","20","VNY","NAVAID","CA","US","","VOR/DME","V186","2","Modified","SEGMENT_SEQ"
"2026/03/19","OXR","F70","TEC","2","30","V186","AIRWAY","","","","","PDZ","1","Modified","SEGMENT_SEQ"
"2026/05/14","OXR","F70","TEC","2","25","V186","AIRWAY","","","","","PDZ","2","Modified","SEGMENT_SEQ"
"2026/03/19","OXR","F70","TEC","2","35","PDZ","NAVAID","CA","US","","VORTAC","PDZ092015","2","Deleted",""
"2026/03/19","OXR","F70","TEC","2","40","PDZ092015","FRD","CA","US","","VORTAC","JESEX","2","Deleted",""
"2026/03/19","OXR","F70","TEC","2","45","JESEX","FIX","CA","US","K2","","TIQMU","1","Modified","SEGMENT_SEQ"
"2026/05/14","OXR","F70","TEC","2","35","JESEX","FIX","CA","US","K2","","TIQMU","2","Modified","SEGMENT_SEQ"
"2026/03/19","OXR","F70","TEC","2","50","TIQMU","FIX","CA","US","K2","","","1","Modified","SEGMENT_SEQ"
"2026/05/14","OXR","F70","TEC","2","40","TIQMU","FIX","CA","US","K2","","","2","Modified","SEGMENT_SEQ"
"2026/03/19","OXR","VNY","TEC","1","5","CMA","NAVAID","CA","US","","VOR/DME","CMA072","2","Deleted",""
"2026/03/19","OXR","VNY","TEC","1","10","CMA072","RADIAL","CA","US","","VOR/DME","GINNA","2","Deleted",""
"2026/03/19","OXR","VNY","TEC","1","15","GINNA","FIX","CA","US","K2","","","1","Modified","SEGMENT_SEQ"
"2026/05/14","OXR","VNY","TEC","1","10","GINNA","FIX","CA","US","K2","","","2","Modified","SEGMENT_SEQ"
"2026/03/19","OXR","WHP","TEC","2","5","CMA","NAVAID","CA","US","","VOR/DME","CMA072","2","Deleted",""
"2026/03/19","OXR","WHP","TEC","2","10","CMA072","RADIAL","CA","US","","VOR/DME","GINNA","2","Deleted",""
"2026/03/19","OXR","WHP","TEC","2","15","GINNA","FIX","CA","US","K2","","","1","Modified","SEGMENT_SEQ"
"2026/05/14","OXR","WHP","TEC","2","10","GINNA","FIX","CA","US","K2","","","2","Modified","SEGMENT_SEQ"
"2026/03/19","PBI","BWI","H","3","50","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","PBI","BWI","H","3","55","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","PBI","BWI","H","4","35","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","PBI","BWI","H","4","40","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","PBI","CLT","H","2","15","CHECR","FIX","SC","US","K7","","STOCR4","2","Deleted",""
"2026/03/19","PBI","CLT","H","2","20","STOCR4","STAR","","","","","","2","Deleted",""
"2026/03/19","PBI","DXR","H","1","45","KALDA","FIX","VA","US","K6","","Q439","2","Deleted",""
"2026/03/19","PBI","DXR","H","1","50","Q439","AIRWAY","","","","","SARDI","2","Deleted",""
"2026/03/19","PBI","DXR","H","1","55","SARDI","FIX","NY","US","K6","","RICED","2","Deleted",""
"2026/03/19","PBI","DXR","H","1","60","RICED","FIX","NY","US","K6","","RICED4","2","Deleted",""
"2026/03/19","PBI","DXR","H","1","65","RICED4","STAR","","","","","","2","Deleted",""
"2026/03/19","PBI","HPN","H","2","45","KALDA","FIX","VA","US","K6","","Q439","2","Deleted",""
"2026/03/19","PBI","HPN","H","2","50","Q439","AIRWAY","","","","","SARDI","2","Deleted",""
"2026/03/19","PBI","HPN","H","2","55","SARDI","FIX","NY","US","K6","","RICED","2","Deleted",""
"2026/03/19","PBI","HPN","H","2","60","RICED","FIX","NY","US","K6","","RICED4","2","Deleted",""
"2026/03/19","PBI","HPN","H","2","65","RICED4","STAR","","","","","","2","Deleted",""
"2026/03/19","PDK","BWI","H","1","25","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","PDK","BWI","H","1","30","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","PDX","HOU","H","2","40","ELLVR","FIX","TX","US","K4","","NNEAL","2","Deleted",""
"2026/03/19","PDX","HOU","H","2","45","NNEAL","FIX","TX","US","K4","","KIDDZ5","2","Deleted",""
"2026/03/19","PDX","HOU","H","2","50","KIDDZ5","STAR","","","","","","1","Modified","SEGMENT_SEQ"
"2026/05/14","PDX","HOU","H","2","45","KIDDZ5","STAR","","","","","","2","Modified","SEGMENT_SEQ"
"2026/03/19","PGV","CLT","H","1","5","SDAIL","FIX","NC","US","K7","","CHSLY6","2","Deleted",""
"2026/03/19","PGV","CLT","H","1","10","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","PGV","CLT","H","2","20","OKNEE","FIX","SC","US","K7","","MLLET3","2","Deleted",""
"2026/03/19","PGV","CLT","H","2","25","MLLET3","STAR","","","","","","2","Deleted",""
"2026/03/19","PHF","CLT","H","1","5","COUPN","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","PHF","CLT","H","1","10","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","PHL","BTV","H","1","35","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","PHL","BTV","H","1","40","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","PHL","CLT","H","1","20","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","PHL","CLT","H","1","25","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","PHL","HPN","L","1","20","T320","AIRWAY","","","","","RICED","2","Deleted",""
"2026/03/19","PHL","HPN","L","1","25","RICED","FIX","NY","US","K6","","RICED4","2","Deleted",""
"2026/03/19","PHL","HPN","L","1","30","RICED4","STAR","","","","","","2","Deleted",""
"2026/03/19","PHL","MSY","H","1","45","MERDN","FIX","MS","US","K7","","TRSSH1","2","Deleted",""
"2026/03/19","PHL","MSY","H","1","50","TRSSH1","STAR","","","","","","2","Deleted",""
"2026/03/19","PHX","DTW","H","1","5","PORZL","FIX","MI","US","K5","","RKCTY2","2","Deleted",""
"2026/03/19","PHX","DTW","H","1","10","RKCTY2","STAR","","","","","","2","Deleted",""
"2026/03/19","PHX","DTW","H","2","5","PXV","NAVAID","IN","US","","VORTAC","WWOOD","2","Deleted",""
"2026/03/19","PHX","DTW","H","2","10","WWOOD","FIX","TX","US","K4","","HANBL3","2","Deleted",""
"2026/03/19","PHX","DTW","H","2","15","HANBL3","STAR","","","","","","2","Deleted",""
"2026/03/19","PHX","DTW","H","3","5","PORZL","FIX","MI","US","K5","","KKISS2","2","Deleted",""
"2026/03/19","PHX","DTW","H","3","10","KKISS2","STAR","","","","","","2","Deleted",""
"2026/03/19","PHX","DTW","H","4","5","PXV","NAVAID","IN","US","","VORTAC","WWOOD","2","Deleted",""
"2026/03/19","PHX","DTW","H","4","10","WWOOD","FIX","TX","US","K4","","LECTR3","2","Deleted",""
"2026/03/19","PHX","DTW","H","4","15","LECTR3","STAR","","","","","","2","Deleted",""
"2026/03/19","PIT","CLT","H","1","20","LNDIZ","FIX","VA","US","K6","","PARQR4","2","Deleted",""
"2026/03/19","PIT","CLT","H","1","25","PARQR4","STAR","","","","","","2","Deleted",""
"2026/03/19","PMD","OXR","TEC","2","5","PMD","NAVAID","CA","US","","VORTAC","V386","2","Deleted",""
"2026/03/19","PMD","OXR","TEC","2","10","V386","AIRWAY","","","","","FIM","2","Deleted",""
"2026/03/19","PMD","OXR","TEC","2","15","FIM","NAVAID","CA","US","","VORTAC","","2","Deleted",""
"2026/03/19","POC","AVX","TEC","1","5","PDZ","NAVAID","CA","US","","VORTAC","PDZ270013","2","Deleted",""
"2026/03/19","POC","AVX","TEC","1","10","PDZ270013","FRD","CA","US","","VORTAC","RNDAL","2","Deleted",""
"2026/03/19","POC","LAX","TEC","1","15","DOWDD","FIX","CA","US","K2","","","2","Deleted",""
"2026/03/19","PSP","F70","TEC","2","10","V388","AIRWAY","","","","","PDZ","2","Deleted",""
"2026/03/19","PSP","F70","TEC","2","15","PDZ","NAVAID","CA","US","","VORTAC","PDZ092015","2","Deleted",""
"2026/03/19","PSP","F70","TEC","2","20","PDZ092015","FRD","CA","US","","VORTAC","JESEX","2","Deleted",""
"2026/03/19","PSP","F70","TEC","2","25","JESEX","FIX","CA","US","K2","","TIQMU","2","Deleted",""
"2026/03/19","PSP","F70","TEC","2","30","TIQMU","FIX","CA","US","K2","","","1","Modified","SEGMENT_SEQ"
"2026/05/14","PSP","F70","TEC","2","20","TIQMU","FIX","CA","US","K2","","","2","Modified","SEGMENT_SEQ"
"2026/03/19","PSP","HMT","TEC","3","25","NIKKL","FIX","CA","US","K2","","HUMAN","2","Deleted",""
"2026/03/19","PSP","HMT","TEC","3","30","HUMAN","FIX","CA","US","K2","","","2","Deleted",""
"2026/03/19","PSP","LAX","TEC","7","15","DOWDD","FIX","CA","US","K2","","LAX","2","Deleted",""
"2026/03/19","PSP","LAX","TEC","7","20","LAX","NAVAID","CA","US","","VORTAC","","2","Deleted",""
"2026/03/19","PSP","SNA","TEC","1","10","V388","AIRWAY","","","","","PDZ","2","Deleted",""
"2026/03/19","PSP","SNA","TEC","1","15","PDZ","NAVAID","CA","US","","VORTAC","PDZ270013","2","Deleted",""
"2026/03/19","PSP","SNA","TEC","1","20","PDZ270013","FRD","CA","US","","VORTAC","RNDAL","2","Deleted",""
"2026/03/19","PSP","SNA","TEC","1","25","RNDAL","FIX","CA","US","K2","","V363","1","Modified","SEGMENT_SEQ"
"2026/05/14","PSP","SNA","TEC","1","15","RNDAL","FIX","CA","US","K2","","V363","2","Modified","SEGMENT_SEQ"
"2026/03/19","PSP","SNA","TEC","1","30","V363","AIRWAY","","","","","POXKU","1","Modified","SEGMENT_SEQ"
"2026/05/14","PSP","SNA","TEC","1","20","V363","AIRWAY","","","","","POXKU","2","Modified","SEGMENT_SEQ"
"2026/03/19","PSP","SNA","TEC","1","35","POXKU","FIX","CA","US","K2","","V8","1","Modified","SEGMENT_SEQ"
"2026/05/14","PSP","SNA","TEC","1","25","POXKU","FIX","CA","US","K2","","V8","2","Modified","SEGMENT_SEQ"
"2026/03/19","PSP","SNA","TEC","1","40","V8","AIRWAY","","","","","SLI","1","Modified","SEGMENT_SEQ"
"2026/05/14","PSP","SNA","TEC","1","30","V8","AIRWAY","","","","","SLI","2","Modified","SEGMENT_SEQ"
"2026/03/19","PSP","SNA","TEC","1","45","SLI","NAVAID","CA","US","","VORTAC","","1","Modified","SEGMENT_SEQ"
"2026/05/14","PSP","SNA","TEC","1","35","SLI","NAVAID","CA","US","","VORTAC","","2","Modified","SEGMENT_SEQ"
"2026/03/19","PVD","BWI","H","1","35","LAFLN","FIX","DE","US","K6","","MIIDY3","2","Deleted",""
"2026/03/19","PVD","BWI","H","1","40","MIIDY3","STAR","","","","","","2","Deleted",""
"2026/03/19","PVD","CLT","H","1","25","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","PVD","CLT","H","1","30","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","PWM","BWI","H","1","40","LAFLN","FIX","DE","US","K6","","MIIDY3","2","Deleted",""
"2026/03/19","PWM","BWI","H","1","45","MIIDY3","STAR","","","","","","2","Deleted",""
"2026/03/19","PWM","CLT","H","1","25","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","PWM","CLT","H","1","30","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","QUBIS","CLT","NAR","1","30","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","QUBIS","CLT","NAR","1","35","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","QUBIS","MSY","NAR","1","45","MERDN","FIX","MS","US","K7","","TRSSH1","2","Deleted",""
"2026/03/19","QUBIS","MSY","NAR","1","50","TRSSH1","STAR","","","","","","2","Deleted",""
"2026/03/19","RAL","AVX","TEC","1","5","PDZ","NAVAID","CA","US","","VORTAC","PDZ270013","2","Deleted",""
"2026/03/19","RAL","AVX","TEC","1","10","PDZ270013","FRD","CA","US","","VORTAC","RNDAL","2","Deleted",""
"2026/03/19","RAL","LAX","TEC","1","15","DOWDD","FIX","CA","US","K2","","","2","Deleted",""
"2026/03/19","RDU","BWI","H","1","15","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","RDU","BWI","H","1","20","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","RDU","CLT","H","1","10","SDAIL","FIX","NC","US","K7","","CHSLY6","2","Deleted",""
"2026/03/19","RDU","CLT","H","1","15","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","RDU","MSY","H","1","30","SJI","NAVAID","AL","US","","VORTAC","MNSTR1","2","Deleted",""
"2026/03/19","RDU","MSY","H","1","35","MNSTR1","STAR","","","","","","2","Deleted",""
"2026/03/19","REI","AVX","TEC","1","5","PDZ","NAVAID","CA","US","","VORTAC","PDZ270013","2","Deleted",""
"2026/03/19","REI","AVX","TEC","1","10","PDZ270013","FRD","CA","US","","VORTAC","RNDAL","2","Deleted",""
"2026/03/19","REI","LAX","TEC","1","15","DOWDD","FIX","CA","US","K2","","","2","Deleted",""
"2026/03/19","RIC","BWI","L","1","25","MIIDY","FIX","MD","US","K6","","MIIDY3","2","Deleted",""
"2026/03/19","RIC","BWI","L","1","30","MIIDY3","STAR","","","","","","2","Deleted",""
"2026/03/19","RIC","CLT","H","1","15","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","RIC","CLT","H","1","20","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","RIR","AVX","TEC","1","5","PDZ","NAVAID","CA","US","","VORTAC","PDZ270013","2","Deleted",""
"2026/03/19","RIR","AVX","TEC","1","10","PDZ270013","FRD","CA","US","","VORTAC","RNDAL","2","Deleted",""
"2026/03/19","RIR","LAX","TEC","1","15","DOWDD","FIX","CA","US","K2","","","2","Deleted",""
"2026/03/19","RIV","AVX","TEC","1","5","PDZ","NAVAID","CA","US","","VORTAC","PDZ270013","2","Deleted",""
"2026/03/19","RIV","AVX","TEC","1","10","PDZ270013","FRD","CA","US","","VORTAC","RNDAL","2","Deleted",""
"2026/03/19","RIV","LAX","TEC","1","15","DOWDD","FIX","CA","US","K2","","","2","Deleted",""
"2026/03/19","ROA","CLT","H","2","5","AIROW","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","ROA","CLT","H","2","10","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","ROC","CLT","H","1","15","LNDIZ","FIX","VA","US","K6","","PARQR4","2","Deleted",""
"2026/03/19","ROC","CLT","H","1","20","PARQR4","STAR","","","","","","2","Deleted",""
"2026/03/19","RSW","BWI","H","1","35","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","RSW","BWI","H","1","40","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","RSW","CLT","H","1","20","PONZE","FIX","SC","US","K7","","BANKR5","2","Deleted",""
"2026/03/19","RSW","CLT","H","1","25","BANKR5","STAR","","","","","","2","Deleted",""
"2026/03/19","SAILE","MSY","NAR","1","45","MERDN","FIX","MS","US","K7","","TRSSH1","2","Deleted",""
"2026/03/19","SAILE","MSY","NAR","1","50","TRSSH1","STAR","","","","","","2","Deleted",""
"2026/03/19","SAT","BWI","H","1","35","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","SAT","BWI","H","1","40","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","SAT","BWI","H","2","60","CJAAE","FIX","WV","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","SAT","BWI","H","2","65","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","SAT","CLT","H","1","25","BESTT","FIX","GA","US","K7","","JONZE5","2","Deleted",""
"2026/03/19","SAT","CLT","H","1","30","JONZE5","STAR","","","","","","2","Deleted",""
"2026/03/19","SAT","CLT","H","2","30","BESTT","FIX","GA","US","K7","","JONZE5","2","Deleted",""
"2026/03/19","SAT","CLT","H","2","35","JONZE5","STAR","","","","","","2","Deleted",""
"2026/03/19","SAV","BWI","H","2","30","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","SAV","BWI","H","2","35","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","SAV","CLT","H","1","10","FLLGG","FIX","SC","US","K7","","STOCR4","2","Deleted",""
"2026/03/19","SAV","CLT","H","1","15","STOCR4","STAR","","","","","","2","Deleted",""
"2026/03/19","SBD","AVX","TEC","1","5","PDZ","NAVAID","CA","US","","VORTAC","PDZ270013","2","Deleted",""
"2026/03/19","SBD","AVX","TEC","1","10","PDZ270013","FRD","CA","US","","VORTAC","RNDAL","2","Deleted",""
"2026/03/19","SBD","LAX","TEC","1","15","DOWDD","FIX","CA","US","K2","","","2","Deleted",""
"2026/03/19","SBY","CLT","H","1","10","COUPN","FIX","VA","US","K6","","CHSLY6","2","Deleted",""
"2026/03/19","SBY","CLT","H","1","15","CHSLY6","STAR","","","","","","2","Deleted",""
"2026/03/19","SDF","CLT","H","1","20","SKYWA","FIX","TN","US","K7","","FILPZ4","2","Deleted",""
"2026/03/19","SDF","CLT","H","1","25","FILPZ4","STAR","","","","","","2","Deleted",""
"2026/03/19","SDF","CLT","H","2","15","TAFTT","FIX","KY","US","K5","","PARQR4","2","Deleted",""
"2026/03/19","SDF","CLT","H","2","20","PARQR4","STAR","","","","","","2","Deleted",""
"2026/03/19","SEA","HOU","H","1","50","ELLVR","FIX","TX","US","K4","","NNEAL","2","Deleted",""
"2026/03/19","SEA","HOU","H","1","55","NNEAL","FIX","TX","US","K4","","KIDDZ5","2","Deleted",""
"2026/03/19","SEA","HOU","H","1","60","KIDDZ5","STAR","","","","","","1","Modified","SEGMENT_SEQ"
"2026/05/14","SEA","HOU","H","1","55","KIDDZ5","STAR","","","","","","2","Modified","SEGMENT_SEQ"
"2026/03/19","SFO","SMF","TEC","1","5","CCR","NAVAID","CA","US","","VOR/DME","CCR2","2","Deleted",""
"2026/03/19","SFO","SMF","TEC","1","10","CCR2","STAR","","","","","","2","Deleted",""
"2026/03/19","SFO","SMF","TEC","2","10","BCEEE","FIX","CA","US","K2","","CCR","2","Deleted",""
"2026/03/19","SFO","SMF","TEC","2","15","CCR","NAVAID","CA","US","","VOR/DME","CCR2","2","Deleted",""
"2026/03/19","SFO","SMF","TEC","2","20","CCR2","STAR","","","","","","2","Deleted",""
"2026/03/19","SLC","HOU","H","2","15","ELLVR","FIX","TX","US","K4","","NNEAL","2","Deleted",""
"2026/03/19","SLC","HOU","H","2","20","NNEAL","FIX","TX","US","K4","","KIDDZ5","2","Deleted",""
"2026/03/19","SLC","HOU","H","2","25","KIDDZ5","STAR","","","","","","1","Modified","SEGMENT_SEQ"
"2026/05/14","SLC","HOU","H","2","20","KIDDZ5","STAR","","","","","","2","Modified","SEGMENT_SEQ"
"2026/03/19","SRQ","BWI","H","2","30","THHMP","FIX","VA","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","SRQ","BWI","H","2","35","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","SRQ","CLT","H","2","20","PONZE","FIX","SC","US","K7","","BANKR5","2","Deleted",""
"2026/03/19","SRQ","CLT","H","2","25","BANKR5","STAR","","","","","","2","Deleted",""
"2026/03/19","STL","BWI","H","1","30","CJAAE","FIX","WV","US","K6","","RAVNN8","2","Deleted",""
"2026/03/19","STL","BWI","H","1","35","RAVNN8","STAR","","","","","","2","Deleted",""
"2026/03/19","SWF","BTV","L","1","20","GRNMT","FIX","VT","US","K6","","BTV","2","Deleted",""
"2026/03/19","SWF","BTV","L","1","25","BTV","NAVAID","VT","US","","VOR/DME","","2","Deleted",""
"2026/03/19","SYR","CLT","H","2","35","LNDIZ","FIX","VA","US","K6","","PARQR4","2","Deleted",""
"2026/03/19","SYR","CLT","H","2","40","PARQR4","STAR","","","","","","2","Deleted",""
"2026/03/19","SYR","CLT","NAR","1","20","LNDIZ","FIX","VA","US","K6","","PARQR4","2","Deleted",""
"2026/03/19","SYR","CLT","NAR","1","25","PARQR4","STAR","","","","","","2","Deleted",""
"2026/03/19","SYR","MSY","NAR","1","40","MERDN","FIX","MS","US","K7","","TRSSH1","2","Deleted",""
"2026/03/19","SYR","MSY","NAR","1","45","TRSSH1","STAR","","","","","","2","Deleted",""
