"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","LEGACY_ELEMENT_NUMBER","TAB_NAME","REF_COL_NAME","ELEMENT","REF_COL_SEQ_NO","REMARK","File","Action","Mods"
"2026/05/14","22536.21","A","SC","DYB","SUMMERVILLE","US","A81-APT","AIRPORT","LGT_SKED","","1","MIRL RWY 06/24 OPER DUSK-2200; TO ACTVT AFTER 2200 - CTAF.","2","Modified","REMARK"
"2026/04/16","22629.","A","SD","8SD","BOWDLE","US","A80","AIRPORT","BCN_LENS_COLOR","","1","ARPT ROTG BCN OTS INDEFLY.","2","Deleted",""
"2026/04/16","22629.","A","SD","8SD","BOWDLE","US","A40-13/31","RUNWAY","RWY_LGT_CODE","13/31","1","OTS INDEFLY.","2","Deleted",""
"2026/04/16","22808.2","A","SD","49B","STURGIS","US","A17-M1","AIRPORT_ATTEND_SCHED","MONTH","1","1","FOR ATTENDANT OTR HRS CALL 605-347-3356.","1","Modified","REMARK"
"2026/05/14","22808.2","A","SD","49B","STURGIS","US","A17-M1","AIRPORT_ATTEND_SCHED","MONTH","1","1","FOR ATTENDANT OTR HRS CALL 605-347-1050.","2","Modified","REMARK"
"2026/04/16","22925.01","H","TN","23TN","COPPERHILL","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC ATLANTA ARTCC AT 770-210-7692.","2","Deleted",""
"2026/04/16","22930.01","A","TN","8TN9","COVINGTON","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","","1","PRVDD OPNL LETTER OF AGREEMENT WITH BASKIN ARPT, ALL TFC PATS SOUTH OF ARPT.","2","Deleted",""
"2026/04/16","22930.01","A","TN","8TN9","COVINGTON","US","A110-1","AIRPORT","GENERAL_REMARK","","1","300 FT WATER TOWER 3 NM NORTH OF ARPT.","2","Deleted",""
"2026/04/16","22930.01","A","TN","8TN9","COVINGTON","US","A110-2","AIRPORT","GENERAL_REMARK","","2","FOR CD CTC MEMPHIS APCH AT 901-842-8457. ","2","Deleted",""
"2026/04/16","22930.01","A","TN","8TN9","COVINGTON","US","A16","AIRPORT_CONTACT","PHONE_NO","MANAGER","1","ADDL PHONE:  901-476-4601, FAX:  901-476-4602.","2","Deleted",""
"2026/04/16","22930.01","A","TN","8TN9","COVINGTON","US","A13","AIRPORT_CONTACT","PHONE_NO","OWNER","1","ADDL PHONE:  901-476-1764, FAX:  901-476-4602.","2","Deleted",""
"2026/04/16","22930.01","A","TN","8TN9","COVINGTON","US","A30-06/24","RUNWAY","RWY_ID","06/24","1","LNDG ONLY RY 06, TKOF ONLY  RY 24.","2","Deleted",""
"2026/04/16","23023.","A","TN","MKL","JACKSON","US","A110-2","AIRPORT","GENERAL_REMARK","","2","BASE OPS 0630-1600 MON-FRI; PPR C731-425-5600.","1","Modified","REMARK"
"2026/05/14","23023.","A","TN","MKL","JACKSON","US","A110-2","AIRPORT","GENERAL_REMARK","","2","MILITARY: ARNG: BASE OPS 1200-2130Z++ MON-FRI. CLSD EVERY OTHER MONDAY, FAC CLSD SAT, SUN & HOL. PPR C629-332-9658. ARNG OPS 49.95.","2","Modified","REMARK"
"2026/04/16","23033.","H","TN","TN40","JELLICO","US","A14","AIRPORT_CONTACT","NAME","MANAGER","1","OTHER: KELLY MINTON 188 HOSPITAL LANE JELLICO, TN  37762 423-784-1160.","2","Deleted",""
"2026/04/16","23042.2","A","TN","12TN","KINGSTON","US","A110-1","AIRPORT","GENERAL_REMARK","","1","TREES & BLDGS IN PRIMARY SFC W SIDE OF RWY.","1","Modified","REMARK"
"2026/05/14","23042.2","A","TN","12TN","KINGSTON","US","A110-1","AIRPORT","GENERAL_REMARK","","1","TREES & BLDGS IN PRI SFC W SIDE OF RWY.","2","Modified","REMARK"
"2026/04/16","23042.2","A","TN","12TN","KINGSTON","US","A110-2","AIRPORT","GENERAL_REMARK","","2","HIGH TERRAIN E & W OF ARPT.","1","Modified","REMARK"
"2026/05/14","23042.2","A","TN","12TN","KINGSTON","US","A110-2","AIRPORT","GENERAL_REMARK","","2","HIGH TRRN E & W OF ARPT.","2","Modified","REMARK"
"2026/04/16","23042.2","A","TN","12TN","KINGSTON","US","A110-3","AIRPORT","GENERAL_REMARK","","3","FLT TRNG, GLIDER & AEROBATIC ACT NA.","1","Modified","REMARK"
"2026/05/14","23042.2","A","TN","12TN","KINGSTON","US","A110-3","AIRPORT","GENERAL_REMARK","","3","FLT TRNG, GLDR & AEROBATIC ACT NA.","2","Modified","REMARK"
"2026/04/16","23042.2","A","TN","12TN","KINGSTON","US","A57-05","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","05","1","APCH RATIO 21:1 TO DSPLCD THR.","1","Modified","REMARK"
"2026/05/14","23042.2","A","TN","12TN","KINGSTON","US","A57-05","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","05","1","APCH RATIO 21:1 TO DTHR.","2","Modified","REMARK"
"2026/04/16","23057.2","A","TN","TN74","LENOIR CITY","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","","1","VFR, PRIVATE USE ONLY.","2","Deleted",""
"2026/04/16","23057.2","A","TN","TN74","LENOIR CITY","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC ATLANTA ARTCC AT 770-210-7692.","2","Deleted",""
"2026/04/16","23097.","A","TN","MEM","MEMPHIS","US","A110-32","AIRPORT","GENERAL_REMARK","","32","ANG-PPR DSN 726-7131/7505, C901-291-7131/7505. MIL RAMP OPS 1230-0430Z++ MON-FRI; CLSD ALTN MON & HOL. MIL RAMP CLSD OUTSIDE OF PUB HR WITHOUT OG/CC APVL DSN 726-7557, C901-291-7557. TSNT ACFT MAINT NOT AVBL. REFUEL SVC FOR OTR THAN C17 ACFT RQR QUALIFIED CREW CHIEF OR CREWMEMBERS. NON-C17 ACFT SUPPORT PRVDD BY CONTRACT FBO ON FLD. SECURITY AVBL 24 HRS, DSN 726-7101, C901-291-7101. COMD POST DSN 726-7148/7311/7312, C901-291-7148/7311/7312. OPR 1230-0430Z++ MON-FRI, CLSD ALTN MON AND HOL DUE TO ALTN WORK SCHED. AFLD MGR DOES NOT ISSUE OR STORE COMSEC FOR TRAN CRES. TMPRY STOR OF CLASSIFIED MATERIALS UP TO TOP SECRET AT COMD POST.","1","Modified","REMARK"
"2026/05/14","23097.","A","TN","MEM","MEMPHIS","US","A110-32","AIRPORT","GENERAL_REMARK","","32","ANG-PPR DSN 726-7131/7505, C901-291-7131/7505. MIL RAMP OPS 1400-0400Z++ MON-FRI; CLSD ALTN MON & HOL. MIL RAMP CLSD OUTSIDE OF PUB HR WITHOUT OG/CC APVL DSN 726-7557, C901-291-7557. TSNT ACFT MAINT NOT AVBL. REFUEL SVC FOR OTR THAN C17 ACFT RQR QUALIFIED CREW CHIEF OR CREWMEMBERS. NON-C17 ACFT SUPPORT PRVDD BY CONTRACT FBO ON FLD. SECURITY AVBL 24 HRS, DSN 726-7101, C901-291-7101. COMD POST DSN 726-7148/7311/7312, C901-291-7148/7311/7312. OPR 1230-0430Z++ MON-FRI, CLSD ALTN MON AND HOL DUE TO ALTN WORK SCHED. AFLD MGR DOES NOT ISSUE OR STORE COMSEC FOR TRAN CRES. TMPRY STOR OF CLASSIFIED MATERIALS UP TO TOP SECRET AT COMD POST.","2","Modified","REMARK"
"2026/04/16","23097.","A","TN","MEM","MEMPHIS","US","A110-55","AIRPORT","GENERAL_REMARK","","55","PILOTS CONDUCTING EFVS OPS; BE AWARE LED ALS IN USE RWY 18L.","1","Modified","REMARK"
"2026/05/14","23097.","A","TN","MEM","MEMPHIS","US","A110-55","AIRPORT","GENERAL_REMARK","","55","MIL:  ANG - HAZ1.1 & 1.2 NOT ALLOWED ON MSCAA OR TANG.","2","Modified","REMARK"
"2026/04/16","23109.","H","TN","72TN","MORRISTOWN","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","","1","PVDD VFR, PVT AND APCH/DEP OPERATIONS CONDUCTED FROM 220 TO 300 DEGREES AREA IS MARKED AND WIND INDICATOR IS MAINTAINED.","2","Deleted",""
"2026/04/16","23109.","H","TN","72TN","MORRISTOWN","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC ATLANTA ARTCC AT 770-210-7692.","2","Deleted",""
"2026/04/16","23109.","H","TN","72TN","MORRISTOWN","US","A16","AIRPORT_CONTACT","PHONE_NO","MANAGER","1","EXT 3931","2","Deleted",""
"2026/04/16","23109.","H","TN","72TN","MORRISTOWN","US","A52-H1","RUNWAY_END_OBSTN","OBSTN_TYPE","H1","1","30 FT PLINE MKD WITH ORANGE BALLS 300 FT W & S OF HELIPAD.","2","Deleted",""
"2026/04/16","23118.12","A","TN","7TN3","MURFREESBORO","US","A11","AIRPORT_CONTACT","NAME","OWNER","1","ALSO J.D. HAGEWOOD 615-708-5066 JDHAGEWOOD@AOL.COM 1616 WEST JEFFERSON PIKE MURFREESBORO, TN 37129","1","Modified","REMARK"
"2026/05/14","23118.12","A","TN","7TN3","MURFREESBORO","US","A11","AIRPORT_CONTACT","NAME","OWNER","1","ALSO J.D. HAGEWOOD 615-708-5066 1616 WEST JEFFERSON PIKE MURFREESBORO, TN 37129.","2","Modified","REMARK"
"2026/04/16","23118.14","A","TN","TN65","MURFREESBURG","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","","1","PRVDD VFR/PVT USE, EXECUTE A LETTER OF AGREEMENT WITH SHELBYVILLE MUNI, ENSURE ALL USERS ARE BRIEFED ON LOA.","1","Modified","CITY"
"2026/05/14","23118.14","A","TN","TN65","MURFREESBORO","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","","1","PRVDD VFR/PVT USE, EXECUTE A LETTER OF AGREEMENT WITH SHELBYVILLE MUNI, ENSURE ALL USERS ARE BRIEFED ON LOA.","2","Modified","CITY"
"2026/04/16","23118.14","A","TN","TN65","MURFREESBURG","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC NASHVILLE APCH AT 615-695-4522.","1","Modified","CITY"
"2026/05/14","23118.14","A","TN","TN65","MURFREESBORO","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC NASHVILLE APCH AT 615-695-4522.","2","Modified","CITY"
"2026/04/16","23121.","A","TN","BNA","NASHVILLE","US","A110-31","AIRPORT","GENERAL_REMARK","","31","ANG: PPR - PPR RQR 48 HOURS PRIOR FOR ALL TRAN ACFT. CASHH OPS 615-367-5567.","1","Modified","REMARK"
"2026/05/14","23121.","A","TN","BNA","NASHVILLE","US","A110-31","AIRPORT","GENERAL_REMARK","","31","MILITARY: ANG: PPR RQR 48 HOURS PRIOR ALL TRAN ACFT. CASHH OPS C629-332-9768. MNT 49.95, 373.9, OR 149.8 ON THE RAMP. NO SVCS PRVDD BY ARNG. CTC FBO FOR SVCS.","2","Modified","REMARK"
"2026/04/16","23189.","A","TN","MQY","SMYRNA","US","A30-01/19","RUNWAY","RWY_ID","01/19","1","RWY 01/19 NOT AVBL FOR PART 121/PART 380 OPS WITH SKED PAX CARRYING OPS MORE THAN 9 PAX SEATS AND NON-SKED PAX CARRYING OPS MORE THAN 30 PAX SEATS.","2","Deleted",""
"2026/04/16","23286.","A","TX","DYS","ABILENE","US","A110-21","AIRPORT","GENERAL_REMARK","","21","JASU: 1(MD-3) 1(MA-1A) 1(AM32A-60A) 1(A/M32A-86).","1","Modified","REMARK"
"2026/05/14","23286.","A","TX","DYS","ABILENE","US","A110-21","AIRPORT","GENERAL_REMARK","","21","JASU: 1(MD-3) 1(A/M32A-60A) 1(A/M32A-86) 1(A/M32A-95).","2","Modified","REMARK"
"2026/04/16","23314.","A","TX","6R5","ALVIN","US","A110-1","AIRPORT","GENERAL_REMARK","","1","RWY 03, 6 FT FENCE 40 FT SE OF CNTRLN ALG SE EDGE. +50 FT TREES ALG RWY 03 RIGHT OF CNTRLN.","1","Modified","REMARK"
"2026/05/14","23314.","A","TX","6R5","ALVIN","US","A110-1","AIRPORT","GENERAL_REMARK","","1","RWY 03, 6 FT FENCE 40 FT SE OF CNTRLN ALG SE EDGE. 50 FT TREES ALG RWY 03 RIGHT OF CNTRLN.","2","Modified","REMARK"
"2026/04/16","23314.","A","TX","6R5","ALVIN","US","A110-2","AIRPORT","GENERAL_REMARK","","2","RWY 21, 6 FT FENCE 20 FT FM THR 0B. 30 FT TREES ALG RWY 21 LEFT OF CNTRLN.","1","Modified","REMARK"
"2026/05/14","23314.","A","TX","6R5","ALVIN","US","A110-2","AIRPORT","GENERAL_REMARK","","2","RWY 21, 6 FT FENCE 20 FT DSTC, ACRS THE APCH. 30 FT TREES ALG RWY 21 LEFT OF CNTRLN.","2","Modified","REMARK"
"2026/04/16","23369.08","H","TX","1XS5","AUSTIN","US","A81-APT","AIRPORT","LGT_SKED","","1","ACTVT PERIMETER LGTS - 155.340.","2","Deleted",""
"2026/04/16","23369.3","H","TX","04TA","AUSTIN","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC AUSTIN APCH AT 512-269-7865.","2","Deleted",""
"2026/04/16","23369.3","H","TX","04TA","AUSTIN","US","A81-APT","AIRPORT","LGT_SKED","","1","FOR PERIMETER LGTS CALL 512-477-6561.","2","Deleted",""
"2026/04/16","23369.3","H","TX","04TA","AUSTIN","US","A52-H1","RUNWAY_END_OBSTN","OBSTN_TYPE","H1","1","70' TOWER 200' NW MARKED & LGTD.","2","Deleted",""
"2026/04/16","23398.1","A","TX","20TS","BANDERA","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC SAN ANTONIO APCH AT 210-805-5516.","2","Deleted",""
"2026/04/16","23398.1","A","TX","20TS","BANDERA","US","A33-03/21_SURF","RUNWAY_SURFACE_TYPE","SURFACE_TYPE_CODE","03/21","1","DIRT-TURF","2","Deleted",""
"2026/04/16","23412.1","A","TX","HPY","BAYTOWN","US","A58-14","RUNWAY_END","CLOSE_IN_OBSTN","14","1","+15 FT RD 65 FT FM THR 250 FT L EXTDD CNTRLN;  6 FT FENCE FM 120 FT FM THR ACRS EXTDD CNTRLN.","1","Modified","REMARK"
"2026/05/14","23412.1","A","TX","HPY","BAYTOWN","US","A58-14","RUNWAY_END","CLOSE_IN_OBSTN","14","1","15 FT RD 0 FT DSTC, 140 FT L ACRS APCH.","2","Modified","REMARK"
"2026/04/16","23412.1","A","TX","HPY","BAYTOWN","US","A58-32","RUNWAY_END","CLOSE_IN_OBSTN","32","1","15 FT RD 0-199 FT DSTC FM 131 FT L - 185 FT R.","1","Modified","REMARK"
"2026/05/14","23412.1","A","TX","HPY","BAYTOWN","US","A58-32","RUNWAY_END","CLOSE_IN_OBSTN","32","1","15 FT RD 126 FT DSTC ACRS APCH.","2","Modified","REMARK"
"2026/04/16","23412.1","A","TX","HPY","BAYTOWN","US","A57-14","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","14","1","APCH SLOPE 11:1 TO DSPLCD THR OVR 76 FT TREES, 900 FT DSTC, 385 L.","1","Modified","REMARK"
"2026/05/14","23412.1","A","TX","HPY","BAYTOWN","US","A57-14","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","14","1","APCH SLOPE 12:1 TO DSPLCD THR OVR 40 FT TREES, 485 FT DSTC, 200 L.","2","Modified","REMARK"
"2026/04/16","23412.1","A","TX","HPY","BAYTOWN","US","A57-32","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","32","1","APCH SLOPE 20:1 TO DSPLCD THR OVR 33 FT TREES, 463 FT DSTC, 260 FT L.","1","Modified","REMARK"
"2026/05/14","23412.1","A","TX","HPY","BAYTOWN","US","A57-32","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","32","1","APCH SLOPE 13:1 TO DSPLCD THR OVR 33 FT TREES, 463 FT DSTC, 260 FT L.","2","Modified","REMARK"
"2026/04/16","23412.13","A","TX","54T","BAYTOWN","US","A110-2","AIRPORT","GENERAL_REMARK","","2","TWY TOO NARROW FOR SOME ACFT.","1","Modified","REMARK"
"2026/05/14","23412.13","A","TX","54T","BAYTOWN","US","A110-2","AIRPORT","GENERAL_REMARK","","2","PARTIAL PARALLEL TWY FR 26 DSPLCD THR NOT SUITABLE FOR ACFT.","2","Modified","REMARK"
"2026/04/16","23412.13","A","TX","54T","BAYTOWN","US","A110-4","AIRPORT","GENERAL_REMARK","","4","RWY 08 28 FT PLINE (MKD & LGTD), 468 FT FM RWY END.","1","Modified","REMARK"
"2026/05/14","23412.13","A","TX","54T","BAYTOWN","US","A110-4","AIRPORT","GENERAL_REMARK","","4","RWY 08 37 FT PLINE MKD & LGTD, 460 FT FM RWY END","2","Modified","REMARK"
"2026/04/16","23412.13","A","TX","54T","BAYTOWN","US","A70-100LL","FUEL_TYPE","FUEL_TYPE","100LL","1","FOR FUEL SERVICES CALL 281-383-2320.","2","Deleted",""
"2026/04/16","23412.13","A","TX","54T","BAYTOWN","US","A58-26","RUNWAY_END","CLOSE_IN_OBSTN","26","1","+10 FT RD 0-200 FT FM THR 60 FT R CNTRLN; +4 FT FENCE 0-200 FT FM THR 92 FT R CNTRLN.","1","Modified","REMARK"
"2026/05/14","23412.13","A","TX","54T","BAYTOWN","US","A58-26","RUNWAY_END","CLOSE_IN_OBSTN","26","1","10 FT RD 0-200 FT DSTC, 60 FT R CNTRLN; 4 FT FENCE 0-200 FT DSTC 92 FT R CNTRLN.","2","Modified","REMARK"
"2026/04/16","23412.13","A","TX","54T","BAYTOWN","US","A42-08_MARK","RUNWAY_END","RWY_MARKING_TYPE_CODE","08","1","RWY MKGS NSTD, NRS 35 FT TALL, THR BAR 15 INS WIDE.","1","Modified","REMARK"
"2026/05/14","23412.13","A","TX","54T","BAYTOWN","US","A42-08_MARK","RUNWAY_END","RWY_MARKING_TYPE_CODE","08","1","RWY MKGS NSTD, MKGS DO NOT MATCH PUBLISHED DIMENSIONS.","2","Modified","REMARK"
"2026/04/16","23412.13","A","TX","54T","BAYTOWN","US","A42-26_MARK","RUNWAY_END","RWY_MARKING_TYPE_CODE","26","1","DSPLCD THR MKGS NSTD, NRS 35 FT TALL, THR BAR 15 INS WIDE.","1","Modified","REMARK"
"2026/05/14","23412.13","A","TX","54T","BAYTOWN","US","A42-26_MARK","RUNWAY_END","RWY_MARKING_TYPE_CODE","26","1","DSPLCD THR MKGS NSTD, NO ARROWS, NO ARROWHEADS.","2","Modified","REMARK"
"2026/04/16","23412.13","A","TX","54T","BAYTOWN","US","A57-14","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","14","1","APCH RATIO 15:1 TO DSPLCD THR OVER 36 FT BLDG, 565 FT DSTC, 45 FT L.","2","Deleted",""
"2026/04/16","23412.13","A","TX","54T","BAYTOWN","US","A57-26","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","26","1","APCH SLOPE 0:1 TO DSPLCD THR; +4 FT FENCE 92 FT R CNTRLN & +15 FT RD, 60 FT R CNTRLN AT DSPLCD THR; 18:1 OVR 85 FT WATER TWR 1600 FT 185 FT L.","1","Modified","REMARK"
"2026/05/14","23412.13","A","TX","54T","BAYTOWN","US","A57-26","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","26","1","OBSTN CLNC SLOPE 0:1 TO DSPLCD THR; 4 FT FENCE, 15 FT RD; 18:1 OVR 85 FT WATER TWR 1600 FT DSTC, 185 FT L.","2","Modified","REMARK"
"2026/04/16","23412.13","A","TX","54T","BAYTOWN","US","A52-14","RUNWAY_END_OBSTN","OBSTN_TYPE","14","1","APCH SLOPE 21:1 TO DSPLCD THR OVR 31 FT TREES, 675 FT DSTC, 35 FT B.","2","Deleted",""
"2026/04/16","23412.2","H","TX","44TT","BAYTOWN","US","A16","AIRPORT_CONTACT","PHONE_NO","MANAGER","1","JGARRETT@HOUSTONMETHODIST.ORG","2","Deleted",""
"2026/04/16","23415.","A","TX","BMT","BEAUMONT","US","A110-1","AIRPORT","GENERAL_REMARK","","1","DEER ON AND INVOF ARPT.","2","Deleted",""
"2026/04/16","23415.","A","TX","BMT","BEAUMONT","US","A70-100LL","FUEL_TYPE","FUEL_TYPE","100LL","1","100LL AVBL 24 HRS SELF SVC.","2","Deleted",""
"2026/04/16","23415.","A","TX","BMT","BEAUMONT","US","A57-13","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","13","1","APCH SLOPE 23:1 TO DSPLCD THR.","1","Modified","REMARK"
"2026/05/14","23415.","A","TX","BMT","BEAUMONT","US","A57-13","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","13","1","APCH SLOPE 24:1 TO DSPLCD THR.","2","Modified","REMARK"
"2026/04/16","23415.","A","TX","BMT","BEAUMONT","US","A57-31","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","31","1","APCH SLOPE 16:1 TO DSPLCD THR OVR 54 FT TREE, 900 FT DSTC.","1","Modified","REMARK"
"2026/05/14","23415.","A","TX","BMT","BEAUMONT","US","A57-31","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","31","1","APCH SLOPE 16:1 TO DSPLCD THR OVR 50 FT TREE, 817 FT DSTC.","2","Modified","REMARK"
"2026/04/16","23415.","A","TX","BMT","BEAUMONT","US","A52-13","RUNWAY_END_OBSTN","OBSTN_TYPE","13","1","ALSO, 45 FT PLINE, 745 FT DSTC, 300 FT L, 12:1 AT RWY END, 23:1 TO DSPLCD THR.","1","Modified","REMARK"
"2026/05/14","23415.","A","TX","BMT","BEAUMONT","US","A52-13","RUNWAY_END_OBSTN","OBSTN_TYPE","13","1","45 FT PLINE, 745 FT DSTC, 300 FT L.","2","Modified","REMARK"
"2026/04/16","23506.","A","TX","CFD","BRYAN","US","A110-3","AIRPORT","GENERAL_REMARK","","3","DEER ON & INVOF ARPT.","2","Deleted",""
"2026/04/16","23506.","A","TX","CFD","BRYAN","US","A81-APT","AIRPORT","LGT_SKED","","1","DUSK-DAWN. MIRL RWY 15/33 PRESET LOW INTST; TO INCR INTST - CTAF.","1","Modified","REMARK"
"2026/05/14","23506.","A","TX","CFD","BRYAN","US","A81-APT","AIRPORT","LGT_SKED","","1","SR-SS MIRL RWY 15/33 PRESET LOW INTST; TO ACTVT OR INCR INTST - CTAF.","2","Modified","REMARK"
"2026/04/16","23506.","A","TX","CFD","BRYAN","US","A57-15","RUNWAY_END_OBSTN","OBSTN_CLNC_SLOPE","15","1","CONTROLLING OBSTRUCTION EXCEEDS A 45 DEGREE SLOPE","2","Deleted",""
"2026/04/16","23593.","A","TX","CDS","CHILDRESS","US","A110-1","AIRPORT","GENERAL_REMARK","","1","SOME TWYS ROUGH DUE TO GRASS & WEED ENCROACHMENT.","2","Deleted",""
"2026/04/16","23593.","A","TX","CDS","CHILDRESS","US","A110-4","AIRPORT","GENERAL_REMARK","","4","RWY 18/36, NMRS LGTS MISG, OUT, INCOR COLOR OR ORIENTATION.","2","Deleted",""
"2026/04/16","23660.","A","TX","NGP","CORPUS CHRISTI","US","A81-APT","AIRPORT","LGT_SKED","","1","DUSK-DAWN. WHEN TWR CLSD ACTVT SALSF RWY 13R; PAPI RWY 04, 22, 13L, 31R, 13R, 31L, 18 & 36; HIRL RWYS 04/22, 13L/31R, 13R/31L, 18/36 - CTAF.","1","Modified","REMARK"
"2026/05/14","23660.","A","TX","NGP","CORPUS CHRISTI","US","A81-APT","AIRPORT","LGT_SKED","","1","DUSK-DAWN. WHEN TWR CLSD ACTVT PCL - CTAF.","2","Modified","REMARK"
"2026/04/16","23752.02","A","TX","1TA5","DENVER CITY","US","A110-1","AIRPORT","GENERAL_REMARK","","1","FOR CD CTC FORT WORTH ARTCC AT 817-858-7584.","2","Deleted",""
"2026/04/16","23762.","H","TX","T34","DICKINSON","US","A52-H1","RUNWAY_END_OBSTN","OBSTN_TYPE","H1","1","+25 FT TREES EAST; +25 FT TREES, 200 FT WEST; 21 FT BUILDING NORTH; +25 FT TREES SOUTH.","1","Modified","REMARK"
"2026/05/14","23762.","H","TX","T34","DICKINSON","US","A52-H1","RUNWAY_END_OBSTN","OBSTN_TYPE","H1","1","25 FT TREES EAST; 25 FT TREES, 200 FT WEST; 21 FT BUILDING NORTH; 25 FT TREES SOUTH.","2","Modified","REMARK"
"2026/04/16","23787.01","H","TX","TA39","EAGLE LAKE","US","A81-APT","AIRPORT","LGT_SKED","","1","FOR PERIMETER AND FLOOD LGTS CALL 409-234-5571.","1","Modified","REMARK"
"2026/05/14","23787.01","H","TX","TA39","EAGLE LAKE","US","A81-APT","AIRPORT","LGT_SKED","","1","FOR PERIMETER AND FLOOD LGTS CALL 979-234-5571.","2","Modified","REMARK"
"2026/04/16","23873.7","A","TX","01TE","FORNEY","US","E111","AIRPORT","ASP_ANLYS_DTRM_CODE","","1","VFR OPNS ONLY PRVDD NE RWY END LCTD FAR ENOUGH FROM ROADWAY THAT AN APCH SLOPE OF 20:1 WILL CLEAR ROADWAY BY 15' VERTICAL DSTC AND PLINE.","2","Deleted",""
"2026/04/16","23873.7","A","TX","01TE","FORNEY","US","A110-1","AIRPORT","GENERAL_REMARK","","1","+4' FENCE 100' EAST OF RWY: 675' NE OF RWY 04 THR OBSTRUCTS PRIMARY SFC.","2","Deleted",""
"2026/04/16","23873.7","A","TX","01TE","FORNEY","US","A110-2","AIRPORT","GENERAL_REMARK","","2","CAUTION: RWY 04/22 SOFT IN WET WEATHER.","2","Deleted",""
"2026/04/16","23873.7","A","TX","01TE","FORNEY","US","A110-3","AIRPORT","GENERAL_REMARK","","3","FOR CD CTC LONE STAR APCH AT 972-615-2799.","2","Deleted",""
"2026/04/16","23873.7","A","TX","01TE","FORNEY","US","A32-04/22","RUNWAY","RWY_WIDTH","04/22","1","CULVERT UNDER RY 700' NE RWY 04 THR RESTRICTS RY WIDTH TO 55'.","2","Deleted",""
"2026/04/16","23887.","A","TX","FTW","FORT WORTH","US","A110-34","AIRPORT","GENERAL_REMARK","","34","TWYS B, B1, C, AND D WEST OF RWY 16/34, TWYS C & M EAST OF TWY A, TWYS H, J, K SOUTH OF TWY D, TWY G SE OF TWY K  CLSD TO  ACR ACFT WITH MORE THAN 30 PSGR SEATS.","1","Modified","REMARK"
"2026/05/14","23887.","A","TX","FTW","FORT WORTH","US","A110-34","AIRPORT","GENERAL_REMARK","","34","TWYS B, B1, C, AND D WEST OF RWY 16/34, M EAST OF TWY A, TWYS H, J, L, L1, S, W, AND TWY G SE 650 FEET  CLSD TO ACFT WITH MORE THAN 30 PSGR SEATS.","2","Modified","REMARK"
"2026/04/16","23887.","A","TX","FTW","FORT WORTH","US","A110-38","AIRPORT","GENERAL_REMARK","","38","RWY 17/35 DESIGNED FOR ACFT WITH WINGSPAN 49 FT OR LESS. TWYS B & B1 DESIGNED FOR ACFT WITH WINGSPAN LESS THAN 79 FT. RWY 16/34 & TWYS A, A1 & M DESIGNED FOR ACFT WITH WINGSPAN LESS THAN 171 FT. ALL OTHER TWYS DESIGNED FOR ACFT WITH WINGSPAN LESS THAN 118 FT.","1","Modified","REMARK"
"2026/05/14","23887.","A","TX","FTW","FORT WORTH","US","A110-38","AIRPORT","GENERAL_REMARK","","38","RWY 17/35 DESIGNED FOR ACFT WITH WINGSPAN OF 49 FT OR LESS.  TWYS B & B1 DESIGNED FOR ACFT WITH WINGSPAN OF LESS THAN 79 FT. RY 16/34 & TWYS A, A1, AND M DESIGNED FOR ACFT WITH WINGSPAN LESS THAN 171 FT. ALL OTHER TWYS DESIGNED FOR ACFT WITH WINGSPAN OF LESS THAN 118 FT.","2","Modified","REMARK"
"2026/04/16","23887.","A","TX","FTW","FORT WORTH","US","A110-49","AIRPORT","GENERAL_REMARK","","49","ARFF INDEX B AVBL ALL USERS WITH PPR.","1","Modified","REMARK"
