airwayKey,awyId,awyDesignation,regulatory,remark,airwayString,updateDate,sourceCycle,sourceTable,sourceRowId
AIRWAY:T399,T399,RN,Y,,TKA EGRAM ZEKLI AILEE CRISL PAWWW EVIEE WHYTT ENN,2024/09/09,2026-05-14,AWY_BASE,811
AIRWAY:T400,T400,RN,Y,,LLUKY YAPUC HIVNO FIITS JAKDI JILRO CATID MUSGE DURWN CUDET YOPBU WAGIK TUPBU MEMCO ZANNA WULEP ZOSAG,2023/02/28,2026-05-14,AWY_BASE,812
AIRWAY:T401,T401,RN,Y,,EXTRA ALTTA NOHIT BNAKI UNDRR OVRRR MARRI,2024/01/24,2026-05-14,AWY_BASE,813
AIRWAY:T403,T403,RN,Y,,GENEO TESEE AXN PKD BLUOX,2021/08/18,2026-05-14,AWY_BASE,814
AIRWAY:T404,T404,RN,Y,,TYGRR RENFO PREST WILMS POTAR BYROE NOKIE RIPPI HADOC MISTY HARLE WANSA GRAZE SAMMI STEET CAYCE,2022/05/17,2026-05-14,AWY_BASE,815
AIRWAY:T405,T405,RN,Y,,FIITS PUKIC HORML TECUD MHE WELEK DIDDL TULLA EFJAM ABR WODTY GICAY FAHTU JMS FARRM WADIM GICHI,2021/08/18,2026-05-14,AWY_BASE,816
AIRWAY:T406,T406,RN,Y,,KNZLY HAYES ARTEL CRISP MICRO ZIROR DAFLY ROSEY TATER RCOLA DILLS WALKE TICKS RYTHM FRANK PELLO WIGGO GARTS ERNON WIILL CHAFF RUTEL BANBI CHIRP TYGRR LUMPP AMAPO LILLY GUVNR GAMSE DOOLY OCONE KLICK MILEN DURBE,2025/08/01,2026-05-14,AWY_BASE,817
AIRWAY:T407,T407,RN,Y,,FSD VOLGA OBITT VESTY FFORT STUCK RIRCO GUVEY LOCKR RUSTD FAR PAWSS JOCOR GFK WUTSO NALCO WUBED ZOMTA,2021/11/12,2026-05-14,AWY_BASE,818
AIRWAY:T408,T408,RN,Y,,NOKIE OTGUQ CARYS APELE GUMPY OCONE EHEJO LOTTS BROSE MAYAR TBERT,2022/05/23,2026-05-14,AWY_BASE,819
AIRWAY:T409,T409,RN,Y,,LLUKY ADEDY LESNR JAGSO WABAM PIR,2021/11/30,2026-05-14,AWY_BASE,820
AIRWAY:T410,T410,RN,Y,,SINCA BEYLO ANNAN WANSA TREAD JOKER MONET LEDAS WIDER,2022/06/07,2026-05-14,AWY_BASE,821
AIRWAY:T411,T411,RN,Y,,RZC PWEBB DODDI DROOP BUM TOP WASHH SHYAR BVILL HAYWD LNK,2023/01/11,2026-05-14,AWY_BASE,822
AIRWAY:T412,T412,RN,Y,,KNZLY HATHA MAXON BOZAN MOGAN WRACK LESTE ICEKI CETDA WOBAK SSLAW LIGIC PICAN YARBO WIILL PICKS ALOON MGMRY PETOC MARST KENTT YARBE TIMMY HHRVY BRAVS HONIE TIROE,2022/05/24,2026-05-14,AWY_BASE,823
AIRWAY:T413,T413,RN,Y,,RZC PWEBB DODDI DROOP EMP SLN ROWET EEELY DCODA CCROY GRI ISTIQ MDSUN EBIRD LLUKY MMINI HUUCK RTOSH JMBAG BRSKA PIR,2022/02/01,2026-05-14,AWY_BASE,824
AIRWAY:T414,T414,RN,Y,,LOGEN WOMAC MACEY CORCE MILBY CALOK SUNET FREEZ STYLZ GENOD SWENK VAESE BONZE RIVYR BURCH FREON HENBY PIGGS AYARA AIROW SWARM BRAIL TURCO GVE,2025/10/01,2026-05-14,AWY_BASE,825
AIRWAY:T415,T415,RN,Y,,WRNGL GRYNE DUYZI GKN,2022/07/21,2026-05-14,AWY_BASE,826
AIRWAY:T416,T416,RN,Y,,ENO TEBEE LULOO RIDNG ALBEK INNEZ DITCH CYN JIMEE FALON WINKK DRIFT PREPI,2022/09/13,2026-05-14,AWY_BASE,827
AIRWAY:T417,T417,RN,Y,,CEBUN HATIX EGAXE,2022/07/20,2026-05-14,AWY_BASE,828
AIRWAY:T418,T418,RN,Y,,LAA ALANR STIPH DRAWL UPIRE YUNUP TOTOE ZALIK MMB,2022/07/15,2026-05-14,AWY_BASE,829
AIRWAY:T419,T419,RN,Y,,MAHTY HARIB VILUC FRNIA SNOWD LAKKR MESSR ROOKE WESON TERGE,2022/04/11,2026-05-14,AWY_BASE,830
AIRWAY:T420,T420,RN,Y,,DHT OWUKU ZETIB OVPUH OVUGY EZEEE OVSAW OVOKE BROKE BRISC BFV LIONS IRW,2023/03/03,2026-05-14,AWY_BASE,831
AIRWAY:T421,T421,RN,Y,,LYFEE EGEST SKIPO CLIOS BANBI ZOREL GUMMP VLKNN SIPSY JOHNY LANER YOSNU HAGIE,2022/05/18,2026-05-14,AWY_BASE,832
AIRWAY:T422,T422,RN,Y,,PNH FASOG GOONI WUDPI ASAZE BFV HISLA ZELNU BISKT WENDY LASTS GULLI IBAAH YARNS SEARS TUL,2022/05/31,2026-05-14,AWY_BASE,833
AIRWAY:T423,T423,RN,Y,,STYLZ ROANS HORAL GAUZY ZOMAD STACY SLINK MACET DIPUH HVQ,2022/05/18,2026-05-14,AWY_BASE,834
AIRWAY:T424,T424,RN,Y,,SMRRF KEYSE MCMIN LAUNS TMPSN BUCKY SWASO EDDDY CRECY PENCE WHINS OTWAY TAKEN HORAL DAMAS STOVE SPEEL MAXME DANCO BUFIY DBRAH,2023/01/09,2026-05-14,AWY_BASE,835
AIRWAY:T425,T425,RN,Y,,SIROC BERTT HABLE CROCS RIPPI WOGOM SINCA CANUK WEMOB HUSKY,2022/05/24,2026-05-14,AWY_BASE,836
AIRWAY:T426,T426,RN,Y,,JPU EDSOE WARDO ITALY GAULE SITTR ESTEM SOFTY WAKIS DANCO TABER PIGGS DUNCE JAVVA MCDON,2024/12/23,2026-05-14,AWY_BASE,837
AIRWAY:T427,T427,RN,Y,,CAYCE HUFMN BLANE VESTO DNICE UGAAA CONLY WOMAC LOGEN,2022/05/16,2026-05-14,AWY_BASE,838
AIRWAY:T429,T429,RN,Y,,HOKES SNEAR JOSEP FEWER LEACH MASHA JUVLO HAGIE,2022/05/18,2026-05-14,AWY_BASE,839
AIRWAY:T430,T430,RN,Y,,PSB SEG PINNA ETX TROXL BOPLY LANNA SBJ,2022/09/13,2026-05-14,AWY_BASE,840
AIRWAY:T431,T431,RN,Y,,KENTO ADEOS PLZUH TOTOE ARARY MOZEE PUQZE ZABEK EWYON MAWNO KOVJY KNSAS,2022/07/18,2026-05-14,AWY_BASE,841
AIRWAY:T432,T432,RN,Y,,STUBN TIVUC OKZUS DOMVY BNELE TYYLR HAWLY HOPCE NEION,2024/03/26,2026-05-14,AWY_BASE,842
AIRWAY:T434,T434,RN,Y,,SCAAM WATSO HYATT LYTEL BEERS HOPPS SBJ TYKES NECCK,2024/07/09,2026-05-14,AWY_BASE,843
AIRWAY:T435,T435,RN,Y,,HOLIM RAYMD FEPAB WIXER OBUKE ZILKO AKN,2022/07/21,2026-05-14,AWY_BASE,844
AIRWAY:T437,T437,RN,Y,,SIROC BROUN HARPS WOHPY KELER TBERT TILLS WIXON DURBE NORMS SALLY CAYCE BEFTY BLOTS GREAT ZUKUR CIBOB CRLNA MOPED OWALT JOTTA MEGXE DOILY DANCO ZOOMS,2025/11/25,2026-05-14,AWY_BASE,845
AIRWAY:T438,T438,RN,Y,,RASHE HERDA MORTO RAV VAYRE OUTLT DUMMR FLOAT KATVE HIKES MAZIE ARD RBV CASVI DIXIE ZIGGI GAMBY BILLZ MANTA PREPI,2022/09/13,2026-05-14,AWY_BASE,846
AIRWAY:T439,T439,RN,Y,,PIGON PICKS RABEC WALTY DAYVS OAKGO NEGEE NULLS FOLSO LEACH MARZZ PNDAA HITMN,2023/01/09,2026-05-14,AWY_BASE,847
AIRWAY:T440,T440,RN,Y,,STUBN BIPOD TWIIN LACIE LOPEZ WLKES EXAGE TALLI,2024/07/08,2026-05-14,AWY_BASE,848
AIRWAY:T441,T441,RN,Y,,TROPP GRECI ADCOM CAYCE WIDER BUBBA WILLS UNARM BUILD BURGG CARTT OBURY STYLZ OZONE RIGEL MUMMI PUPDG PENCE,2023/01/09,2026-05-14,AWY_BASE,849
AIRWAY:T445,T445,RN,Y,,HAR MORTO SEG WATSO LYKOM GUYED STUBN GIBBE BEEPS FAULT ROC AIRCO,2024/07/08,2026-05-14,AWY_BASE,850
AIRWAY:T447,T447,RN,Y,,ENO CHAZR APEER REESY HAPPS FOLEZ HOSKR PTW HIKES ETX DIANO FQM DLMAR,2023/10/03,2026-05-14,AWY_BASE,851
AIRWAY:T449,T449,RN,Y,,KITHE GEERI LRP KERYN JUPAS CHLSE MARRC MEGSS MEATS OYUCA CFB,2023/09/29,2026-05-14,AWY_BASE,852
AIRWAY:T452,T452,RN,Y,,VINSE BADDI HAR JOANE GEERI REESY,2023/08/07,2026-05-14,AWY_BASE,853
AIRWAY:T454,T454,RN,Y,,SCAAM FAVUM ZIMEL FQM MUNCI SWANK LVZ HARTY SCOUP MUGZY NWTON,2024/07/15,2026-05-14,AWY_BASE,854
AIRWAY:T455,T455,RN,Y,,FJC RACKI WLKES SWANK MUNCI LYKOM TRUER BLAZE WIGGZ,2023/11/27,2026-05-14,AWY_BASE,855
AIRWAY:T456,T456,RN,Y,,VINSE AMISH SCAPE NOENO PIFER GRAMO DELRO ROAST GEERI RICKF PADRE FOLEZ MXE,2024/04/11,2026-05-14,AWY_BASE,856
AIRWAY:T457,T457,RN,Y,,JIIMS GABRS RIDNG BOJID BOOCH,2023/11/27,2026-05-14,AWY_BASE,857
AIRWAY:T458,T458,RN,Y,,STUBN CFB DANZI PETER AGNEZ ACOVE ATHOS HIDAL STELA CTR FAIDS SPENO GLYDE BOS,2024/07/08,2026-05-14,AWY_BASE,858
AIRWAY:T459,T459,RN,Y,,JIIMS LULOO SCOOL DOGGR,2023/11/27,2026-05-14,AWY_BASE,859
AIRWAY:T460,T460,RN,Y,,PSB SWISS ZAGTI FQM NOSEE HNK RIMBA SAGES WIGAN BOWAN MOBBS SASHA TOMES BAF GLYDE,2023/10/10,2026-05-14,AWY_BASE,860
AIRWAY:T461,T461,RN,Y,,DPK BELTT NESSI EEGOR DENNA FZOOL LOVES DEEDE PAWLN GELAW ATHOS GROUP ALB,2025/10/07,2026-05-14,AWY_BASE,861
AIRWAY:T462,T462,RN,Y,,BIS MOFIT WISEK IRIWY ABR FIBDA CALAG WICKA FFORT DAWSO ARDUE CLAPS FITAS GENEO,2022/11/01,2026-05-14,AWY_BASE,862
AIRWAY:T463,T463,RN,Y,,VADDR DUNBO WRENN PRENO ZONKO EEGOR TRUDE SOARS MOONI STUBY BOWAN HIDAL CANAN CAM JOGIM GRISS ENSON WEIGH WINLA BTV,2025/10/07,2026-05-14,AWY_BASE,863
AIRWAY:T464,T464,RN,Y,,CUSAY TONOC EDGRR HEVAV CHURP,2022/10/31,2026-05-14,AWY_BASE,864
AIRWAY:T465,T465,RN,Y,,DSM GACEY IOWWA RRAZZ KBEEE MOORI DEMLL NITZR,2023/02/21,2026-05-14,AWY_BASE,865
AIRWAY:T466,T466,RN,Y,,SJT CHILD JCT ARPER STV GOBBY BETTI MARCS SEEDS WEMAR FFSSH WHAEL LDRET KEEDS VUH BOLOS SBI,2022/11/09,2026-05-14,AWY_BASE,866
AIRWAY:T467,T467,RN,Y,,BERYL ELY TESSA RUBII LWL YIKUK BROPH,2024/07/09,2026-05-14,AWY_BASE,867
AIRWAY:T468,T468,RN,Y,,HLC RISHO KOTZA KNSAS KOPSY DCODA FAZED OYITO STEEL BVILL HTHWY COVUT TRAIG LMN OSIVE LEWRP,2024/10/28,2026-05-14,AWY_BASE,868
AIRWAY:T469,T469,RN,Y,,TASEY PGO,2023/10/11,2026-05-14,AWY_BASE,869
AIRWAY:T470,T470,RN,Y,,ALKAL TORIN KINZE VIPUC IDECA DEDNE DEKKR SWEAT GOLCH KLISP CHOMP,2023/06/20,2026-05-14,AWY_BASE,870
AIRWAY:T471,T471,RN,Y,,RCOLA RELAY WRACK NTCHZ ZAROX MLU,2023/08/16,2026-05-14,AWY_BASE,871
AIRWAY:T472,T472,RN,Y,,TASEY YOTUB DEENS NEPRE HOT,2023/10/10,2026-05-14,AWY_BASE,872
AIRWAY:T473,T473,RN,Y,,ICEKI GOBTY RUCBO NTCHZ PISAN TULLO BOSCY MLU,2023/08/16,2026-05-14,AWY_BASE,873
AIRWAY:T474,T474,RN,Y,,AEX LARTO NIFTE NTCHZ CREEM BARNE WUDVI MHZ,2024/03/28,2026-05-14,AWY_BASE,874
AIRWAY:T475,T475,RN,Y,,BIS ODUBY CHACE GICHI,2023/06/12,2026-05-14,AWY_BASE,875
AIRWAY:T476,T476,RN,Y,,TUNDR FILRO TWANE EYEUP COHLE WIMKA,2023/12/06,2026-05-14,AWY_BASE,876
AIRWAY:T477,T477,RN,Y,,CPTAL HGR VINSE COFAX BLINK PSB,2023/08/08,2026-05-14,AWY_BASE,877
AIRWAY:T478,T478,RN,Y,,RIVRS OXKEK SPI EVOVY IDQUD CMI SLONI LCOLN BOLRR,2023/12/04,2026-05-14,AWY_BASE,878
AIRWAY:T479,T479,RN,Y,,DNVIL ENTUK PIGGS DEWET DBRAH ZOOMS KUBYS SITTR NUTTR SCRIB JARLO,2025/02/25,2026-05-14,AWY_BASE,879
AIRWAY:T480,T480,RN,Y,,GSO REIDE YANCE MCDON DOGWD MAZON COUPN DRONE SUNNS MCARY ECG OCSIP NORTN RTBRO ZOLMN,2025/06/10,2026-05-14,AWY_BASE,880
AIRWAY:T481,T481,RN,Y,,BKA LYRIC SSR CHILL BAVKE MAGNM,2023/08/08,2026-05-14,AWY_BASE,881
AIRWAY:T482,T482,RN,Y,,MEYER DUFFI GUMBE COUPN,2024/05/17,2026-05-14,AWY_BASE,882
AIRWAY:T483,T483,RN,Y,,SHWNN KIELL KAABA HONEE LFK,2024/02/01,2026-05-14,AWY_BASE,883
AIRWAY:T484,T484,RN,Y,,NELLO ANNYE TALLE MILBY BURGG,2024/09/09,2026-05-14,AWY_BASE,884
AIRWAY:T485,T485,RN,Y,,SHWNN SILBE XAMPL ROMER LFK,2024/01/31,2026-05-14,AWY_BASE,885
AIRWAY:T486,T486,RN,Y,,BURBN ZUMKI RRORY OKUCI MONTE RAKOC TASEY LENYI GIGVE SLOTH WEEBR WARLO LOCUS HAMPT RICKG POYNI ZIRUL OZIGE EDOME IXDIL EJKSN CECAR LAARI IZAAC TOMLN NEEON CLOUT HANOP HRISN UYSEF MINIM BESOM NESTS VLKNN,2024/05/31,2026-05-14,AWY_BASE,886
AIRWAY:T487,T487,RN,Y,,SEA LOFAL DIGGN JAWBN WATTR JIGEB ROSLN ORCUS DISCO,2024/11/05,2026-05-14,AWY_BASE,887
AIRWAY:T488,T488,RN,Y,,TYI RRLEE RMACK DAREZ STIKK ALGTR RTBRO,2025/06/11,2026-05-14,AWY_BASE,888
AIRWAY:T489,T489,RN,Y,,BOLTS ATTAK NESST CEDDI CCITY GRNVL YALMI HARKE SALER PCANN,2024/09/05,2026-05-14,AWY_BASE,889
AIRWAY:T490,T490,RN,Y,,IWD DINER CINOP BBEAR VUKFI ESC,2025/02/24,2026-05-14,AWY_BASE,890
AIRWAY:T491,T491,RN,Y,,BOLTS CHAAZ EXWAY WALEE OHLEE SIROC,2024/09/05,2026-05-14,AWY_BASE,891
AIRWAY:T492,T492,RN,Y,,FIINN SPEKL PMPNO WEZER YOJIX YONMA ODDEL DEARY,2025/06/17,2026-05-14,AWY_BASE,892
AIRWAY:T493,T493,RN,Y,,BOLTS CHAAZ ORATE CCITY HADDE VLDST JOGOS WALPI TIFFT ROCKM HIDBI HANET DOOLY,2024/09/12,2026-05-14,AWY_BASE,893
AIRWAY:T494,T494,RN,Y,,SKWAD TWOON,2025/06/09,2026-05-14,AWY_BASE,894
AIRWAY:T495,T495,RN,Y,,BOLTS ATTAK NESST DEANR BWDEN,2024/09/12,2026-05-14,AWY_BASE,895
AIRWAY:T497,T497,RN,Y,,ECG NTU FAAFO BAYSO LNSKY OUTLA GWYNN STEIN CORET FAGED,2026/01/26,2026-05-14,AWY_BASE,896
AIRWAY:T499,T499,RN,Y,,CRP EJUXO ATHIS CARTI LEMIG SAT GUADA STV CORVY DILLO,2024/09/10,2026-05-14,AWY_BASE,897
AIRWAY:T545,T545,RN,Y,,BRO HAVIX RELAX MANNY OPULL ASCOT SOLON POGOE CRP SINTO SKIDS ZAMLI SLENA LILJO YENNS EMBOW SAT GOBBY AMUSE BASIS SLIMM AGJ,2025/07/14,2026-05-14,AWY_BASE,898
AIRWAY:T553,T553,RN,Y,,GSO MAYOS PLEXI HENBY TABER DBRAH COVEY NATTS VELLI AHCIN EKN,2025/02/25,2026-05-14,AWY_BASE,899
AIRWAY:T608,T608,RN,Y,,HOCKE CFSKT UKNIX WOZEE CLUNG MONCK ROC LORTH MAGEN KONDO WIFFY SYR STODA VASTS LAMMS NORSE MARIA ALB WARUV GRAVE GRISY WARIC HURLY GDM BRONC LOBBY SOSYO REVER,2023/01/05,2026-05-14,AWY_BASE,900
AIRWAY:T616,T616,RN,Y,,FNT URSSA HOCKE CFTCS,2020/09/09,2026-05-14,AWY_BASE,901
AIRWAY:T634,T634,RN,Y,,VIBRU ART BRUIN PAGER SYR FAYET STODA TEBOR DINNO EATEN SHERB RAHKS DANZI RIMBA PRNCE FILPS WEETS IGN CASSH NOBBI CMK DENNA BETHA CREAM BOROS GARRD SUFOK SEY,2024/07/23,2026-05-14,AWY_BASE,902
AIRWAY:T645,T645,RN,Y,,EPSOP PUDGE ROSSS IKLIT,2025/10/06,2026-05-14,AWY_BASE,903
AIRWAY:T662,T662,RN,Y,,DEPRI KATAH HULTN,2022/11/30,2026-05-14,AWY_BASE,904
AIRWAY:T675,T675,RN,Y,,SSM BBIGG NOJJE RUXDU,2024/03/28,2026-05-14,AWY_BASE,905
AIRWAY:T698,T698,RN,Y,,EBGIX HULTN ACTON,2021/04/28,2026-05-14,AWY_BASE,906
AIRWAY:T705,T705,RN,Y,,ACK CLAMY DEEPO FLAPE OSSER LIBBE ARCAV ORCHA CCC BELTT NESSI EEGOR DENNA FZOOL LOVES DEEDE PAWLN TRESA CYPER PETER CODDI MILID LAMMS USICI GACKE BECKS SMAIR FOSYU SRNAC UUBER RIGID PBERG LATTS MUTNA,2025/10/07,2026-05-14,AWY_BASE,907
AIRWAY:T719,T719,RN,Y,,MOCKA EEVER LILDE LATCH BKA,2023/08/22,2026-05-14,AWY_BASE,908
AIRWAY:T739,T739,RN,Y,,KATEK DAVDA SSENA TALNO KERVO CAMPO WRAPT MLT PRENT DANOL,2023/12/07,2026-05-14,AWY_BASE,909
AIRWAY:T765,T765,RN,Y,,GRB SPRYS CRAZE BBEAR EMQIF CIBPA CMX VAYUC FEMOK BBLUE ASIXX TAGUC INL KORTY LCROS CALDU,2025/02/24,2026-05-14,AWY_BASE,910
AIRWAY:T768,T768,RN,Y,,INL YUPNU CIVLU ARBBY,2022/07/19,2026-05-14,AWY_BASE,911
AIRWAY:T776,T776,RN,Y,,KAYCY KMNGO NCOLY WAGGO RRBEE SKOWT SSM,2024/07/16,2026-05-14,AWY_BASE,912
AIRWAY:T781,T781,RN,Y,,FNT KATTY HANKY ADRIE MARGN BLUEZ CFKMG PINTE HULTN,2021/04/29,2026-05-14,AWY_BASE,913
AIRWAY:T797,T797,RN,Y,,INL WUGOR,2025/06/17,2026-05-14,AWY_BASE,914
AIRWAY:T810,T810,RN,Y,,BERDD AVALE SRADE JEORG CATGA SSM,2024/07/17,2026-05-14,AWY_BASE,915
AIRWAY:TK502,TK502,RN,Y,,EMI TAYLO WINGO SINON GRIBL TOLAN BALDE SPATE DECKR,2020/05/18,2026-05-14,AWY_BASE,916
AIRWAY:TK504,TK504,RN,Y,,RUSEY CIDOB HAMOR ARCUM TULLY BORKE BANKA,2017/10/15,2026-05-14,AWY_BASE,917
AIRWAY:V1,V1,V,Y,,CRG LLIPS OCNOP STARY TYBEE RUBYS BASSO HONAP ROOFS COTAK CHS CARNO WANDO CUBBY KIMMY INLET PLANN CRE ASHES JAYDB YOAST WALLO ISO ATR PEAPS LEEAH ANABL HOWIE CRESI CYN WHITE DIXIE MOVFA JFK DPK BELTT MAD YODEL WEGOT HFD DVANY GRAYM GRIPE BOSOX WHYBE BOS,2026/01/26,2026-05-14,AWY_BASE,918|919
AIRWAY:V10,V10,V,Y,,PUB ORWAY TODDE WOSUR LAA ADEER LACKA GCK ONIPE KUDIC POKPE HEPVA DDC FIVLI EARPP CUKTO STAFF HUT BURTO JUBVO WAIVE FLOSS ANUGE EMP EBJEL DODSN WETZL IYOCO ANX ROBDY LEXIN MURTE IRK MURLY JURIX LOAMY BRL NILES HARRT CHETT STYLE GIJ,2025/06/17,2026-05-14,AWY_BASE,920
AIRWAY:V100,V100,V,Y,,MBW SLATR ZIKRU BFF HAPOP JUNUM AIA EVENN EFFEX MARSS ANW GIYED ONL ALO DEWAR INDET DBQ,2025/09/30,2026-05-14,AWY_BASE,921
AIRWAY:V101,V101,V,Y,,GLL LIBEL RIDJE FROGS BROCC UYRAG ECHOA ZOMBU LORIN CHE HAGJI STRIM RENAE VEL NEOLA TCH KAYZE JEMKU OGD KREBS BEARR BLIDA SHEAR NULTE MALTT BYI REAPS HLE SOLDE,2018/01/22,2026-05-14,AWY_BASE,922
AIRWAY:V102,V102,V,Y,,SFL AXEPE CNM HOMEX WUDRU DYETT HOB DEKEC IBOCO ELOYE TASNE RUKTE HEGTA MANIC JOXUL LBB,2026/03/30,2026-05-14,AWY_BASE,923
AIRWAY:V103,V103,V,Y,,CTF ZOPOC GANTS KEWPI GSO MAYOS EKN CKB STORE BURGS KIVGE AIR ATWOO MINER WNGFT ACO,2025/04/21,2026-05-14,AWY_BASE,924
AIRWAY:V105,V105,V,Y,,TUS TORTS ZEKAP ALMON BASER TFD POPKE PXR JONHH GINKE KARLO ZADER DRK HOBES BEYMI SINHO TRUXE PRFUM ZIVSI WINDS BLD LAS HARLS LUCKY HIDEN BTY LIDAT TEZUM ZOTUX OAL YERIN RYANN CHIME FMG,2019/04/26,2026-05-14,AWY_BASE,925
AIRWAY:V106,V106,V,Y,,JST WILTT HUDON RASHE,2022/09/08,2026-05-14,AWY_BASE,926
AIRWAY:V107,V107,V,Y,,LAX STABO SMO BAYST SADDE GUYBE GINNA FIM PIRUE REYES DERBB AVE CITIE PXN CATHE VINCO MABRY MISON DECOT OAK COMMO MICRA PYE BOARS,2025/08/01,2026-05-14,AWY_BASE,927
AIRWAY:V108,V108,V,Y,,ROZZA HABAP SGD CROIT CCR PITTS OAKEY LODDI LIN EKR TRUEL LILXO AJAXX DBL JNETT BASEE MURFE STAMY BRK AFDUC ADANE CHEBA HGO YAKIY GLD DEPAY CUGGA HLC,2025/08/15,2026-05-14,AWY_BASE,928
AIRWAY:V11,V11,V,Y,,CNG WESON PXV MACKY CLOWN RACYR SCOTO KELLY VHP WELDO DEEKS MZZ LATES CHMLY CRETE FWA ZOLNR GRABI EDGEE,2025/04/24,2026-05-14,AWY_BASE,929|930
AIRWAY:V110,V110,V,Y,,DMN NUWIN WUMEX LAYEN TCS,2010/07/30,2026-05-14,AWY_BASE,931
AIRWAY:V111,V111,V,Y,,BSR SNS JEJMA HENCE CATHE KARNN WINDY PATYY MOD,2010/06/25,2026-05-14,AWY_BASE,932
AIRWAY:V112,V112,V,Y,,HQM ZEDAT ILWAC AST KEIKO PITER BTG PIQRI CARBY LTJ VECCU OGPAY LOAMS ECHOD FODOP PDT TACUP LYLES RODNA GEG DAZIE CEMOM JOMRU DIANN EDGES,2026/03/16,2026-05-14,AWY_BASE,933
AIRWAY:V113,V113,V,Y,,MQO JEDGI PRB PXN VOLTA PATYY MOD LIN KATSO SPOOK RICHY HUYJO FMG NICER ROBUD GOWZE SDO REO RENOL BOI PLUTO LKT FANID JUNKA SLIPP CPN NUNZU EVVER HUDVU LOCIS UGACE HLN HONVI ANNEM LINGE TEKOE AXABE LWT,2021/04/09,2026-05-14,AWY_BASE,934
AIRWAY:V114,V114,V,Y,,PNH CAUDE DOGIN CDS PEWAE VASTY SPS FLOPP FERET BYP GGG SPOUT EKPOW CARTH EXITE COVEX MARTA NUBOY AEX CATCS MIKLE MOGAN KNAPP ALIYA LSU VEILS RQR SNAKI SLIDD CLERY MUDDA GPT MINDO WIGGO AKXUT LBY,2026/03/27,2026-05-14,AWY_BASE,935
AIRWAY:V115,V115,V,Y,,CEW ITUYU ROMEK PIGON CHAFF REDDI MGM BEING KORNR WALTY TASYU HEENA JAPAM VUZ COLIG WILED SNEAR ARBEE BOAZE DUBBS ETOWA GROSS VXV HVQ MORAN JPU,2023/04/26,2026-05-14,AWY_BASE,936
AIRWAY:V116,V116,V,Y,,SFK GUYED LACIE LOPEZ LVZ EXAGE TALLI COATE SAX,2020/11/02,2026-05-14,AWY_BASE,937
AIRWAY:V117,V117,V,Y,,JPU PYRAT WEELD BEALL AIR WISKE,2017/05/24,2026-05-14,AWY_BASE,938
AIRWAY:V118,V118,V,Y,,MBW YEKUS PUCIP LAR JESAR SENSE RENRE CYS,2011/07/21,2026-05-14,AWY_BASE,939
AIRWAY:V12,V12,V,Y,,GVO RZS EMUXY PMD ETHER NASTE HELDE NULMN BASAL HEC CLIPP EED MEMPE JAWSY MUMTE TURNE CHILY DRK DRRTY JUWSO OATES HOXOL INW ZUN TAPDE CARTY HEGMA ABQ OTO ACH WASBI TCC JADIL VEGGE PNH UKDEW BROKE HINOD MMB ICT INDIC GAMWY LASKI AGEXY EMP EBJEL DODSN WETZL IYOCO ANX OCTAM FRANC COU STITH FTZ AUGST SNYDR TOY JACOB TWILA JIGSY CORKI BIB JOVAR WORKE LUPCE KELLY ZARHO OZMOE SHB AGC FURIX MILWO JST ZOTBI MIROY COFAX JUNEY POLLS LOMON HAR KUPPS BOYER WEPNA PTW,2025/11/25,2026-05-14,AWY_BASE,940|941
AIRWAY:V120,V120,V,Y,,SEA TAGOR NORMY FITGA WINIM CUNUR CASHS EAT OZALI EPH WIPES OWOSE EPAFY GEG PYPER EPENE JURSY KARPS MLP EDOBE HANIM CHARL SHIMY GTF JAYKE YOGOS ZEKEL UFXIT LWT CIWXU ESTRO MLS DIXLE DPR TUZCO NENOE PIR ELREE KAATS MHE YUGUL FRYRE FSD BILOO HAYNS GRUVE ONTIJ BANCO HAYOR JUGTO MCW AREDA SEATS ALO,2026/01/21,2026-05-14,AWY_BASE,942
AIRWAY:V121,V121,V,Y,,FJS BAYTS GYPSE OED UZEHE BROKN MOURN RBG SOZKY OTH SCOTY VAUGN EUG DOSEE MOHWK VIDAS WHIFF SNOKY DSD JABOT IMB JONWE BKE GOYEK DNJ LKT OSURE NOSEY DLN,2019/04/22,2026-05-14,AWY_BASE,943
AIRWAY:V122,V122,V,Y,,CEC REFIX OBRIN CEXUN CONLI WISEP PAPLE OLECY GNATS OED BRUTE LANKS JEXAM CEGAN ACLOB LEIFF OLEBY LMT BIDDS LKV REO,2018/03/05,2026-05-14,AWY_BASE,944
AIRWAY:V123,V123,V,Y,,MITCH GEEMO SWANN TACKS UKIEY CANUV OOD RUUTH DAVYS ENZEW HOLEY BRAND KORRY RBV TYKES MINKS RENUE APPLE TICKL PROUD DIALS LGA FAMMA CRALY HAARP RYMES CMK NOBBI CASSH TRESA WIGAN ATHOS GROUP ALB TIMKE CAM,2026/03/26,2026-05-14,AWY_BASE,945
AIRWAY:V124,V124,V,Y,,BYP OKUCI MONTE RAKOC PRX YOTUB DEENS NEPRE HOT BEGAN LIT HILLE,2025/10/08,2026-05-14,AWY_BASE,946
AIRWAY:V128,V128,V,Y,,HVQ SWIFT BITES HAWKI VELLI BOIER DEKAY TTUMS LURAY CSN,2025/04/11,2026-05-14,AWY_BASE,947
