airwayPathKey,airwayKey,awyId,awyLocation,awyDesignation,airwayString,sourceCycle,sourceTable,sourceRowId
AIRWAY_PATH:T426:C,AIRWAY:T426,T426,C,RN,JPU EDSOE WARDO ITALY GAULE SITTR ESTEM SOFTY WAKIS DANCO TABER PIGGS DUNCE JAVVA MCDON,2026-05-14,AWY_BASE,837
AIRWAY_PATH:T427:C,AIRWAY:T427,T427,C,RN,CAYCE HUFMN BLANE VESTO DNICE UGAAA CONLY WOMAC LOGEN,2026-05-14,AWY_BASE,838
AIRWAY_PATH:T429:C,AIRWAY:T429,T429,C,RN,HOKES SNEAR JOSEP FEWER LEACH MASHA JUVLO HAGIE,2026-05-14,AWY_BASE,839
AIRWAY_PATH:T430:C,AIRWAY:T430,T430,C,RN,PSB SEG PINNA ETX TROXL BOPLY LANNA SBJ,2026-05-14,AWY_BASE,840
AIRWAY_PATH:T431:C,AIRWAY:T431,T431,C,RN,KENTO ADEOS PLZUH TOTOE ARARY MOZEE PUQZE ZABEK EWYON MAWNO KOVJY KNSAS,2026-05-14,AWY_BASE,841
AIRWAY_PATH:T432:C,AIRWAY:T432,T432,C,RN,STUBN TIVUC OKZUS DOMVY BNELE TYYLR HAWLY HOPCE NEION,2026-05-14,AWY_BASE,842
AIRWAY_PATH:T434:C,AIRWAY:T434,T434,C,RN,SCAAM WATSO HYATT LYTEL BEERS HOPPS SBJ TYKES NECCK,2026-05-14,AWY_BASE,843
AIRWAY_PATH:T435:A,AIRWAY:T435,T435,A,RN,HOLIM RAYMD FEPAB WIXER OBUKE ZILKO AKN,2026-05-14,AWY_BASE,844
AIRWAY_PATH:T437:C,AIRWAY:T437,T437,C,RN,SIROC BROUN HARPS WOHPY KELER TBERT TILLS WIXON DURBE NORMS SALLY CAYCE BEFTY BLOTS GREAT ZUKUR CIBOB CRLNA MOPED OWALT JOTTA MEGXE DOILY DANCO ZOOMS,2026-05-14,AWY_BASE,845
AIRWAY_PATH:T438:C,AIRWAY:T438,T438,C,RN,RASHE HERDA MORTO RAV VAYRE OUTLT DUMMR FLOAT KATVE HIKES MAZIE ARD RBV CASVI DIXIE ZIGGI GAMBY BILLZ MANTA PREPI,2026-05-14,AWY_BASE,846
AIRWAY_PATH:T439:C,AIRWAY:T439,T439,C,RN,PIGON PICKS RABEC WALTY DAYVS OAKGO NEGEE NULLS FOLSO LEACH MARZZ PNDAA HITMN,2026-05-14,AWY_BASE,847
AIRWAY_PATH:T440:C,AIRWAY:T440,T440,C,RN,STUBN BIPOD TWIIN LACIE LOPEZ WLKES EXAGE TALLI,2026-05-14,AWY_BASE,848
AIRWAY_PATH:T441:C,AIRWAY:T441,T441,C,RN,TROPP GRECI ADCOM CAYCE WIDER BUBBA WILLS UNARM BUILD BURGG CARTT OBURY STYLZ OZONE RIGEL MUMMI PUPDG PENCE,2026-05-14,AWY_BASE,849
AIRWAY_PATH:T445:C,AIRWAY:T445,T445,C,RN,HAR MORTO SEG WATSO LYKOM GUYED STUBN GIBBE BEEPS FAULT ROC AIRCO,2026-05-14,AWY_BASE,850
AIRWAY_PATH:T447:C,AIRWAY:T447,T447,C,RN,ENO CHAZR APEER REESY HAPPS FOLEZ HOSKR PTW HIKES ETX DIANO FQM DLMAR,2026-05-14,AWY_BASE,851
AIRWAY_PATH:T449:C,AIRWAY:T449,T449,C,RN,KITHE GEERI LRP KERYN JUPAS CHLSE MARRC MEGSS MEATS OYUCA CFB,2026-05-14,AWY_BASE,852
AIRWAY_PATH:T452:C,AIRWAY:T452,T452,C,RN,VINSE BADDI HAR JOANE GEERI REESY,2026-05-14,AWY_BASE,853
AIRWAY_PATH:T454:C,AIRWAY:T454,T454,C,RN,SCAAM FAVUM ZIMEL FQM MUNCI SWANK LVZ HARTY SCOUP MUGZY NWTON,2026-05-14,AWY_BASE,854
AIRWAY_PATH:T455:C,AIRWAY:T455,T455,C,RN,FJC RACKI WLKES SWANK MUNCI LYKOM TRUER BLAZE WIGGZ,2026-05-14,AWY_BASE,855
AIRWAY_PATH:T456:C,AIRWAY:T456,T456,C,RN,VINSE AMISH SCAPE NOENO PIFER GRAMO DELRO ROAST GEERI RICKF PADRE FOLEZ MXE,2026-05-14,AWY_BASE,856
AIRWAY_PATH:T457:C,AIRWAY:T457,T457,C,RN,JIIMS GABRS RIDNG BOJID BOOCH,2026-05-14,AWY_BASE,857
AIRWAY_PATH:T458:C,AIRWAY:T458,T458,C,RN,STUBN CFB DANZI PETER AGNEZ ACOVE ATHOS HIDAL STELA CTR FAIDS SPENO GLYDE BOS,2026-05-14,AWY_BASE,858
AIRWAY_PATH:T459:C,AIRWAY:T459,T459,C,RN,JIIMS LULOO SCOOL DOGGR,2026-05-14,AWY_BASE,859
AIRWAY_PATH:T460:C,AIRWAY:T460,T460,C,RN,PSB SWISS ZAGTI FQM NOSEE HNK RIMBA SAGES WIGAN BOWAN MOBBS SASHA TOMES BAF GLYDE,2026-05-14,AWY_BASE,860
AIRWAY_PATH:T461:C,AIRWAY:T461,T461,C,RN,DPK BELTT NESSI EEGOR DENNA FZOOL LOVES DEEDE PAWLN GELAW ATHOS GROUP ALB,2026-05-14,AWY_BASE,861
AIRWAY_PATH:T462:C,AIRWAY:T462,T462,C,RN,BIS MOFIT WISEK IRIWY ABR FIBDA CALAG WICKA FFORT DAWSO ARDUE CLAPS FITAS GENEO,2026-05-14,AWY_BASE,862
AIRWAY_PATH:T463:C,AIRWAY:T463,T463,C,RN,VADDR DUNBO WRENN PRENO ZONKO EEGOR TRUDE SOARS MOONI STUBY BOWAN HIDAL CANAN CAM JOGIM GRISS ENSON WEIGH WINLA BTV,2026-05-14,AWY_BASE,863
AIRWAY_PATH:T464:C,AIRWAY:T464,T464,C,RN,CUSAY TONOC EDGRR HEVAV CHURP,2026-05-14,AWY_BASE,864
AIRWAY_PATH:T465:C,AIRWAY:T465,T465,C,RN,DSM GACEY IOWWA RRAZZ KBEEE MOORI DEMLL NITZR,2026-05-14,AWY_BASE,865
AIRWAY_PATH:T466:C,AIRWAY:T466,T466,C,RN,SJT CHILD JCT ARPER STV GOBBY BETTI MARCS SEEDS WEMAR FFSSH WHAEL LDRET KEEDS VUH BOLOS SBI,2026-05-14,AWY_BASE,866
AIRWAY_PATH:T467:C,AIRWAY:T467,T467,C,RN,BERYL ELY TESSA RUBII LWL YIKUK BROPH,2026-05-14,AWY_BASE,867
AIRWAY_PATH:T468:C,AIRWAY:T468,T468,C,RN,HLC RISHO KOTZA KNSAS KOPSY DCODA FAZED OYITO STEEL BVILL HTHWY COVUT TRAIG LMN OSIVE LEWRP,2026-05-14,AWY_BASE,868
AIRWAY_PATH:T469:C,AIRWAY:T469,T469,C,RN,TASEY PGO,2026-05-14,AWY_BASE,869
AIRWAY_PATH:T470:C,AIRWAY:T470,T470,C,RN,ALKAL TORIN KINZE VIPUC IDECA DEDNE DEKKR SWEAT GOLCH KLISP CHOMP,2026-05-14,AWY_BASE,870
AIRWAY_PATH:T471:C,AIRWAY:T471,T471,C,RN,RCOLA RELAY WRACK NTCHZ ZAROX MLU,2026-05-14,AWY_BASE,871
AIRWAY_PATH:T472:C,AIRWAY:T472,T472,C,RN,TASEY YOTUB DEENS NEPRE HOT,2026-05-14,AWY_BASE,872
AIRWAY_PATH:T473:C,AIRWAY:T473,T473,C,RN,ICEKI GOBTY RUCBO NTCHZ PISAN TULLO BOSCY MLU,2026-05-14,AWY_BASE,873
AIRWAY_PATH:T474:C,AIRWAY:T474,T474,C,RN,AEX LARTO NIFTE NTCHZ CREEM BARNE WUDVI MHZ,2026-05-14,AWY_BASE,874
AIRWAY_PATH:T475:C,AIRWAY:T475,T475,C,RN,BIS ODUBY CHACE GICHI,2026-05-14,AWY_BASE,875
AIRWAY_PATH:T476:C,AIRWAY:T476,T476,C,RN,TUNDR FILRO TWANE EYEUP COHLE WIMKA,2026-05-14,AWY_BASE,876
AIRWAY_PATH:T477:C,AIRWAY:T477,T477,C,RN,CPTAL HGR VINSE COFAX BLINK PSB,2026-05-14,AWY_BASE,877
AIRWAY_PATH:T478:C,AIRWAY:T478,T478,C,RN,RIVRS OXKEK SPI EVOVY IDQUD CMI SLONI LCOLN BOLRR,2026-05-14,AWY_BASE,878
AIRWAY_PATH:T479:C,AIRWAY:T479,T479,C,RN,DNVIL ENTUK PIGGS DEWET DBRAH ZOOMS KUBYS SITTR NUTTR SCRIB JARLO,2026-05-14,AWY_BASE,879
AIRWAY_PATH:T480:C,AIRWAY:T480,T480,C,RN,GSO REIDE YANCE MCDON DOGWD MAZON COUPN DRONE SUNNS MCARY ECG OCSIP NORTN RTBRO ZOLMN,2026-05-14,AWY_BASE,880
AIRWAY_PATH:T481:A,AIRWAY:T481,T481,A,RN,BKA LYRIC SSR CHILL BAVKE MAGNM,2026-05-14,AWY_BASE,881
AIRWAY_PATH:T482:C,AIRWAY:T482,T482,C,RN,MEYER DUFFI GUMBE COUPN,2026-05-14,AWY_BASE,882
AIRWAY_PATH:T483:C,AIRWAY:T483,T483,C,RN,SHWNN KIELL KAABA HONEE LFK,2026-05-14,AWY_BASE,883
AIRWAY_PATH:T484:C,AIRWAY:T484,T484,C,RN,NELLO ANNYE TALLE MILBY BURGG,2026-05-14,AWY_BASE,884
AIRWAY_PATH:T485:C,AIRWAY:T485,T485,C,RN,SHWNN SILBE XAMPL ROMER LFK,2026-05-14,AWY_BASE,885
AIRWAY_PATH:T486:C,AIRWAY:T486,T486,C,RN,BURBN ZUMKI RRORY OKUCI MONTE RAKOC TASEY LENYI GIGVE SLOTH WEEBR WARLO LOCUS HAMPT RICKG POYNI ZIRUL OZIGE EDOME IXDIL EJKSN CECAR LAARI IZAAC TOMLN NEEON CLOUT HANOP HRISN UYSEF MINIM BESOM NESTS VLKNN,2026-05-14,AWY_BASE,886
AIRWAY_PATH:T487:C,AIRWAY:T487,T487,C,RN,SEA LOFAL DIGGN JAWBN WATTR JIGEB ROSLN ORCUS DISCO,2026-05-14,AWY_BASE,887
AIRWAY_PATH:T488:C,AIRWAY:T488,T488,C,RN,TYI RRLEE RMACK DAREZ STIKK ALGTR RTBRO,2026-05-14,AWY_BASE,888
AIRWAY_PATH:T489:C,AIRWAY:T489,T489,C,RN,BOLTS ATTAK NESST CEDDI CCITY GRNVL YALMI HARKE SALER PCANN,2026-05-14,AWY_BASE,889
AIRWAY_PATH:T490:C,AIRWAY:T490,T490,C,RN,IWD DINER CINOP BBEAR VUKFI ESC,2026-05-14,AWY_BASE,890
AIRWAY_PATH:T491:C,AIRWAY:T491,T491,C,RN,BOLTS CHAAZ EXWAY WALEE OHLEE SIROC,2026-05-14,AWY_BASE,891
AIRWAY_PATH:T492:C,AIRWAY:T492,T492,C,RN,FIINN SPEKL PMPNO WEZER YOJIX YONMA ODDEL DEARY,2026-05-14,AWY_BASE,892
AIRWAY_PATH:T493:C,AIRWAY:T493,T493,C,RN,BOLTS CHAAZ ORATE CCITY HADDE VLDST JOGOS WALPI TIFFT ROCKM HIDBI HANET DOOLY,2026-05-14,AWY_BASE,893
AIRWAY_PATH:T494:C,AIRWAY:T494,T494,C,RN,SKWAD TWOON,2026-05-14,AWY_BASE,894
AIRWAY_PATH:T495:C,AIRWAY:T495,T495,C,RN,BOLTS ATTAK NESST DEANR BWDEN,2026-05-14,AWY_BASE,895
AIRWAY_PATH:T497:C,AIRWAY:T497,T497,C,RN,ECG NTU FAAFO BAYSO LNSKY OUTLA GWYNN STEIN CORET FAGED,2026-05-14,AWY_BASE,896
AIRWAY_PATH:T499:C,AIRWAY:T499,T499,C,RN,CRP EJUXO ATHIS CARTI LEMIG SAT GUADA STV CORVY DILLO,2026-05-14,AWY_BASE,897
AIRWAY_PATH:T545:C,AIRWAY:T545,T545,C,RN,BRO HAVIX RELAX MANNY OPULL ASCOT SOLON POGOE CRP SINTO SKIDS ZAMLI SLENA LILJO YENNS EMBOW SAT GOBBY AMUSE BASIS SLIMM AGJ,2026-05-14,AWY_BASE,898
AIRWAY_PATH:T553:C,AIRWAY:T553,T553,C,RN,GSO MAYOS PLEXI HENBY TABER DBRAH COVEY NATTS VELLI AHCIN EKN,2026-05-14,AWY_BASE,899
AIRWAY_PATH:T608:C,AIRWAY:T608,T608,C,RN,HOCKE CFSKT UKNIX WOZEE CLUNG MONCK ROC LORTH MAGEN KONDO WIFFY SYR STODA VASTS LAMMS NORSE MARIA ALB WARUV GRAVE GRISY WARIC HURLY GDM BRONC LOBBY SOSYO REVER,2026-05-14,AWY_BASE,900
AIRWAY_PATH:T616:C,AIRWAY:T616,T616,C,RN,FNT URSSA HOCKE CFTCS,2026-05-14,AWY_BASE,901
AIRWAY_PATH:T634:C,AIRWAY:T634,T634,C,RN,VIBRU ART BRUIN PAGER SYR FAYET STODA TEBOR DINNO EATEN SHERB RAHKS DANZI RIMBA PRNCE FILPS WEETS IGN CASSH NOBBI CMK DENNA BETHA CREAM BOROS GARRD SUFOK SEY,2026-05-14,AWY_BASE,902
AIRWAY_PATH:T645:C,AIRWAY:T645,T645,C,RN,EPSOP PUDGE ROSSS IKLIT,2026-05-14,AWY_BASE,903
AIRWAY_PATH:T662:C,AIRWAY:T662,T662,C,RN,DEPRI KATAH HULTN,2026-05-14,AWY_BASE,904
AIRWAY_PATH:T675:C,AIRWAY:T675,T675,C,RN,SSM BBIGG NOJJE RUXDU,2026-05-14,AWY_BASE,905
AIRWAY_PATH:T698:C,AIRWAY:T698,T698,C,RN,EBGIX HULTN ACTON,2026-05-14,AWY_BASE,906
AIRWAY_PATH:T705:C,AIRWAY:T705,T705,C,RN,ACK CLAMY DEEPO FLAPE OSSER LIBBE ARCAV ORCHA CCC BELTT NESSI EEGOR DENNA FZOOL LOVES DEEDE PAWLN TRESA CYPER PETER CODDI MILID LAMMS USICI GACKE BECKS SMAIR FOSYU SRNAC UUBER RIGID PBERG LATTS MUTNA,2026-05-14,AWY_BASE,907
AIRWAY_PATH:T719:A,AIRWAY:T719,T719,A,RN,MOCKA EEVER LILDE LATCH BKA,2026-05-14,AWY_BASE,908
AIRWAY_PATH:T739:C,AIRWAY:T739,T739,C,RN,KATEK DAVDA SSENA TALNO KERVO CAMPO WRAPT MLT PRENT DANOL,2026-05-14,AWY_BASE,909
AIRWAY_PATH:T765:C,AIRWAY:T765,T765,C,RN,GRB SPRYS CRAZE BBEAR EMQIF CIBPA CMX VAYUC FEMOK BBLUE ASIXX TAGUC INL KORTY LCROS CALDU,2026-05-14,AWY_BASE,910
AIRWAY_PATH:T768:C,AIRWAY:T768,T768,C,RN,INL YUPNU CIVLU ARBBY,2026-05-14,AWY_BASE,911
AIRWAY_PATH:T776:C,AIRWAY:T776,T776,C,RN,KAYCY KMNGO NCOLY WAGGO RRBEE SKOWT SSM,2026-05-14,AWY_BASE,912
AIRWAY_PATH:T781:C,AIRWAY:T781,T781,C,RN,FNT KATTY HANKY ADRIE MARGN BLUEZ CFKMG PINTE HULTN,2026-05-14,AWY_BASE,913
AIRWAY_PATH:T797:C,AIRWAY:T797,T797,C,RN,INL WUGOR,2026-05-14,AWY_BASE,914
AIRWAY_PATH:T810:C,AIRWAY:T810,T810,C,RN,BERDD AVALE SRADE JEORG CATGA SSM,2026-05-14,AWY_BASE,915
AIRWAY_PATH:TK502:C,AIRWAY:TK502,TK502,C,RN,EMI TAYLO WINGO SINON GRIBL TOLAN BALDE SPATE DECKR,2026-05-14,AWY_BASE,916
AIRWAY_PATH:TK504:C,AIRWAY:TK504,TK504,C,RN,RUSEY CIDOB HAMOR ARCUM TULLY BORKE BANKA,2026-05-14,AWY_BASE,917
AIRWAY_PATH:V1:C,AIRWAY:V1,V1,C,V,CRG LLIPS OCNOP STARY TYBEE RUBYS BASSO HONAP ROOFS COTAK CHS CARNO WANDO CUBBY KIMMY INLET PLANN CRE ASHES JAYDB YOAST WALLO ISO ATR PEAPS LEEAH ANABL HOWIE CRESI CYN WHITE DIXIE MOVFA JFK DPK BELTT MAD YODEL WEGOT HFD DVANY GRAYM GRIPE BOSOX WHYBE BOS,2026-05-14,AWY_BASE,918
AIRWAY_PATH:V1:H,AIRWAY:V1,V1,H,V,KOA REEFS MOANA ROWIN JESSI LAVAS MAKEN HARPO OGG,2026-05-14,AWY_BASE,919
AIRWAY_PATH:V10:C,AIRWAY:V10,V10,C,V,PUB ORWAY TODDE WOSUR LAA ADEER LACKA GCK ONIPE KUDIC POKPE HEPVA DDC FIVLI EARPP CUKTO STAFF HUT BURTO JUBVO WAIVE FLOSS ANUGE EMP EBJEL DODSN WETZL IYOCO ANX ROBDY LEXIN MURTE IRK MURLY JURIX LOAMY BRL NILES HARRT CHETT STYLE GIJ,2026-05-14,AWY_BASE,920
AIRWAY_PATH:V100:C,AIRWAY:V100,V100,C,V,MBW SLATR ZIKRU BFF HAPOP JUNUM AIA EVENN EFFEX MARSS ANW GIYED ONL ALO DEWAR INDET DBQ,2026-05-14,AWY_BASE,921
AIRWAY_PATH:V101:C,AIRWAY:V101,V101,C,V,GLL LIBEL RIDJE FROGS BROCC UYRAG ECHOA ZOMBU LORIN CHE HAGJI STRIM RENAE VEL NEOLA TCH KAYZE JEMKU OGD KREBS BEARR BLIDA SHEAR NULTE MALTT BYI REAPS HLE SOLDE,2026-05-14,AWY_BASE,922
AIRWAY_PATH:V102:C,AIRWAY:V102,V102,C,V,SFL AXEPE CNM HOMEX WUDRU DYETT HOB DEKEC IBOCO ELOYE TASNE RUKTE HEGTA MANIC JOXUL LBB,2026-05-14,AWY_BASE,923
AIRWAY_PATH:V103:C,AIRWAY:V103,V103,C,V,CTF ZOPOC GANTS KEWPI GSO MAYOS EKN CKB STORE BURGS KIVGE AIR ATWOO MINER WNGFT ACO,2026-05-14,AWY_BASE,924
AIRWAY_PATH:V105:C,AIRWAY:V105,V105,C,V,TUS TORTS ZEKAP ALMON BASER TFD POPKE PXR JONHH GINKE KARLO ZADER DRK HOBES BEYMI SINHO TRUXE PRFUM ZIVSI WINDS BLD LAS HARLS LUCKY HIDEN BTY LIDAT TEZUM ZOTUX OAL YERIN RYANN CHIME FMG,2026-05-14,AWY_BASE,925
AIRWAY_PATH:V106:C,AIRWAY:V106,V106,C,V,JST WILTT HUDON RASHE,2026-05-14,AWY_BASE,926
AIRWAY_PATH:V107:C,AIRWAY:V107,V107,C,V,LAX STABO SMO BAYST SADDE GUYBE GINNA FIM PIRUE REYES DERBB AVE CITIE PXN CATHE VINCO MABRY MISON DECOT OAK COMMO MICRA PYE BOARS,2026-05-14,AWY_BASE,927
AIRWAY_PATH:V108:C,AIRWAY:V108,V108,C,V,ROZZA HABAP SGD CROIT CCR PITTS OAKEY LODDI LIN EKR TRUEL LILXO AJAXX DBL JNETT BASEE MURFE STAMY BRK AFDUC ADANE CHEBA HGO YAKIY GLD DEPAY CUGGA HLC,2026-05-14,AWY_BASE,928
AIRWAY_PATH:V11:C,AIRWAY:V11,V11,C,V,CNG WESON PXV MACKY CLOWN RACYR SCOTO KELLY VHP WELDO DEEKS MZZ LATES CHMLY CRETE FWA ZOLNR GRABI EDGEE,2026-05-14,AWY_BASE,929
AIRWAY_PATH:V11:H,AIRWAY:V11,V11,H,V,REEFS MYNAH FLITT UPP PULPS LNBRG BARBY SWEEP OPANA OGG,2026-05-14,AWY_BASE,930
AIRWAY_PATH:V110:C,AIRWAY:V110,V110,C,V,DMN NUWIN WUMEX LAYEN TCS,2026-05-14,AWY_BASE,931
AIRWAY_PATH:V111:C,AIRWAY:V111,V111,C,V,BSR SNS JEJMA HENCE CATHE KARNN WINDY PATYY MOD,2026-05-14,AWY_BASE,932
AIRWAY_PATH:V112:C,AIRWAY:V112,V112,C,V,HQM ZEDAT ILWAC AST KEIKO PITER BTG PIQRI CARBY LTJ VECCU OGPAY LOAMS ECHOD FODOP PDT TACUP LYLES RODNA GEG DAZIE CEMOM JOMRU DIANN EDGES,2026-05-14,AWY_BASE,933
AIRWAY_PATH:V113:C,AIRWAY:V113,V113,C,V,MQO JEDGI PRB PXN VOLTA PATYY MOD LIN KATSO SPOOK RICHY HUYJO FMG NICER ROBUD GOWZE SDO REO RENOL BOI PLUTO LKT FANID JUNKA SLIPP CPN NUNZU EVVER HUDVU LOCIS UGACE HLN HONVI ANNEM LINGE TEKOE AXABE LWT,2026-05-14,AWY_BASE,934
AIRWAY_PATH:V114:C,AIRWAY:V114,V114,C,V,PNH CAUDE DOGIN CDS PEWAE VASTY SPS FLOPP FERET BYP GGG SPOUT EKPOW CARTH EXITE COVEX MARTA NUBOY AEX CATCS MIKLE MOGAN KNAPP ALIYA LSU VEILS RQR SNAKI SLIDD CLERY MUDDA GPT MINDO WIGGO AKXUT LBY,2026-05-14,AWY_BASE,935
AIRWAY_PATH:V115:C,AIRWAY:V115,V115,C,V,CEW ITUYU ROMEK PIGON CHAFF REDDI MGM BEING KORNR WALTY TASYU HEENA JAPAM VUZ COLIG WILED SNEAR ARBEE BOAZE DUBBS ETOWA GROSS VXV HVQ MORAN JPU,2026-05-14,AWY_BASE,936
AIRWAY_PATH:V116:C,AIRWAY:V116,V116,C,V,SFK GUYED LACIE LOPEZ LVZ EXAGE TALLI COATE SAX,2026-05-14,AWY_BASE,937
AIRWAY_PATH:V117:C,AIRWAY:V117,V117,C,V,JPU PYRAT WEELD BEALL AIR WISKE,2026-05-14,AWY_BASE,938
AIRWAY_PATH:V118:C,AIRWAY:V118,V118,C,V,MBW YEKUS PUCIP LAR JESAR SENSE RENRE CYS,2026-05-14,AWY_BASE,939
AIRWAY_PATH:V12:C,AIRWAY:V12,V12,C,V,GVO RZS EMUXY PMD ETHER NASTE HELDE NULMN BASAL HEC CLIPP EED MEMPE JAWSY MUMTE TURNE CHILY DRK DRRTY JUWSO OATES HOXOL INW ZUN TAPDE CARTY HEGMA ABQ OTO ACH WASBI TCC JADIL VEGGE PNH UKDEW BROKE HINOD MMB ICT INDIC GAMWY LASKI AGEXY EMP EBJEL DODSN WETZL IYOCO ANX OCTAM FRANC COU STITH FTZ AUGST SNYDR TOY JACOB TWILA JIGSY CORKI BIB JOVAR WORKE LUPCE KELLY ZARHO OZMOE SHB AGC FURIX MILWO JST ZOTBI MIROY COFAX JUNEY POLLS LOMON HAR KUPPS BOYER WEPNA PTW,2026-05-14,AWY_BASE,940
AIRWAY_PATH:V12:H,AIRWAY:V12,V12,H,V,KATHS NONNI LEANE KRYST KEOLA SHIGI HNL CKH GRITL BAMBO JOELE MAGGI SHARK,2026-05-14,AWY_BASE,941
AIRWAY_PATH:V120:C,AIRWAY:V120,V120,C,V,SEA TAGOR NORMY FITGA WINIM CUNUR CASHS EAT OZALI EPH WIPES OWOSE EPAFY GEG PYPER EPENE JURSY KARPS MLP EDOBE HANIM CHARL SHIMY GTF JAYKE YOGOS ZEKEL UFXIT LWT CIWXU ESTRO MLS DIXLE DPR TUZCO NENOE PIR ELREE KAATS MHE YUGUL FRYRE FSD BILOO HAYNS GRUVE ONTIJ BANCO HAYOR JUGTO MCW AREDA SEATS ALO,2026-05-14,AWY_BASE,942
AIRWAY_PATH:V121:C,AIRWAY:V121,V121,C,V,FJS BAYTS GYPSE OED UZEHE BROKN MOURN RBG SOZKY OTH SCOTY VAUGN EUG DOSEE MOHWK VIDAS WHIFF SNOKY DSD JABOT IMB JONWE BKE GOYEK DNJ LKT OSURE NOSEY DLN,2026-05-14,AWY_BASE,943
AIRWAY_PATH:V122:C,AIRWAY:V122,V122,C,V,CEC REFIX OBRIN CEXUN CONLI WISEP PAPLE OLECY GNATS OED BRUTE LANKS JEXAM CEGAN ACLOB LEIFF OLEBY LMT BIDDS LKV REO,2026-05-14,AWY_BASE,944
AIRWAY_PATH:V123:C,AIRWAY:V123,V123,C,V,MITCH GEEMO SWANN TACKS UKIEY CANUV OOD RUUTH DAVYS ENZEW HOLEY BRAND KORRY RBV TYKES MINKS RENUE APPLE TICKL PROUD DIALS LGA FAMMA CRALY HAARP RYMES CMK NOBBI CASSH TRESA WIGAN ATHOS GROUP ALB TIMKE CAM,2026-05-14,AWY_BASE,945
AIRWAY_PATH:V124:C,AIRWAY:V124,V124,C,V,BYP OKUCI MONTE RAKOC PRX YOTUB DEENS NEPRE HOT BEGAN LIT HILLE,2026-05-14,AWY_BASE,946
AIRWAY_PATH:V128:C,AIRWAY:V128,V128,C,V,HVQ SWIFT BITES HAWKI VELLI BOIER DEKAY TTUMS LURAY CSN,2026-05-14,AWY_BASE,947
AIRWAY_PATH:V129:C,AIRWAY:V129,V129,C,V,SPI GROWL LOTTO EVERY PIA JPAUL GENSO NOWSO CVA LOTTE DBQ SWAGG FARON QUEST PKRNA ODI CALMS WUMBO EAU UCACI ENTAF QESCA LAMPY DLH HIB TOEGO INKER ZUNNI RAXUE SWAMP INL,2026-05-14,AWY_BASE,948
AIRWAY_PATH:V13:C,AIRWAY:V13,V13,C,V,MFE RAYMO MANNY OPULL ASCOT SOLON POGOE CRP ROKKI WORRY AUSTS BLOKS IVOLY TANNA PSX PUKME COSDI ROSEN IAH CLEEP LEGGE WELRO LFK JIPRI CARTH SAMMS ZEVEB BEKEN YECLU EIC IDDAS YIBUN DUBOW TXK DEENS PGO HADES UXADY FSM IXNEL AYUWU CHESO BARKK WARAR BOYLE RZC BUM INRAM ANX LYMES EXCEL LASSO JAWED LMN WIVEY DSM ANKEN NEVAD SHODR ALOCK MCW GOTHE NEWRY KASPR ZIBBY DELZY PEPPR AHMIT FGT,2026-05-14,AWY_BASE,949
AIRWAY_PATH:V13:H,AIRWAY:V13,V13,H,V,CKH GRITL BAMBO JOELE MAGGI SERYU TOADS,2026-05-14,AWY_BASE,950
AIRWAY_PATH:V132:C,AIRWAY:V132,V132,C,V,MBW MOIST CYS HAMER SHOOP RAYME TUMBL AKO GERON GLD ORION RANSO DISKS HARAN SPELT YETRU OKZUC JASIG HUT SGF ROBCO LANEZ STEME TBN BACTA LENOX,2026-05-14,AWY_BASE,951
AIRWAY_PATH:V133:C,AIRWAY:V133,V133,C,V,LINCO ALDOH BZM ZUGAT MULBE HUBVA STOVE DORFF TELOC KENYA PINEE FEDEX HVQ MBS WHIPP LADIN BORIN TVC CUBKO ESC ZALKI VNZNT SAW PEVXI CMX INL JGKPL,2026-05-14,AWY_BASE,952
AIRWAY_PATH:V134:C,AIRWAY:V134,V134,C,V,FFU MAYGY YMONT ARBIH PUC COPUK JISIG JNC PACES EDUKY HUGSI RIYNO SLOLM GLENO LINDZ DBL HERLS LAWSN DAVVY FUNDS BREWS BINBE FQF,2026-05-14,AWY_BASE,953
AIRWAY_PATH:V135:C,AIRWAY:V135,V135,C,V,SAYUL BZA COPAW YOCEP BLH ROGBE PKE EED GORSY GFS WHIGG CLARR HIDEN BTY LIDAT TEZUM TPH,2026-05-14,AWY_BASE,954
AIRWAY_PATH:V136:C,AIRWAY:V136,V136,C,V,HCH SWELL VXV AUBRY SOT BARRD AFTEN HMV DAMAS STOVE SPEEL MAXME PSK TABER PIGGS DUNCE SBV ALDAN BILLA DUHAM RDU GURBE LANHO DENIL HOKMU FAY EYOBI NERTE COTUB WILDS MOKKA HICKE CRE,2026-05-14,AWY_BASE,955
AIRWAY_PATH:V137:C,AIRWAY:V137,V137,C,V,NOVOS IPL BRAWL ZUNGU HENOM TRM PSP WHETO MORON ARRAN PZUKY CAPTZ HITOP HESPE PURPS PMD MOLTT VICKY JEFFY GMN TAFTO AVE,2026-05-14,AWY_BASE,956
AIRWAY_PATH:V138:C,AIRWAY:V138,V138,C,V,RIW HUNTZ MBW CIKNA MILKY CYS MOCTU EGBER PIETY SNY GRI BRADY CFLCV GAMBL OCEYI LNK LEBYI MEPWE OVR,2026-05-14,AWY_BASE,957
